period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,115719,8049,6.96
3_Month,0-9,291018,74803,25.7
6_Month,0-9,1223487,503539,41.16
1_Year,0-9,1491661,625042,41.9
All,0-9,1698968,733054,43.15
1_Month,10-19,122314,7504,6.14
3_Month,10-19,311223,72553,23.31
6_Month,10-19,1145956,539729,47.1
1_Year,10-19,1392043,629159,45.2
All,10-19,1618342,774836,47.88
1_Month,20-29,170626,7295,4.28
3_Month,20-29,414941,72816,17.55
6_Month,20-29,988730,373686,37.79
1_Year,20-29,1225050,436002,35.59
All,20-29,1450522,557909,38.46
1_Month,30-39,158924,9948,6.26
3_Month,30-39,400837,85679,21.38
6_Month,30-39,960994,405162,42.16
1_Year,30-39,1167331,468712,40.15
All,30-39,1351298,555180,41.08
1_Month,40-49,151731,10083,6.65
3_Month,40-49,381824,81717,21.4
6_Month,40-49,877352,372986,42.51
1_Year,40-49,1044946,421961,40.38
All,40-49,1199002,496377,41.4
1_Month,50-59,138997,8919,6.42
3_Month,50-59,335520,63866,19.03
6_Month,50-59,677276,250268,36.95
1_Year,50-59,807917,278041,34.41
All,50-59,932564,335381,35.96
1_Month,60-69,122732,9370,7.63
3_Month,60-69,294308,53233,18.09
6_Month,60-69,556906,174992,31.42
1_Year,60-69,663629,192594,29.02
All,60-69,762340,231096,30.31
1_Month,70-79,79602,7624,9.58
3_Month,70-79,195177,35867,18.38
6_Month,70-79,348835,97534,27.96
1_Year,70-79,417827,107180,25.65
All,70-79,481958,127652,26.49
1_Month,80-89,30984,2845,9.18
3_Month,80-89,72857,13185,18.1
6_Month,80-89,129617,37256,28.74
1_Year,80-89,160022,41849,26.15
All,80-89,201769,52859,26.2
1_Month,90+,8575,688,8.02
3_Month,90+,17585,3053,17.36
6_Month,90+,30230,9456,31.28
1_Year,90+,37850,10656,28.15
All,90+,52030,14323,27.53
