section,male,female,period
0-9,"{'amount': 4627, 'percentage': 6}","{'amount': 3927, 'percentage': 5.1}",חודש אחרון
0-9,"{'amount': 349288, 'percentage': 10.8}","{'amount': 284246, 'percentage': 8.8}",שנה
0-9,"{'amount': 278632, 'percentage': 10.1}","{'amount': 219621, 'percentage': 8}",6 חודשים
0-9,"{'amount': 45929, 'percentage': 7.8}","{'amount': 36460, 'percentage': 6.2}",3 חודשים
0-9,"{'amount': 417678, 'percentage': 10.2}","{'amount': 342241, 'percentage': 8.4}",מתחילת קורונה
10-19,"{'amount': 321255, 'percentage': 9.9}","{'amount': 322171, 'percentage': 9.9}",שנה
10-19,"{'amount': 269272, 'percentage': 9.8}","{'amount': 268668, 'percentage': 9.8}",6 חודשים
10-19,"{'amount': 39895, 'percentage': 6.7}","{'amount': 40219, 'percentage': 6.8}",3 חודשים
10-19,"{'amount': 417533, 'percentage': 10.2}","{'amount': 407330, 'percentage': 10}",מתחילת קורונה
10-19,"{'amount': 3733, 'percentage': 4.8}","{'amount': 4075, 'percentage': 5.3}",חודש אחרון
20-29,"{'amount': 3086, 'percentage': 4}","{'amount': 4706, 'percentage': 6.1}",חודש אחרון
20-29,"{'amount': 173933, 'percentage': 5.4}","{'amount': 265627, 'percentage': 8.2}",שנה
20-29,"{'amount': 144834, 'percentage': 5.3}","{'amount': 227330, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 30629, 'percentage': 5.2}","{'amount': 46123, 'percentage': 7.8}",3 חודשים
20-29,"{'amount': 244462, 'percentage': 6}","{'amount': 349562, 'percentage': 8.6}",מתחילת קורונה
30-39,"{'amount': 4497, 'percentage': 5.8}","{'amount': 6358, 'percentage': 8.2}",חודש אחרון
30-39,"{'amount': 186239, 'percentage': 5.7}","{'amount': 286448, 'percentage': 8.8}",שנה
30-39,"{'amount': 157675, 'percentage': 5.7}","{'amount': 245655, 'percentage': 8.9}",6 חודשים
30-39,"{'amount': 37640, 'percentage': 6.4}","{'amount': 53154, 'percentage': 9}",3 חודשים
30-39,"{'amount': 238798, 'percentage': 5.9}","{'amount': 348924, 'percentage': 8.6}",מתחילת קורונה
40-49,"{'amount': 4506, 'percentage': 5.8}","{'amount': 6388, 'percentage': 8.3}",חודש אחרון
40-49,"{'amount': 170079, 'percentage': 5.2}","{'amount': 254163, 'percentage': 7.8}",שנה
40-49,"{'amount': 146938, 'percentage': 5.3}","{'amount': 224297, 'percentage': 8.2}",6 חודשים
40-49,"{'amount': 34993, 'percentage': 5.9}","{'amount': 51552, 'percentage': 8.7}",3 חודשים
40-49,"{'amount': 214082, 'percentage': 5.3}","{'amount': 308373, 'percentage': 7.6}",מתחילת קורונה
50-59,"{'amount': 111691, 'percentage': 3.4}","{'amount': 166435, 'percentage': 5.1}",שנה
50-59,"{'amount': 98787, 'percentage': 3.6}","{'amount': 149965, 'percentage': 5.5}",6 חודשים
50-59,"{'amount': 25920, 'percentage': 4.4}","{'amount': 40893, 'percentage': 6.9}",3 חודשים
50-59,"{'amount': 3661, 'percentage': 4.7}","{'amount': 5859, 'percentage': 7.6}",חודש אחרון
50-59,"{'amount': 144367, 'percentage': 3.5}","{'amount': 205300, 'percentage': 5}",מתחילת קורונה
60-69,"{'amount': 3902, 'percentage': 5}","{'amount': 6140, 'percentage': 7.9}",חודש אחרון
60-69,"{'amount': 79660, 'percentage': 2.5}","{'amount': 112372, 'percentage': 3.5}",שנה
60-69,"{'amount': 71389, 'percentage': 2.6}","{'amount': 102266, 'percentage': 3.7}",6 חודשים
60-69,"{'amount': 21769, 'percentage': 3.7}","{'amount': 33037, 'percentage': 5.6}",3 חודשים
60-69,"{'amount': 102005, 'percentage': 2.5}","{'amount': 136204, 'percentage': 3.3}",מתחילת קורונה
70-79,"{'amount': 47530, 'percentage': 1.5}","{'amount': 58945, 'percentage': 1.8}",שנה
70-79,"{'amount': 16031, 'percentage': 2.7}","{'amount': 20423, 'percentage': 3.5}",3 חודשים
70-79,"{'amount': 43048, 'percentage': 1.6}","{'amount': 53533, 'percentage': 1.9}",6 חודשים
70-79,"{'amount': 3528, 'percentage': 4.6}","{'amount': 4593, 'percentage': 5.9}",חודש אחרון
70-79,"{'amount': 58672, 'percentage': 1.4}","{'amount': 70968, 'percentage': 1.7}",מתחילת קורונה
80-89,"{'amount': 1296, 'percentage': 1.7}","{'amount': 1790, 'percentage': 2.3}",חודש אחרון
80-89,"{'amount': 17324, 'percentage': 0.5}","{'amount': 24380, 'percentage': 0.8}",שנה
80-89,"{'amount': 15295, 'percentage': 0.6}","{'amount': 21675, 'percentage': 0.8}",6 חודשים
80-89,"{'amount': 5705, 'percentage': 1}","{'amount': 7750, 'percentage': 1.3}",3 חודשים
80-89,"{'amount': 22349, 'percentage': 0.5}","{'amount': 31611, 'percentage': 0.8}",מתחילת קורונה
90+,"{'amount': 242, 'percentage': 0.3}","{'amount': 506, 'percentage': 0.7}",חודש אחרון
90+,"{'amount': 3664, 'percentage': 0.1}","{'amount': 7018, 'percentage': 0.2}",שנה
90+,"{'amount': 3222, 'percentage': 0.1}","{'amount': 6200, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 1100, 'percentage': 0.2}","{'amount': 2018, 'percentage': 0.3}",3 חודשים
90+,"{'amount': 4943, 'percentage': 0.1}","{'amount': 9813, 'percentage': 0.2}",מתחילת קורונה
