gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,12867,5.2,0,0,3,1.1,7,0.4,300,4.1
זכר,0-9,3 חודשים,24074,4.9,0,0,4,0.9,9,0.4,426,3.9
זכר,0-9,מתחילת קורונה,439405,9.7,7,0.1,33,0.5,123,0.4,3175,3.7
זכר,0-9,6 חודשים,166978,9.2,2,0.1,17,1.2,49,0.7,1332,5
זכר,0-9,שנה,368079,10,5,0.1,24,0.9,90,0.6,2267,5
נקבה,0-9,מתחילת קורונה,360187,8,5,0,17,0.3,78,0.3,2557,3
נקבה,0-9,חודש אחרון,10758,4.3,0,0,1,0.4,8,0.4,222,3
נקבה,0-9,3 חודשים,20450,4.2,0,0,1,0.2,9,0.4,327,3
נקבה,0-9,6 חודשים,129243,7.1,1,0,9,0.6,34,0.5,1067,4
נקבה,0-9,שנה,299680,8.2,2,0,10,0.4,57,0.4,1828,4
זכר,10-19,מתחילת קורונה,437520,9.7,7,0.1,24,0.4,81,0.3,1058,1.2
זכר,10-19,חודש אחרון,9021,3.6,0,0,0,0,3,0.2,77,1
זכר,10-19,3 חודשים,21554,4.4,0,0,0,0,4,0.2,104,1
זכר,10-19,6 חודשים,141708,7.8,2,0.1,8,0.6,17,0.2,286,1.1
זכר,10-19,שנה,338359,9.2,5,0.1,15,0.6,45,0.3,597,1.3
נקבה,10-19,מתחילת קורונה,426399,9.4,8,0.1,23,0.4,81,0.3,1200,1.4
נקבה,10-19,חודש אחרון,9119,3.7,0,0,0,0,3,0.2,72,1
נקבה,10-19,3 חודשים,22157,4.5,1,0.2,2,0.5,5,0.2,121,1.1
נקבה,10-19,6 חודשים,135169,7.4,2,0.1,7,0.5,14,0.2,312,1.2
נקבה,10-19,שנה,338484,9.2,4,0.1,15,0.6,36,0.3,677,1.5
זכר,20-29,מתחילת קורונה,265586,5.9,24,0.2,57,0.9,246,0.8,1635,1.9
זכר,20-29,חודש אחרון,11557,4.6,0,0,2,0.7,2,0.1,77,1
זכר,20-29,3 חודשים,21851,4.4,0,0,3,0.7,6,0.2,119,1.1
זכר,20-29,6 חודשים,85036,4.7,2,0.1,13,0.9,30,0.4,338,1.3
זכר,20-29,שנה,193551,5.3,5,0.1,24,0.9,93,0.7,690,1.5
נקבה,20-29,מתחילת קורונה,376702,8.3,22,0.2,60,0.9,279,0.9,5305,6.2
נקבה,20-29,חודש אחרון,15394,6.2,0,0,4,1.5,8,0.4,300,4.1
נקבה,20-29,3 חודשים,30522,6.2,0,0,4,0.9,9,0.4,475,4.4
נקבה,20-29,6 חודשים,129267,7.1,4,0.2,13,0.9,24,0.3,1291,4.9
נקבה,20-29,שנה,291431,7.9,9,0.2,23,0.9,104,0.7,2850,6.3
זכר,30-39,מתחילת קורונה,265076,5.9,53,0.5,106,1.7,639,2.1,2321,2.7
זכר,30-39,חודש אחרון,14610,5.9,0,0,2,0.7,9,0.5,116,1.6
זכר,30-39,3 חודשים,27841,5.7,0,0,5,1.2,12,0.5,168,1.5
זכר,30-39,6 חודשים,106133,5.8,8,0.3,27,1.9,60,0.8,452,1.7
זכר,30-39,שנה,210996,5.8,24,0.5,50,1.9,226,1.6,1014,2.2
נקבה,30-39,חודש אחרון,19507,7.8,1,0.3,3,1.1,4,0.2,318,4.3
נקבה,30-39,3 חודשים,38262,7.8,1,0.2,6,1.4,8,0.3,488,4.5
נקבה,30-39,מתחילת קורונה,383026,8.5,39,0.3,109,1.7,596,1.9,5374,6.3
נקבה,30-39,6 חודשים,157708,8.7,7,0.3,18,1.3,47,0.6,1388,5.3
נקבה,30-39,שנה,318785,8.7,16,0.3,39,1.5,217,1.5,2990,6.6
זכר,40-49,מתחילת קורונה,239589,5.3,124,1.1,267,4.2,1427,4.6,3677,4.3
זכר,40-49,חודש אחרון,13640,5.5,2,0.5,6,2.2,24,1.3,148,2
זכר,40-49,3 חודשים,27012,5.5,4,0.7,10,2.3,34,1.3,221,2
זכר,40-49,6 חודשים,100389,5.5,17,0.7,38,2.6,123,1.7,560,2.1
זכר,40-49,שנה,194013,5.3,54,1.1,105,4,480,3.4,1380,3.1
נקבה,40-49,חודש אחרון,19322,7.8,3,0.8,2,0.7,15,0.8,151,2
נקבה,40-49,3 חודשים,39681,8.1,4,0.7,6,1.4,21,0.8,230,2.1
נקבה,40-49,מתחילת קורונה,343698,7.6,79,0.7,141,2.2,980,3.2,3655,4.3
נקבה,40-49,6 חודשים,150735,8.3,9,0.4,16,1.1,74,1,641,2.4
נקבה,40-49,שנה,287684,7.8,24,0.5,52,2,342,2.4,1546,3.4
זכר,50-59,חודש אחרון,12313,4.9,2,0.5,10,3.7,47,2.6,256,3.5
זכר,50-59,3 חודשים,24247,4.9,10,1.7,21,4.9,66,2.6,384,3.5
זכר,50-59,מתחילת קורונה,167301,3.7,393,3.5,554,8.7,2281,7.3,5083,6
זכר,50-59,6 חודשים,73997,4.1,55,2.2,91,6.3,273,3.8,1038,3.9
זכר,50-59,שנה,133566,3.6,140,2.9,194,7.4,757,5.4,1996,4.4
נקבה,50-59,מתחילת קורונה,239778,5.3,201,1.8,259,4.1,1611,5.2,4038,4.7
נקבה,50-59,חודש אחרון,19107,7.7,2,0.5,5,1.8,36,2,180,2.4
נקבה,50-59,3 חודשים,38242,7.8,3,0.5,8,1.9,52,2,280,2.6
נקבה,50-59,6 חודשים,115893,6.4,30,1.2,46,3.2,185,2.5,753,2.9
נקבה,50-59,שנה,199812,5.4,76,1.6,111,4.2,562,4,1626,3.6
זכר,60-69,מתחילת קורונה,127829,2.8,1025,9,971,15.3,3443,11.1,7066,8.3
זכר,60-69,חודש אחרון,14282,5.7,20,5.4,35,12.9,141,7.8,530,7.2
זכר,60-69,3 חודשים,27277,5.5,32,5.6,61,14.3,214,8.4,818,7.5
זכר,60-69,6 חודשים,63620,3.5,160,6.4,182,12.7,613,8.4,1959,7.4
זכר,60-69,שנה,104406,2.8,379,7.8,333,12.6,1331,9.4,3260,7.2
נקבה,60-69,חודש אחרון,20145,8.1,3,0.8,20,7.4,83,4.6,391,5.3
נקבה,60-69,3 חודשים,39881,8.1,10,1.7,32,7.5,127,5,607,5.6
נקבה,60-69,מתחילת קורונה,172197,3.8,562,5,525,8.3,2325,7.5,5212,6.1
נקבה,60-69,6 חודשים,94364,5.2,88,3.5,97,6.8,437,6,1441,5.5
נקבה,60-69,שנה,147400,4,257,5.3,226,8.6,974,6.9,2486,5.5
זכר,70-79,מתחילת קורונה,83162,1.8,1708,15.1,1085,17.1,3963,12.7,7918,9.3
זכר,70-79,חודש אחרון,13262,5.3,44,12,51,18.8,242,13.5,865,11.7
זכר,70-79,3 חודשים,26041,5.3,79,13.7,87,20.3,349,13.6,1292,11.8
זכר,70-79,6 חודשים,49253,2.7,346,13.8,248,17.3,1021,14,2855,10.8
זכר,70-79,שנה,71378,1.9,673,13.8,425,16.1,1827,12.9,4329,9.6
נקבה,70-79,חודש אחרון,16845,6.8,36,9.8,34,12.5,208,11.6,741,10
נקבה,70-79,3 חודשים,32994,6.7,58,10.1,48,11.2,287,11.2,1066,9.8
נקבה,70-79,מתחילת קורונה,101105,2.2,1085,9.6,617,9.7,3023,9.7,6485,7.6
נקבה,70-79,6 חודשים,62612,3.4,242,9.6,151,10.5,788,10.8,2368,9
נקבה,70-79,שנה,88496,2.4,482,9.9,275,10.4,1426,10.1,3604,8
זכר,80-89,מתחילת קורונה,32439,0.7,1992,17.6,684,10.8,3414,11,6674,7.8
זכר,80-89,חודש אחרון,5742,2.3,66,18,38,14,298,16.6,892,12.1
זכר,80-89,3 חודשים,10536,2.1,97,16.8,57,13.3,422,16.5,1305,12
זכר,80-89,6 חודשים,19093,1.1,490,19.5,194,13.5,1156,15.9,2865,10.9
זכר,80-89,שנה,27181,0.7,866,17.8,305,11.6,1876,13.3,4171,9.2
נקבה,80-89,מתחילת קורונה,44642,1,1841,16.2,508,8,3520,11.3,7199,8.5
נקבה,80-89,חודש אחרון,8201,3.3,73,19.9,30,11.1,310,17.2,968,13.1
נקבה,80-89,3 חודשים,14139,2.9,108,18.8,36,8.4,432,16.9,1349,12.4
נקבה,80-89,6 חודשים,26045,1.4,452,18,151,10.5,1131,15.6,2956,11.2
נקבה,80-89,שנה,37188,1,841,17.3,250,9.5,1930,13.7,4392,9.7
זכר,90+,מתחילת קורונה,6888,0.2,940,8.3,159,2.5,1187,3.8,2203,2.6
זכר,90+,חודש אחרון,1177,0.5,51,13.9,12,4.4,127,7.1,312,4.2
זכר,90+,3 חודשים,1989,0.4,75,13,19,4.4,187,7.3,448,4.1
זכר,90+,6 חודשים,3797,0.2,278,11.1,54,3.8,496,6.8,1025,3.9
זכר,90+,שנה,5571,0.2,447,9.2,78,3,705,5,1418,3.1
נקבה,90+,מתחילת קורונה,13375,0.3,1228,10.8,154,2.4,1791,5.8,3333,3.9
נקבה,90+,חודש אחרון,2315,0.9,64,17.4,13,4.8,224,12.5,478,6.5
נקבה,90+,3 חודשים,3868,0.8,94,16.3,18,4.2,306,12,679,6.2
נקבה,90+,6 חודשים,7094,0.4,317,12.6,55,3.8,696,9.6,1469,5.6
נקבה,90+,שנה,10508,0.3,560,11.5,80,3,1061,7.5,2070,4.6
