section,male,female,period
0-9,"{'amount': 348300, 'percentage': 11.1}","{'amount': 274705, 'percentage': 8.7}",שנה
0-9,"{'amount': 281100, 'percentage': 10.5}","{'amount': 214154, 'percentage': 8}",6 חודשים
0-9,"{'amount': 416786, 'percentage': 10.5}","{'amount': 332116, 'percentage': 8.3}",מתחילת קורונה
0-9,"{'amount': 253280, 'percentage': 10.9}","{'amount': 185862, 'percentage': 8}",3 חודשים
0-9,"{'amount': 20272, 'percentage': 6.9}","{'amount': 15948, 'percentage': 5.4}",חודש אחרון
10-19,"{'amount': 321919, 'percentage': 10.2}","{'amount': 313079, 'percentage': 9.9}",שנה
10-19,"{'amount': 272060, 'percentage': 10.2}","{'amount': 262769, 'percentage': 9.8}",6 חודשים
10-19,"{'amount': 233802, 'percentage': 10.1}","{'amount': 215720, 'percentage': 9.3}",3 חודשים
10-19,"{'amount': 17550, 'percentage': 6}","{'amount': 17672, 'percentage': 6}",חודש אחרון
10-19,"{'amount': 418422, 'percentage': 10.5}","{'amount': 397018, 'percentage': 10}",מתחילת קורונה
20-29,"{'amount': 172365, 'percentage': 5.5}","{'amount': 257509, 'percentage': 8.2}",שנה
20-29,"{'amount': 143531, 'percentage': 5.4}","{'amount': 220917, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 17046, 'percentage': 5.8}","{'amount': 24418, 'percentage': 8.3}",חודש אחרון
20-29,"{'amount': 243419, 'percentage': 6.1}","{'amount': 340666, 'percentage': 8.6}",מתחילת קורונה
20-29,"{'amount': 119446, 'percentage': 5.1}","{'amount': 186322, 'percentage': 8}",3 חודשים
30-39,"{'amount': 182433, 'percentage': 5.8}","{'amount': 276546, 'percentage': 8.8}",שנה
30-39,"{'amount': 154530, 'percentage': 5.8}","{'amount': 237657, 'percentage': 8.9}",6 חודשים
30-39,"{'amount': 235259, 'percentage': 5.9}","{'amount': 338486, 'percentage': 8.5}",מתחילת קורונה
30-39,"{'amount': 134652, 'percentage': 5.8}","{'amount': 208652, 'percentage': 9}",3 חודשים
30-39,"{'amount': 20044, 'percentage': 6.8}","{'amount': 26667, 'percentage': 9.1}",חודש אחרון
40-49,"{'amount': 166296, 'percentage': 5.3}","{'amount': 244386, 'percentage': 7.8}",שנה
40-49,"{'amount': 143714, 'percentage': 5.4}","{'amount': 215805, 'percentage': 8.1}",6 חודשים
40-49,"{'amount': 210447, 'percentage': 5.3}","{'amount': 298150, 'percentage': 7.5}",מתחילת קורונה
40-49,"{'amount': 125537, 'percentage': 5.4}","{'amount': 189322, 'percentage': 8.2}",3 חודשים
40-49,"{'amount': 18145, 'percentage': 6.2}","{'amount': 25978, 'percentage': 8.9}",חודש אחרון
50-59,"{'amount': 108161, 'percentage': 3.4}","{'amount': 158147, 'percentage': 5}",שנה
50-59,"{'amount': 95480, 'percentage': 3.6}","{'amount': 142201, 'percentage': 5.3}",6 חודשים
50-59,"{'amount': 83930, 'percentage': 3.6}","{'amount': 126665, 'percentage': 5.5}",3 חודשים
50-59,"{'amount': 13566, 'percentage': 4.6}","{'amount': 21081, 'percentage': 7.2}",חודש אחרון
50-59,"{'amount': 140944, 'percentage': 3.5}","{'amount': 196727, 'percentage': 4.9}",מתחילת קורונה
60-69,"{'amount': 75254, 'percentage': 2.4}","{'amount': 104414, 'percentage': 3.3}",שנה
60-69,"{'amount': 67104, 'percentage': 2.5}","{'amount': 94671, 'percentage': 3.5}",6 חודשים
60-69,"{'amount': 58582, 'percentage': 2.5}","{'amount': 84134, 'percentage': 3.6}",3 חודשים
60-69,"{'amount': 11442, 'percentage': 3.9}","{'amount': 17033, 'percentage': 5.8}",חודש אחרון
60-69,"{'amount': 97652, 'percentage': 2.5}","{'amount': 128079, 'percentage': 3.2}",מתחילת קורונה
70-79,"{'amount': 43383, 'percentage': 1.4}","{'amount': 53273, 'percentage': 1.7}",שנה
70-79,"{'amount': 39002, 'percentage': 1.5}","{'amount': 48017, 'percentage': 1.8}",6 חודשים
70-79,"{'amount': 34099, 'percentage': 1.5}","{'amount': 42706, 'percentage': 1.8}",3 חודשים
70-79,"{'amount': 8284, 'percentage': 2.8}","{'amount': 10345, 'percentage': 3.5}",חודש אחרון
70-79,"{'amount': 54505, 'percentage': 1.4}","{'amount': 65212, 'percentage': 1.6}",מתחילת קורונה
80-89,"{'amount': 15744, 'percentage': 0.5}","{'amount': 22177, 'percentage': 0.7}",שנה
80-89,"{'amount': 13766, 'percentage': 0.5}","{'amount': 19516, 'percentage': 0.7}",6 חודשים
80-89,"{'amount': 12346, 'percentage': 0.5}","{'amount': 17626, 'percentage': 0.8}",3 חודשים
80-89,"{'amount': 2882, 'percentage': 1}","{'amount': 3740, 'percentage': 1.3}",חודש אחרון
80-89,"{'amount': 20738, 'percentage': 0.5}","{'amount': 29382, 'percentage': 0.7}",מתחילת קורונה
90+,"{'amount': 3351, 'percentage': 0.1}","{'amount': 6401, 'percentage': 0.2}",שנה
90+,"{'amount': 2921, 'percentage': 0.1}","{'amount': 5579, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 506, 'percentage': 0.2}","{'amount': 917, 'percentage': 0.3}",חודש אחרון
90+,"{'amount': 4632, 'percentage': 0.1}","{'amount': 9170, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 2607, 'percentage': 0.1}","{'amount': 5067, 'percentage': 0.2}",3 חודשים
