section,female,male,period
0-9,"{'amount': 39, 'percentage': 0.6}","{'amount': 59, 'percentage': 0.9}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0.2}","{'amount': 15, 'percentage': 1.8}",חודש אחרון
0-9,"{'amount': 70, 'percentage': 0.2}","{'amount': 112, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 32, 'percentage': 0.5}","{'amount': 50, 'percentage': 0.8}",3 חודשים
0-9,"{'amount': 54, 'percentage': 0.5}","{'amount': 82, 'percentage': 0.7}",שנה
10-19,"{'amount': 35, 'percentage': 0.3}","{'amount': 43, 'percentage': 0.4}",שנה
10-19,"{'amount': 3, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
10-19,"{'amount': 18, 'percentage': 0.3}","{'amount': 27, 'percentage': 0.4}",6 חודשים
10-19,"{'amount': 13, 'percentage': 0.2}","{'amount': 23, 'percentage': 0.4}",3 חודשים
10-19,"{'amount': 77, 'percentage': 0.3}","{'amount': 78, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 37, 'percentage': 0.5}","{'amount': 43, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 18, 'percentage': 0.3}","{'amount': 32, 'percentage': 0.5}",3 חודשים
20-29,"{'amount': 271, 'percentage': 1}","{'amount': 238, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 2, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
20-29,"{'amount': 99, 'percentage': 0.8}","{'amount': 90, 'percentage': 0.8}",שנה
30-39,"{'amount': 80, 'percentage': 1.2}","{'amount': 77, 'percentage': 1.1}",6 חודשים
30-39,"{'amount': 584, 'percentage': 2.1}","{'amount': 627, 'percentage': 2.2}",מתחילת קורונה
30-39,"{'amount': 52, 'percentage': 0.9}","{'amount': 55, 'percentage': 0.9}",3 חודשים
30-39,"{'amount': 9, 'percentage': 1.1}","{'amount': 11, 'percentage': 1.4}",חודש אחרון
30-39,"{'amount': 230, 'percentage': 1.9}","{'amount': 216, 'percentage': 1.8}",שנה
40-49,"{'amount': 954, 'percentage': 3.4}","{'amount': 1400, 'percentage': 4.9}",מתחילת קורונה
40-49,"{'amount': 72, 'percentage': 1.2}","{'amount': 116, 'percentage': 1.9}",3 חודשים
40-49,"{'amount': 5, 'percentage': 0.6}","{'amount': 10, 'percentage': 1.2}",חודש אחרון
40-49,"{'amount': 333, 'percentage': 2.8}","{'amount': 473, 'percentage': 4}",שנה
40-49,"{'amount': 111, 'percentage': 1.6}","{'amount': 159, 'percentage': 2.3}",6 חודשים
50-59,"{'amount': 1553, 'percentage': 5.5}","{'amount': 2213, 'percentage': 7.8}",מתחילת קורונה
50-59,"{'amount': 531, 'percentage': 4.5}","{'amount': 710, 'percentage': 6}",שנה
50-59,"{'amount': 17, 'percentage': 2.1}","{'amount': 26, 'percentage': 3.2}",חודש אחרון
50-59,"{'amount': 234, 'percentage': 3.4}","{'amount': 334, 'percentage': 4.9}",6 חודשים
50-59,"{'amount': 173, 'percentage': 2.9}","{'amount': 266, 'percentage': 4.4}",3 חודשים
60-69,"{'amount': 2179, 'percentage': 7.7}","{'amount': 3242, 'percentage': 11.4}",מתחילת קורונה
60-69,"{'amount': 43, 'percentage': 5.3}","{'amount': 66, 'percentage': 8.1}",חודש אחרון
60-69,"{'amount': 878, 'percentage': 7.4}","{'amount': 1162, 'percentage': 9.7}",שנה
60-69,"{'amount': 459, 'percentage': 6.7}","{'amount': 626, 'percentage': 9.1}",6 חודשים
60-69,"{'amount': 379, 'percentage': 6.3}","{'amount': 524, 'percentage': 8.7}",3 חודשים
70-79,"{'amount': 2731, 'percentage': 9.6}","{'amount': 3603, 'percentage': 12.7}",מתחילת קורונה
70-79,"{'amount': 1200, 'percentage': 10.1}","{'amount': 1506, 'percentage': 12.6}",שנה
70-79,"{'amount': 79, 'percentage': 9.7}","{'amount': 124, 'percentage': 15.3}",חודש אחרון
70-79,"{'amount': 720, 'percentage': 10.5}","{'amount': 931, 'percentage': 13.5}",6 חודשים
70-79,"{'amount': 629, 'percentage': 10.5}","{'amount': 845, 'percentage': 14.1}",3 חודשים
80-89,"{'amount': 128, 'percentage': 15.8}","{'amount': 141, 'percentage': 17.4}",חודש אחרון
80-89,"{'amount': 3092, 'percentage': 10.9}","{'amount': 2977, 'percentage': 10.5}",מתחילת קורונה
80-89,"{'amount': 1527, 'percentage': 12.8}","{'amount': 1482, 'percentage': 12.4}",שנה
80-89,"{'amount': 1023, 'percentage': 14.9}","{'amount': 987, 'percentage': 14.3}",6 חודשים
80-89,"{'amount': 945, 'percentage': 15.7}","{'amount': 915, 'percentage': 15.2}",3 חודשים
90+,"{'amount': 66, 'percentage': 8.1}","{'amount': 62, 'percentage': 7.6}",חודש אחרון
90+,"{'amount': 760, 'percentage': 6.4}","{'amount': 516, 'percentage': 4.3}",שנה
90+,"{'amount': 518, 'percentage': 7.5}","{'amount': 399, 'percentage': 5.8}",6 חודשים
90+,"{'amount': 480, 'percentage': 8}","{'amount': 384, 'percentage': 6.4}",3 חודשים
90+,"{'amount': 1470, 'percentage': 5.2}","{'amount': 989, 'percentage': 3.5}",מתחילת קורונה
