city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,130600,272,105,23954,3
תל אביב - יפו,26365,96,41,19321,2
אשדוד,25606,66,38,6618,3
באר שבע,15140,52,33,7072,3
רהט,4988,49,18,670,7
נתניה,17000,44,21,7468,2
אשקלון,11867,40,30,4577,3
חיפה,16651,38,  6-10  ,7664,1
פתח תקווה,21653,36,17,7916,1
טייבה,4586,34,24,882,8
נצרת,9040,33,  6-10  ,1122,4
בית שמש,20261,28,21,2427,2
אום אל-פחם,6162,27,18,499,5
חולון,14653,27, 11-14 ,4571,1
בני ברק,48235,24, 11-14 ,2666,1
ראשון לציון,14876,24,15,7476,1
מגאר,2118,23, 11-14 ,836,10
לקיה,800,22, 11-14 ,169,14
בוקעאתא,983,22,15,588,33
תל שבע,581,19,  6-10  ,225,9
לוד,8638,18,  6-10  ,8111,2
רמת גן,7902,18,  6-10  ,18545,1
בת ים,9678,18,  6-10  ,3644,1
אורנית,366,17, 11-14 ,987,19
מודיעין-מכבים-רעות,4829,15, 11-14 ,4093,2
הרצליה,4244,15,  6-10  ,3653,2
כפר סבא,4093,15,  6-10  ,3963,2
בנימינה-גבעת עדה,602, קטן מ-15 ,  1-5  ,322,1
ג'ש (גוש חלב),298, קטן מ-15 ,  1-5  ,46,10
דייר אל-אסד,1378, קטן מ-15 ,  1-5  ,127,1
אור עקיבא,1645, קטן מ-15 ,  1-5  ,479,2
דאלית אל-כרמל,2306, קטן מ-15 ,  1-5  ,185,1
ג'ולס,669, קטן מ-15 ,  1-5  ,37,2
ירכא,2129, קטן מ-15 ,  0  ,139,2
כפר כנא,2441, קטן מ-15 ,  1-5  ,226,3
מסעדה,417, קטן מ-15 ,  0  ,43,2
עראבה,2323, קטן מ-15 ,  6-10  ,337,4
עספיא,1404, קטן מ-15 ,  0  ,130,2
קצרין,298, קטן מ-15 ,  0  ,121,1
ראמה,946, קטן מ-15 ,  1-5  ,237,2
אופקים,4307, קטן מ-15 ,  1-5  ,811,2
מג'ד אל-כרום,2203, קטן מ-15 ,  1-5  ,173,1
נתיבות,7027, קטן מ-15 ,  1-5  ,750,1
ניצן,229, קטן מ-15 ,  1-5  ,93,8
אבו גוש,1282, קטן מ-15 ,  1-5  ,524,17
פקיעין (בוקייעה),1008, קטן מ-15 ,  0  ,97,3
עלי,391, קטן מ-15 ,  1-5  ,1050,5
אריאל,1041, קטן מ-15 ,  1-5  ,613,1
שילה,406, קטן מ-15 ,  1-5  ,257,4
ג'סר א-זרקא,980, קטן מ-15 ,  1-5  ,319,1
גבעת שמואל,1726, קטן מ-15 ,  6-10  ,1178,4
קרית גת,7312, קטן מ-15 ,  0  ,1327,1
ראש פינה,154, קטן מ-15 ,  1-5  ,91,3
גדרה,1825, קטן מ-15 ,  0  ,938,0
יבנאל,312, קטן מ-15 ,  0  ,85,2
תל מונד,494, קטן מ-15 ,  1-5  ,441,1
כפר יונה,1424, קטן מ-15 ,  0  ,719,1
נשר,999, קטן מ-15 ,  0  ,590,1
אבו סנאן,1349, קטן מ-15 ,  6-10  ,2560,9
דייר חנא,1473, קטן מ-15 ,  1-5  ,124,2
כאבול,1300, קטן מ-15 ,  1-5  ,179,2
אבו תלול,27, קטן מ-15 ,  0  ,20,5
כפר מנדא,1688, קטן מ-15 ,  6-10  ,199,4
נס ציונה,2471, קטן מ-15 ,  1-5  ,1914,1
מזרעה,305, קטן מ-15 ,  0  ,43,5
מעיליא,268, קטן מ-15 ,  0  ,101,3
רמלה,9522, קטן מ-15 ,  1-5  ,2355,1
עיילבון,605, קטן מ-15 ,  1-5  ,110,2
עין מאהל,1652, קטן מ-15 ,  0  ,124,4
