name,value
פסיכולוגיה,5
פראמדיקים,7
קלינאות תקשורת,13
פיזיותרפיה,15
שירות סוציאלי,16
ריפוי בעיסוק,19
מעבדה,26
רוקחות,34
מערך לוגיסטי,57
חובשי רפואת חירום,89
כוח עזר,103
מינהל ומשק,489
סקטורים אחרים,830
