name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,91.7088623046875,172
אוגוסטה ויקטוריה,,,0
שמיר,,78.33894348144531,31
וולפסון,,78.33089447021484,44
זיו צפת,,66.57060241699219,11
הלל יפה,,90.87378692626953,36
נהריה,,,0
ברזילי,,,0
פוריה,,72.39436340332031,23
סוראסקי,,,0
בני ציון,,84.75750732421875,18
רבין ק. בילינסון,,84.14779663085938,44
סורוקה,,74.2540512084961,51
מאיר,,80.71979522705078,51
קפלן,,88.16254425048828,24
"רמב""ם",,85.9631118774414,54
הכרמל,,82.82208251953125,9
רבין ק. השרון,,73.44398498535156,27
הדסה עין כרם,,98.28042602539062,45
הסקוטי,,,0
המשפחה הקדושה,,,0
שערי צדק,,104.8602676391602,28
אל מקאסד,,,0
לניאדו,,115.0417861938477,38
מעייני הישועה,,,0
אסותא אשדוד,,,0
שניידר,,,0
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
המרכזי בעמק,,70.84690856933594,39
