name,value
פראמדיקים,0
חובשי רפואת חירום,0
שירות סוציאלי,9
פסיכולוגיה,10
קלינאות תקשורת,10
ריפוי בעיסוק,17
פיזיותרפיה,22
מערך לוגיסטי,24
מעבדה,32
רוקחות,37
כוח עזר,73
סקטורים אחרים,182
מינהל ומשק,423
