section,female,male,period
0-9,"{'amount': 1, 'percentage': 2.6}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 22, 'percentage': 0.1}",שנה
0-9,"{'amount': 14, 'percentage': 0.2}","{'amount': 13, 'percentage': 0.1}",6 חודשים
0-9,"{'amount': 4, 'percentage': 0.4}","{'amount': 3, 'percentage': 0.3}",3 חודשים
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 24, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 45, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.2}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 2.6}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 26, 'percentage': 0.3}","{'amount': 12, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 27, 'percentage': 0.2}",שנה
20-29,"{'amount': 101, 'percentage': 1.1}","{'amount': 95, 'percentage': 1.1}",6 חודשים
20-29,"{'amount': 13, 'percentage': 1.4}","{'amount': 15, 'percentage': 1.6}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 158, 'percentage': 0.9}","{'amount': 141, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 155, 'percentage': 1}","{'amount': 138, 'percentage': 0.8}",שנה
30-39,"{'amount': 339, 'percentage': 2.1}","{'amount': 405, 'percentage': 2.5}",שנה
30-39,"{'amount': 232, 'percentage': 2.6}","{'amount': 251, 'percentage': 2.8}",6 חודשים
30-39,"{'amount': 40, 'percentage': 4.3}","{'amount': 21, 'percentage': 2.2}",3 חודשים
30-39,"{'amount': 2, 'percentage': 5.1}","{'amount': 2, 'percentage': 5.1}",חודש אחרון
30-39,"{'amount': 347, 'percentage': 2.1}","{'amount': 417, 'percentage': 2.5}",מתחילת קורונה
40-49,"{'amount': 563, 'percentage': 3.5}","{'amount': 922, 'percentage': 5.7}",שנה
40-49,"{'amount': 356, 'percentage': 4}","{'amount': 559, 'percentage': 6.2}",6 חודשים
40-49,"{'amount': 46, 'percentage': 4.9}","{'amount': 61, 'percentage': 6.5}",3 חודשים
40-49,"{'amount': 1, 'percentage': 2.6}","{'amount': 1, 'percentage': 2.6}",חודש אחרון
40-49,"{'amount': 572, 'percentage': 3.4}","{'amount': 939, 'percentage': 5.6}",מתחילת קורונה
50-59,"{'amount': 541, 'percentage': 6}","{'amount': 840, 'percentage': 9.4}",6 חודשים
50-59,"{'amount': 69, 'percentage': 7.3}","{'amount': 85, 'percentage': 9}",3 חודשים
50-59,"{'amount': 966, 'percentage': 5.9}","{'amount': 1485, 'percentage': 9.1}",שנה
50-59,"{'amount': 974, 'percentage': 5.8}","{'amount': 1533, 'percentage': 9.1}",מתחילת קורונה
50-59,"{'amount': 5, 'percentage': 12.8}","{'amount': 3, 'percentage': 7.7}",חודש אחרון
60-69,"{'amount': 101, 'percentage': 10.7}","{'amount': 90, 'percentage': 9.6}",3 חודשים
60-69,"{'amount': 694, 'percentage': 7.8}","{'amount': 1006, 'percentage': 11.2}",6 חודשים
60-69,"{'amount': 5, 'percentage': 12.8}","{'amount': 3, 'percentage': 7.7}",חודש אחרון
60-69,"{'amount': 1295, 'percentage': 7.7}","{'amount': 2121, 'percentage': 12.6}",מתחילת קורונה
60-69,"{'amount': 1275, 'percentage': 7.8}","{'amount': 2056, 'percentage': 12.6}",שנה
70-79,"{'amount': 3, 'percentage': 7.7}","{'amount': 4, 'percentage': 10.3}",חודש אחרון
70-79,"{'amount': 95, 'percentage': 10.1}","{'amount': 91, 'percentage': 9.7}",3 חודשים
70-79,"{'amount': 843, 'percentage': 9.4}","{'amount': 1051, 'percentage': 11.7}",6 חודשים
70-79,"{'amount': 1495, 'percentage': 9.2}","{'amount': 2124, 'percentage': 13}",שנה
70-79,"{'amount': 1533, 'percentage': 9.1}","{'amount': 2210, 'percentage': 13.2}",מתחילת קורונה
80-89,"{'amount': 83, 'percentage': 8.8}","{'amount': 68, 'percentage': 7.2}",3 חודשים
80-89,"{'amount': 1537, 'percentage': 9.4}","{'amount': 1514, 'percentage': 9.3}",שנה
80-89,"{'amount': 864, 'percentage': 9.7}","{'amount': 794, 'percentage': 8.9}",6 חודשים
80-89,"{'amount': 1, 'percentage': 2.6}","{'amount': 4, 'percentage': 10.3}",חודש אחרון
80-89,"{'amount': 1595, 'percentage': 9.5}","{'amount': 1571, 'percentage': 9.4}",מתחילת קורונה
90+,"{'amount': 756, 'percentage': 4.5}","{'amount': 507, 'percentage': 3}",מתחילת קורונה
90+,"{'amount': 2, 'percentage': 5.1}","{'amount': 1, 'percentage': 2.6}",חודש אחרון
90+,"{'amount': 30, 'percentage': 3.2}","{'amount': 20, 'percentage': 2.1}",3 חודשים
90+,"{'amount': 369, 'percentage': 4.1}","{'amount': 286, 'percentage': 3.2}",6 חודשים
90+,"{'amount': 720, 'percentage': 4.4}","{'amount': 478, 'percentage': 2.9}",שנה
