age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,379870,325530,1538337,24.7,21.2
20-29,1010990,931584,1300361,77.7,71.6
30-39,977922,917545,1197026,81.7,76.7
40-49,936399,883611,1098556,85.2,80.4
50-59,762005,719981,849966,89.7,84.7
60-69,671061,642745,741639,90.5,86.7
70-79,483248,468488,490784,98.5,95.5
80-89,216698,210039,225538,96.1,93.1
90+,51092,48835,51496,99.2,94.8
