date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1718,0.006402793946449359,5632,-231,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1718,0.005820721769499418,7857,-228,0
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1718,0.006984866123399301,7012,-230,0
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1718,0.007566938300349243,7012,-230,0
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1718,0.009313154831199068,5177,-229,0
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1718,0.01164144353899884,4861,-229,0
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1718,0.01513387660069849,7330,-227,0
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1718,0.02270081490104773,6205,-236,0
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1718,0.03434225844004657,6021,-223,0
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1718,0.04714784633294528,5981,-226,0
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1718,0.059953434225844,5983,-224,0
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1718,0.07159487776484284,4121,-211,0
2020-03-14T00:00:00.000Z,20,161,160,6,4,151,4,0,1718,0.09371362048894064,3692,-220,0
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1718,0.1175785797438883,5489,-221,0
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1718,0.1286379511059372,4757,-163,0
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1718,0.1490104772991851,4338,-114,0
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1718,0.1781140861466822,3920,-14,0
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1718,0.1717112922002328,4053,117,0
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1718,0.1682188591385332,3207,292,0
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1718,0.1612339930151339,2905,475,0
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1718,0.1885913853317811,4523,690,0
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1718,0.2048894062863795,4053,1011,0
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1718,0.229918509895227,3963,1402,0
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1718,0.240395809080326,3666,1759,0
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1718,0.270081490104773,3925,2243,0
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1718,0.29976717112922,3267,2606,0
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1718,0.2986030267753201,2834,3044,0
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1718,0.3166472642607683,4289,3508,0
2020-03-30T00:00:00.000Z,121,619,570,87,105,427,54,1,1718,0.360302677532014,3886,3960,0
2020-03-31T00:00:00.000Z,111,668,628,97,115,456,64,4,1718,0.3888242142025611,4005,4568,0
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1718,0.4476135040745052,4088,4406,689
2020-04-02T00:00:00.000Z,115,813,728,113,145,555,79,10,1718,0.4732246798603027,4284,4988,720
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,1718,0.4679860302677532,3494,5499,717
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,1718,0.4604190919674039,3155,5825,718
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,107,6,1718,0.4813736903376019,4495,6323,693
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,1718,0.4738067520372526,4088,6599,796
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,1718,0.4353899883585565,4313,6851,819
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,1718,0.4045401629802096,3511,7021,859
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,1718,0.3870779976717113,3363,7136,944
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,1718,0.389988358556461,4086,7257,1002
