name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.17721557617188,7
אוגוסטה ויקטוריה,,,0
שמיר,,77.21661376953125,0
וולפסון,,74.37774658203125,0
הלל יפה,,,0
נהריה,,,0
ברזילי,,,0
פוריה,,75.77465057373047,0
סוראסקי,,,0
בני ציון,,,0
רבין ק. בילינסון,,,0
סורוקה,,75.27706909179688,1
מאיר,,89.46015167236328,3
קפלן,,,0
המרכזי בעמק,,78.01303100585938,5
"רמב""ם",,93.13524627685547,1
הדסה עין כרם,,97.61904907226562,5
הסקוטי,,,0
שערי צדק,,110.449577331543,1
מעייני הישועה,,,0
אסותא אשדוד,,,0
המשפחה הקדושה,,,0
רבין ק. השרון,,,0
יוספטל,,44.61538314819336,3
לניאדו,,,0
סנט וינסנט,,,0
זיו צפת,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
הכרמל,,78.73210906982422,2
