section,female,male,period,order_period
0-9,"{'amount': 6928, 'percentage': 16.9}","{'amount': 6736, 'percentage': 16.5}",חודש אחרון,5
0-9,"{'amount': 109999, 'percentage': 11}","{'amount': 112194, 'percentage': 11.2}",שנה,2
0-9,"{'amount': 65376, 'percentage': 13.6}","{'amount': 65650, 'percentage': 13.6}",6 חודשים,3
0-9,"{'amount': 61116, 'percentage': 13.9}","{'amount': 61416, 'percentage': 13.9}",3 חודשים,4
0-9,"{'amount': 127089, 'percentage': 9.7}","{'amount': 129681, 'percentage': 9.9}",מתחילת קורונה,1
10-19,"{'amount': 143189, 'percentage': 10.9}","{'amount': 139343, 'percentage': 10.6}",מתחילת קורונה,1
10-19,"{'amount': 5565, 'percentage': 13.6}","{'amount': 4565, 'percentage': 11.2}",חודש אחרון,5
10-19,"{'amount': 50303, 'percentage': 11.4}","{'amount': 43559, 'percentage': 9.9}",3 חודשים,4
10-19,"{'amount': 54634, 'percentage': 11.3}","{'amount': 47477, 'percentage': 9.9}",6 חודשים,3
10-19,"{'amount': 114053, 'percentage': 11.4}","{'amount': 101253, 'percentage': 10.1}",שנה,2
20-29,"{'amount': 37793, 'percentage': 7.8}","{'amount': 28267, 'percentage': 5.9}",6 חודשים,3
20-29,"{'amount': 35381, 'percentage': 8}","{'amount': 26260, 'percentage': 6}",3 חודשים,4
20-29,"{'amount': 2916, 'percentage': 7.1}","{'amount': 1684, 'percentage': 4.1}",חודש אחרון,5
20-29,"{'amount': 120435, 'percentage': 9.2}","{'amount': 100124, 'percentage': 7.6}",מתחילת קורונה,1
20-29,"{'amount': 89932, 'percentage': 9}","{'amount': 69322, 'percentage': 6.9}",שנה,2
30-39,"{'amount': 79396, 'percentage': 7.9}","{'amount': 61143, 'percentage': 6.1}",שנה,2
30-39,"{'amount': 39889, 'percentage': 8.3}","{'amount': 28062, 'percentage': 5.8}",6 חודשים,3
30-39,"{'amount': 36952, 'percentage': 8.4}","{'amount': 25806, 'percentage': 5.9}",3 חודשים,4
30-39,"{'amount': 3279, 'percentage': 8}","{'amount': 1884, 'percentage': 4.6}",חודש אחרון,5
30-39,"{'amount': 100980, 'percentage': 7.7}","{'amount': 81870, 'percentage': 6.2}",מתחילת קורונה,1
40-49,"{'amount': 61804, 'percentage': 6.2}","{'amount': 49813, 'percentage': 5}",שנה,2
40-49,"{'amount': 29150, 'percentage': 6.1}","{'amount': 22792, 'percentage': 4.7}",6 חודשים,3
40-49,"{'amount': 26319, 'percentage': 6}","{'amount': 20506, 'percentage': 4.7}",3 חודשים,4
40-49,"{'amount': 2133, 'percentage': 5.2}","{'amount': 1492, 'percentage': 3.6}",חודש אחרון,5
40-49,"{'amount': 82007, 'percentage': 6.3}","{'amount': 67888, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 16210, 'percentage': 3.4}","{'amount': 12696, 'percentage': 2.6}",6 חודשים,3
50-59,"{'amount': 14338, 'percentage': 3.3}","{'amount': 11142, 'percentage': 2.5}",3 חודשים,4
50-59,"{'amount': 38696, 'percentage': 3.9}","{'amount': 32036, 'percentage': 3.2}",שנה,2
50-59,"{'amount': 54067, 'percentage': 4.1}","{'amount': 46181, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 1050, 'percentage': 2.6}","{'amount': 741, 'percentage': 1.8}",חודש אחרון,5
60-69,"{'amount': 8261, 'percentage': 1.9}","{'amount': 6664, 'percentage': 1.5}",3 חודשים,4
60-69,"{'amount': 9907, 'percentage': 2.1}","{'amount': 8151, 'percentage': 1.7}",6 חודשים,3
60-69,"{'amount': 643, 'percentage': 1.6}","{'amount': 424, 'percentage': 1}",חודש אחרון,5
60-69,"{'amount': 33234, 'percentage': 2.5}","{'amount': 30904, 'percentage': 2.4}",מתחילת קורונה,1
60-69,"{'amount': 23625, 'percentage': 2.4}","{'amount': 20556, 'percentage': 2.1}",שנה,2
70-79,"{'amount': 304, 'percentage': 0.7}","{'amount': 240, 'percentage': 0.6}",חודש אחרון,5
70-79,"{'amount': 4262, 'percentage': 1}","{'amount': 3510, 'percentage': 0.8}",3 חודשים,4
70-79,"{'amount': 5259, 'percentage': 1.1}","{'amount': 4452, 'percentage': 0.9}",6 חודשים,3
70-79,"{'amount': 12227, 'percentage': 1.2}","{'amount': 10611, 'percentage': 1.1}",שנה,2
70-79,"{'amount': 17037, 'percentage': 1.3}","{'amount': 15711, 'percentage': 1.2}",מתחילת קורונה,1
80-89,"{'amount': 2204, 'percentage': 0.5}","{'amount': 1659, 'percentage': 0.4}",3 חודשים,4
80-89,"{'amount': 6887, 'percentage': 0.7}","{'amount': 4880, 'percentage': 0.5}",שנה,2
80-89,"{'amount': 2638, 'percentage': 0.5}","{'amount': 2037, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 159, 'percentage': 0.4}","{'amount': 109, 'percentage': 0.3}",חודש אחרון,5
80-89,"{'amount': 9737, 'percentage': 0.7}","{'amount': 7101, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 3554, 'percentage': 0.3}","{'amount': 1737, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 36, 'percentage': 0.1}","{'amount': 28, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 649, 'percentage': 0.1}","{'amount': 383, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 804, 'percentage': 0.2}","{'amount': 443, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2357, 'percentage': 0.2}","{'amount': 1210, 'percentage': 0.1}",שנה,2
