priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
month3,אוקראינה,כתום,2,65062,3799,5.84,2021-10-28T00:00:00.000Z
month3,גמייקה,כתום,2,17,1,5.88,2021-10-28T00:00:00.000Z
month3,תוניסיה,כתום,2,120,11,9.17,2021-10-28T00:00:00.000Z
month3,הודו,כתום,2,2353,9,0.38,2021-10-28T00:00:00.000Z
month3,ערב הסעודית,כתום,2,136,0,0,2021-10-28T00:00:00.000Z
month3,עומן,כתום,2,7,0,0,2021-10-28T00:00:00.000Z
month3,טנזניה,כתום,2,2780,33,1.19,2021-10-28T00:00:00.000Z
month3,פורטוגל,צהוב,3,6262,20,0.32,2021-10-28T00:00:00.000Z
month3,בליז,כתום,2,11,1,9.09,2021-10-28T00:00:00.000Z
month3,מלזיה,כתום,2,3,0,0,2021-10-28T00:00:00.000Z
month3,קוסטה ריקה,כתום,2,1809,31,1.71,2021-10-28T00:00:00.000Z
month3,אל סלבדור,כתום,2,29,0,0,2021-10-28T00:00:00.000Z
month3,הולנד,כתום,2,18978,86,0.45,2021-10-28T00:00:00.000Z
month3,ניו זילנד,צהוב,3,56,0,0,2021-10-28T00:00:00.000Z
month3,נפאל,כתום,2,128,1,0.78,2021-10-28T00:00:00.000Z
month3,גרנדה,כתום,2,19,0,0,2021-10-28T00:00:00.000Z
month3,זמביה,כתום,2,132,0,0,2021-10-28T00:00:00.000Z
month3,מולדובה,כתום,2,7786,187,2.4,2021-10-28T00:00:00.000Z
month3,מרטיניק,כתום,2,2,0,0,2021-10-28T00:00:00.000Z
month3,איי פאלקלנד,כתום,2,1,0,0,2021-10-28T00:00:00.000Z
month3,ונצואלה,כתום,2,123,2,1.63,2021-10-28T00:00:00.000Z
month3,פנמה,כתום,2,963,14,1.45,2021-10-28T00:00:00.000Z
month3,רומניה,כתום,2,27375,316,1.15,2021-10-28T00:00:00.000Z
month3,שוויץ,כתום,2,26176,134,0.51,2021-10-28T00:00:00.000Z
month3,איסלנד,כתום,2,4972,37,0.74,2021-10-28T00:00:00.000Z
month3,קנדה,כתום,2,13405,32,0.24,2021-10-28T00:00:00.000Z
