period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,128577,37957,29.52
3_Month,0-9,1120310,470616,42.01
6_Month,0-9,1255126,498239,39.7
1_Year,0-9,1483113,604847,40.78
All,0-9,1677352,712450,42.47
1_Month,10-19,131713,39857,30.26
3_Month,10-19,1017025,509616,50.11
6_Month,10-19,1157253,534201,46.16
1_Year,10-19,1371070,613368,44.74
All,10-19,1589153,758356,47.72
1_Month,20-29,174158,42645,24.49
3_Month,20-29,810317,347693,42.91
6_Month,20-29,980873,359377,36.64
1_Year,20-29,1180154,416851,35.32
All,20-29,1398935,539243,38.55
1_Month,30-39,169880,44874,26.42
3_Month,30-39,799297,370481,46.35
6_Month,30-39,940081,383135,40.76
1_Year,30-39,1117999,441439,39.48
All,30-39,1295041,528491,40.81
1_Month,40-49,166508,42799,25.7
3_Month,40-49,735877,340036,46.21
6_Month,40-49,852711,350138,41.06
1_Year,40-49,997498,395425,39.64
All,40-49,1147407,470347,40.99
1_Month,50-59,148826,32460,21.81
3_Month,50-59,545960,223567,40.95
6_Month,50-59,645609,228955,35.46
1_Year,50-59,756748,254999,33.7
All,50-59,879795,312817,35.56
1_Month,60-69,133054,24458,18.38
3_Month,60-69,442733,149644,33.8
6_Month,60-69,524592,153054,29.18
1_Year,60-69,614407,169662,27.61
All,60-69,712284,208376,29.25
1_Month,70-79,90590,15225,16.81
3_Month,70-79,270986,78927,29.13
6_Month,70-79,323516,80693,24.94
1_Year,70-79,382277,89817,23.5
All,70-79,445857,110335,24.75
1_Month,80-89,38538,5215,13.53
3_Month,80-89,103851,30200,29.08
6_Month,80-89,122690,30865,25.16
1_Year,80-89,149951,35265,23.52
All,80-89,190004,46252,24.34
1_Month,90+,10312,1130,10.96
3_Month,90+,25034,7765,31.02
6_Month,90+,29297,7919,27.03
1_Year,90+,36386,9093,24.99
All,90+,49633,12765,25.72
