cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,27,58.08,8.16,אדום,4649
אבו גוש,קטן מ-15,אין מידע,53,67.41,7.44,כתום,7862
אבו סנאן,קטן מ-15,אין מידע,42,29.36,6.69,כתום,14306
אבן יהודה,42,19.27,218,155.31,9.94,אדום,14036
אום אל-פחם,קטן מ-15,אין מידע,58,10.23,4.9,צהוב,56713
אופקים,56,24.35,230,71.04,9.63,אדום,32378
אור יהודה,80,27.87,287,78.44,9,אדום,36587
אור עקיבא,62,25.31,245,126.18,10,אדום,19417
אורנית,33,27.50,120,133.19,9.34,אדום,9010
אזור,36,24.66,146,110.37,9.93,אדום,13228
אחוזת ברק,15,35.71,42,175.15,10,אדום,2398
אילת,100,25.58,391,74.47,9.18,אדום,52507
אכסאל,קטן מ-15,אין מידע,27,17.95,5.62,צהוב,15039
אלון שבות,קטן מ-15,אין מידע,26,83.57,8.55,אדום,3111
אליכין,קטן מ-15,אין מידע,49,141.37,10,אדום,3466
אלעד,21,29.58,71,14.44,7.68,אדום,49179
אלעזר,קטן מ-15,אין מידע,25,102.12,9.93,אדום,2448
אלפי מנשה,29,27.62,105,131.07,10,אדום,8011
אלקנה,27,27.00,100,252.59,10,אדום,3959
אעבלין,קטן מ-15,אין מידע,19,14.06,4.98,צהוב,13515
אפרת,55,32.16,171,149.74,9.98,אדום,11420
אריאל,37,22.56,164,80.05,9.65,אדום,20488
אשדוד,320,19.49,1642,72.55,9.51,אדום,226329
אשקלון,359,24.05,1493,101.95,10,אדום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,40,13.14,4.81,צהוב,30448
באר יעקב,102,33.12,308,106.88,10,אדום,28818
באר שבע,566,22.49,2517,119.50,10,אדום,210624
בית אל,קטן מ-15,אין מידע,56,94.50,10,אדום,5926
בית אריה,15,31.91,47,87.98,9.76,אדום,5342
בית ג'ן,קטן מ-15,אין מידע,23,18.90,7.11,כתום,12169
בית דגן,קטן מ-15,אין מידע,70,95.92,10,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,30,137.05,9.99,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,36,167.91,9.86,אדום,2144
בית שאן,58,25.11,231,121.71,9.86,אדום,18980
בית שמש,80,24.02,333,25.19,7.93,אדום,132210
ביתר עילית,קטן מ-15,אין מידע,21,3.43,4.94,צהוב,61297
בני ברק,27,14.52,186,8.94,5.47,צהוב,208031
"בני עי""ש",קטן מ-15,אין מידע,38,55.06,9.47,אדום,6902
בנימינה-גבעת עדה,57,26.51,215,134.62,9.81,אדום,15971
בסמת טבעון,קטן מ-15,אין מידע,29,36.25,6.61,כתום,8001
בת חפר,27,27.27,99,187.57,10,אדום,5278
בת ים,191,17.19,1111,86.95,9.15,אדום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,34,15.94,7.26,כתום,21331
ג'לג'וליה,קטן מ-15,אין מידע,20,19.43,6.32,כתום,10295
