name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,100,,0
שניידר,43,,0
סוראסקי,33,,0
סורוקה,23,,0
הכרמל,23,,0
לניאדו,23,,0
שיבא,17,,0
הלל יפה,15,,0
קפלן,13,,0
המרכזי בעמק,13,,0
שמיר,12,,0
ברזילי,11,,0
"רמב""ם",10,,0
נהריה,10,,0
מאיר,10,,0
רבין ק. בילינסון,9,,0
המשפחה הקדושה,9,,0
אסותא אשדוד,9,,0
פוריה,6,,0
בני ציון,5,,0
סנט ג'וזף,5,,0
שערי צדק,5,,0
אוגוסטה ויקטוריה,5,,0
הדסה עין כרם,4,,0
הסקוטי,4,,0
זיו צפת,3,,0
וולפסון,1,,0
הדסה הר הצופים,1,,0
רבין ק. השרון,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
