age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359818,327271,1538337,23.4,21.3
20-29,1006860,928129,1300361,77.4,71.4
30-39,974724,914561,1197026,81.4,76.4
40-49,934245,881727,1098556,85,80.3
50-59,760028,718181,849966,89.4,84.5
60-69,670143,641899,741639,90.4,86.6
70-79,481384,466609,490784,98.1,95.1
80-89,216006,209317,225538,95.8,92.8
90+,50734,48462,51496,98.5,94.1
