priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
month3,דרום סודאן,כתום,2,32,1,3.13,2021-10-26T00:00:00.000Z
month3,לבנון,כתום,2,48,0,0,2021-10-26T00:00:00.000Z
month3,ברבדוס,כתום,2,8,0,0,2021-10-26T00:00:00.000Z
month3,ליטא,כתום,2,3449,11,0.32,2021-10-26T00:00:00.000Z
month3,שוודיה,כתום,2,1715,5,0.29,2021-10-26T00:00:00.000Z
month3,בולגריה,כתום,2,13974,353,2.53,2021-10-26T00:00:00.000Z
month3,סין,צהוב,3,1597,0,0,2021-10-26T00:00:00.000Z
month3,דנמרק,כתום,2,3881,12,0.31,2021-10-26T00:00:00.000Z
month3,קובה,כתום,2,22,1,4.55,2021-10-26T00:00:00.000Z
month3,קטר,כתום,2,88,0,0,2021-10-26T00:00:00.000Z
month3,סודן,כתום,2,5,0,0,2021-10-26T00:00:00.000Z
month3,גינאה,כתום,2,14,0,0,2021-10-26T00:00:00.000Z
month3,סן מרינו,כתום,2,5,0,0,2021-10-26T00:00:00.000Z
month3,אוקראינה,כתום,2,68722,3799,5.53,2021-10-26T00:00:00.000Z
month3,גמייקה,כתום,2,23,1,4.35,2021-10-26T00:00:00.000Z
month3,תוניסיה,כתום,2,116,11,9.48,2021-10-26T00:00:00.000Z
month3,הודו,כתום,2,2395,10,0.42,2021-10-26T00:00:00.000Z
month3,ערב הסעודית,כתום,2,138,0,0,2021-10-26T00:00:00.000Z
month3,עומן,כתום,2,8,0,0,2021-10-26T00:00:00.000Z
month3,טנזניה,כתום,2,2909,40,1.38,2021-10-26T00:00:00.000Z
month3,פורטוגל,צהוב,3,6559,22,0.34,2021-10-26T00:00:00.000Z
month3,בליז,כתום,2,12,1,8.33,2021-10-26T00:00:00.000Z
month3,מלזיה,כתום,2,5,0,0,2021-10-26T00:00:00.000Z
month3,קוסטה ריקה,כתום,2,1846,33,1.79,2021-10-26T00:00:00.000Z
month3,אל סלבדור,כתום,2,29,0,0,2021-10-26T00:00:00.000Z
month3,הולנד,כתום,2,20566,103,0.5,2021-10-26T00:00:00.000Z
month3,ניו זילנד,צהוב,3,61,1,1.64,2021-10-26T00:00:00.000Z
month3,נפאל,כתום,2,128,1,0.78,2021-10-26T00:00:00.000Z
month3,גרנדה,כתום,2,23,0,0,2021-10-26T00:00:00.000Z
month3,זמביה,כתום,2,133,0,0,2021-10-26T00:00:00.000Z
month3,מולדובה,כתום,2,8108,186,2.29,2021-10-26T00:00:00.000Z
month3,מרטיניק,כתום,2,2,0,0,2021-10-26T00:00:00.000Z
month3,איי פאלקלנד,כתום,2,1,0,0,2021-10-26T00:00:00.000Z
month3,ונצואלה,כתום,2,129,3,2.33,2021-10-26T00:00:00.000Z
month3,פנמה,כתום,2,978,14,1.43,2021-10-26T00:00:00.000Z
month3,רומניה,כתום,2,29911,340,1.14,2021-10-26T00:00:00.000Z
month3,שוויץ,כתום,2,29039,154,0.53,2021-10-26T00:00:00.000Z
month3,איסלנד,כתום,2,5415,42,0.78,2021-10-26T00:00:00.000Z
month3,קנדה,כתום,2,13953,29,0.21,2021-10-26T00:00:00.000Z
month3,דרום אפריקה,כתום,2,1922,6,0.31,2021-10-26T00:00:00.000Z
month3,קניה,כתום,2,689,10,1.45,2021-10-26T00:00:00.000Z
month3,גיבוטי,כתום,2,1,0,0,2021-10-26T00:00:00.000Z
month3,צאד,כתום,2,7,0,0,2021-10-26T00:00:00.000Z
month3,ונואטו,כתום,2,1,0,0,2021-10-26T00:00:00.000Z
month3,ירדן,כתום,2,23091,167,0.72,2021-10-26T00:00:00.000Z
month3,ויטנאם,כתום,2,325,0,0,2021-10-26T00:00:00.000Z
month3,בלגיה,כתום,2,8590,49,0.57,2021-10-26T00:00:00.000Z
month3,סוריה,כתום,2,117,0,0,2021-10-26T00:00:00.000Z
month3,אירן,כתום,2,3,0,0,2021-10-26T00:00:00.000Z
month3,מלדיבים,כתום,2,3449,16,0.46,2021-10-26T00:00:00.000Z
month3,מוזמביק,כתום,2,55,0,0,2021-10-26T00:00:00.000Z
month3,לאוס,כתום,2,3,0,0,2021-10-26T00:00:00.000Z
month3,חוף השנהב,כתום,2,116,3,2.59,2021-10-26T00:00:00.000Z
month3,ניקרגואה,כתום,2,31,0,0,2021-10-26T00:00:00.000Z
month3,אקואדור,כתום,2,244,2,0.82,2021-10-26T00:00:00.000Z
month3,פורטו ריקו,כתום,2,16,0,0,2021-10-26T00:00:00.000Z
month3,מלטה,צהוב,3,166,0,0,2021-10-26T00:00:00.000Z
month3,מונגוליה,כתום,2,9,0,0,2021-10-26T00:00:00.000Z
month3,קפריסין,צהוב,3,25511,72,0.28,2021-10-26T00:00:00.000Z
month3,גמביה,כתום,2,11,0,0,2021-10-26T00:00:00.000Z
month3,רואנדה,כתום,2,197,0,0,2021-10-26T00:00:00.000Z
month3,ראוניון,כתום,2,3,0,0,2021-10-26T00:00:00.000Z
month3,בוטן,כתום,2,9,0,0,2021-10-26T00:00:00.000Z
month3,הונדורס,כתום,2,37,0,0,2021-10-26T00:00:00.000Z
month3,סט וינסנט,כתום,2,4,1,25,2021-10-26T00:00:00.000Z
month3,יפן,כתום,2,512,2,0.39,2021-10-26T00:00:00.000Z
month3,פיליפינים,כתום,2,909,15,1.65,2021-10-26T00:00:00.000Z
month3,בהמס,כתום,2,40,0,0,2021-10-26T00:00:00.000Z
month3,לטביה,כתום,2,1747,2,0.11,2021-10-26T00:00:00.000Z
month3,בוליביה,כתום,2,24,0,0,2021-10-26T00:00:00.000Z
month3,תורכמניסטאן,כתום,2,381,14,3.67,2021-10-26T00:00:00.000Z
month3,טג'יקיסטאן,כתום,2,63,0,0,2021-10-26T00:00:00.000Z
month3,טונגה,כתום,2,2,0,0,2021-10-26T00:00:00.000Z
month3,ברמודה,כתום,2,1,0,0,2021-10-26T00:00:00.000Z
month3,זאיר,כתום,2,107,1,0.93,2021-10-26T00:00:00.000Z
month3,ספרד,כתום,2,16594,43,0.26,2021-10-26T00:00:00.000Z
month3,איי פיגי,כתום,2,4,0,0,2021-10-26T00:00:00.000Z
month3,מאלי,כתום,2,114,1,0.88,2021-10-26T00:00:00.000Z
month3,איי הבתולה,כתום,2,3,0,0,2021-10-26T00:00:00.000Z
month3,גאורגיה,כתום,2,24689,155,0.63,2021-10-26T00:00:00.000Z
month3,תימן,כתום,2,12,0,0,2021-10-26T00:00:00.000Z
month3,אסטוניה,כתום,2,615,5,0.81,2021-10-26T00:00:00.000Z
month3,סומליה,כתום,2,4,0,0,2021-10-26T00:00:00.000Z
month3,לוכסמבורג,כתום,2,128,0,0,2021-10-26T00:00:00.000Z
month3,פקיסטן,כתום,2,2,0,0,2021-10-26T00:00:00.000Z
month3,אזרביג'אן,כתום,2,4012,38,0.95,2021-10-26T00:00:00.000Z
month3,הונג קונג,צהוב,3,336,2,0.6,2021-10-26T00:00:00.000Z
month3,מונקו,כתום,2,96,4,4.17,2021-10-26T00:00:00.000Z
month3,לסוטו,כתום,2,6,0,0,2021-10-26T00:00:00.000Z
month3,מקסיקו,כתום,2,610,18,2.95,2021-10-26T00:00:00.000Z
month3,אוסטרליה,כתום,2,777,2,0.26,2021-10-26T00:00:00.000Z
month3,מדגסקר,כתום,2,2,0,0,2021-10-26T00:00:00.000Z
month3,סט. לוציה,כתום,2,1,0,0,2021-10-26T00:00:00.000Z
month3,בחריין,צהוב,3,418,0,0,2021-10-26T00:00:00.000Z
month3,ליכטנשטיין,כתום,2,1,0,0,2021-10-26T00:00:00.000Z
month3,אלגיריה,כתום,2,5,0,0,2021-10-26T00:00:00.000Z
month3,גיברלטר,כתום,2,82,1,1.22,2021-10-26T00:00:00.000Z
month3,ארמניה,כתום,2,983,13,1.32,2021-10-26T00:00:00.000Z
month3,אורגוואי,צהוב,3,311,3,0.96,2021-10-26T00:00:00.000Z
month3,גאנה,כתום,2,373,5,1.34,2021-10-26T00:00:00.000Z
month3,גרמניה,כתום,2,45250,134,0.3,2021-10-26T00:00:00.000Z
month3,צ'ילה,כתום,2,135,0,0,2021-10-26T00:00:00.000Z
month3,סורינם,כתום,2,3,0,0,2021-10-26T00:00:00.000Z
month3,גויאנה,כתום,2,10,0,0,2021-10-26T00:00:00.000Z
month3,טוגו,כתום,2,49,0,0,2021-10-26T00:00:00.000Z
month3,אבחזיסטאן,כתום,2,108,1,0.93,2021-10-26T00:00:00.000Z
month3,אוגנדה,כתום,2,295,1,0.34,2021-10-26T00:00:00.000Z
month3,דומיניקה,כתום,2,38,0,0,2021-10-26T00:00:00.000Z
month3,טובלו,כתום,2,2,0,0,2021-10-26T00:00:00.000Z
month3,ניגריה,כתום,2,441,5,1.13,2021-10-26T00:00:00.000Z
