gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,423960,10,7,0.1,30,0.5,113,0.4,2840,3.6
זכר,0-9,6 חודשים,281442,9.8,4,0.2,16,1.2,56,0.8,1448,5.5
זכר,0-9,שנה,355517,10.5,5,0.1,22,0.9,82,0.7,1953,5.1
זכר,0-9,חודש אחרון,6080,4.2,0,0,1,1,1,0.2,72,2.8
זכר,0-9,3 חודשים,26030,5.9,0,0,2,0.6,12,0.8,229,3.5
נקבה,0-9,מתחילת קורונה,347810,8.2,5,0,16,0.3,73,0.2,2341,3
נקבה,0-9,3 חודשים,21228,4.8,0,0,0,0,4,0.3,199,3
נקבה,0-9,6 חודשים,221592,7.7,2,0.1,9,0.6,35,0.5,1202,4.6
נקבה,0-9,שנה,289762,8.5,2,0,9,0.4,54,0.4,1623,4.2
נקבה,0-9,חודש אחרון,5179,3.6,0,0,0,0,1,0.2,73,2.8
זכר,10-19,מתחילת קורונה,425595,10.1,7,0.1,24,0.4,77,0.3,979,1.3
זכר,10-19,3 חודשים,23297,5.2,0,0,0,0,1,0.1,44,0.7
זכר,10-19,6 חודשים,274521,9.5,4,0.2,10,0.7,24,0.3,350,1.3
זכר,10-19,שנה,329104,9.7,5,0.1,15,0.6,41,0.3,524,1.4
זכר,10-19,חודש אחרון,7396,5.1,0,0,0,0,0,0,12,0.5
נקבה,10-19,מתחילת קורונה,414920,9.8,8,0.1,23,0.4,79,0.3,1128,1.4
נקבה,10-19,6 חודשים,273056,9.5,3,0.1,9,0.6,16,0.2,387,1.5
נקבה,10-19,שנה,329688,9.7,4,0.1,15,0.6,35,0.3,614,1.6
נקבה,10-19,חודש אחרון,7492,5.2,0,0,0,0,2,0.4,34,1.3
נקבה,10-19,3 חודשים,23435,5.3,1,0.2,2,0.6,5,0.3,77,1.2
זכר,20-29,מתחילת קורונה,251318,5.9,24,0.2,54,0.9,245,0.8,1554,2
זכר,20-29,3 חודשים,21127,4.8,1,0.2,2,0.6,6,0.4,86,1.3
זכר,20-29,6 חודשים,150636,5.2,2,0.1,10,0.7,41,0.6,383,1.5
זכר,20-29,שנה,180611,5.3,5,0.1,22,0.9,94,0.7,616,1.6
זכר,20-29,חודש אחרון,6121,4.2,0,0,0,0,3,0.6,29,1.1
נקבה,20-29,מתחילת קורונה,358368,8.5,22,0.2,57,0.9,270,0.9,4996,6.4
נקבה,20-29,3 חודשים,30332,6.8,0,0,1,0.3,1,0.1,281,4.3
נקבה,20-29,6 חודשים,234905,8.2,5,0.2,10,0.7,23,0.3,1744,6.7
נקבה,20-29,שנה,274520,8.1,9,0.2,20,0.8,97,0.8,2552,6.6
נקבה,20-29,חודש אחרון,8880,6.2,0,0,1,1,0,0,116,4.5
