period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,40523,15689,38.72
3_Month,0-9,215125,45056,20.94
6_Month,0-9,1185890,508538,42.88
1_Year,0-9,1489991,637960,42.82
All,0-9,1703095,745781,43.79
1_Month,10-19,46236,20101,43.47
3_Month,10-19,233170,45240,19.4
6_Month,10-19,1106102,549207,49.65
1_Year,10-19,1388630,645843,46.51
All,10-19,1622708,791391,48.77
1_Month,20-29,55718,21021,37.73
3_Month,20-29,309596,48204,15.57
6_Month,20-29,951929,390590,41.03
1_Year,20-29,1223446,455663,37.24
All,20-29,1458925,576518,39.52
1_Month,30-39,62241,25751,41.37
3_Month,30-39,308773,63112,20.44
6_Month,30-39,931651,426201,45.75
1_Year,30-39,1166369,492983,42.27
All,30-39,1358982,578308,42.55
1_Month,40-49,63751,27113,42.53
3_Month,40-49,297938,63146,21.19
6_Month,40-49,853435,396347,46.44
1_Year,40-49,1046046,447939,42.82
All,40-49,1206428,521273,43.21
1_Month,50-59,59476,25458,42.8
3_Month,50-59,266212,56094,21.07
6_Month,50-59,661668,274487,41.48
1_Year,50-59,811967,303632,37.39
All,50-59,940942,359949,38.25
1_Month,60-69,62391,26738,42.86
3_Month,60-69,243725,56703,23.27
6_Month,60-69,549876,201768,36.69
1_Year,60-69,670446,220212,32.85
All,60-69,771924,258072,33.43
1_Month,70-79,56938,23822,41.84
3_Month,70-79,173577,46122,26.57
6_Month,70-79,351525,122042,34.72
1_Year,70-79,428374,132057,30.83
All,70-79,493121,152238,30.87
1_Month,80-89,32451,9052,27.89
3_Month,80-89,69716,17492,25.09
6_Month,80-89,131990,46511,35.24
1_Year,80-89,165245,51225,31
All,80-89,207129,62102,29.98
1_Month,90+,10418,1995,19.15
3_Month,90+,17928,3998,22.3
6_Month,90+,30832,11466,37.19
1_Year,90+,39186,12701,32.41
All,90+,53554,16320,30.47
