dayDate,ageGroup,verifiedNormalized,avgVerifiedAmount7Days
2020-07-09T00:00:00.000Z,0-4,7,39
2020-07-09T00:00:00.000Z,5-11,11.62,100
2020-07-09T00:00:00.000Z,12-15,15.08,76
2020-07-09T00:00:00.000Z,16-19,20.25,109
2020-07-10T00:00:00.000Z,0-4,5.79,42
2020-07-10T00:00:00.000Z,5-11,11.86,111
2020-07-10T00:00:00.000Z,12-15,16.03,82
2020-07-10T00:00:00.000Z,16-19,22.61,112
2020-07-11T00:00:00.000Z,0-4,5.14,44
2020-07-11T00:00:00.000Z,5-11,9.52,118
2020-07-11T00:00:00.000Z,12-15,15.24,88
2020-07-11T00:00:00.000Z,16-19,20.42,119
2020-07-12T00:00:00.000Z,0-4,3.83,46
2020-07-12T00:00:00.000Z,5-11,8.56,123
2020-07-12T00:00:00.000Z,12-15,12.25,91
2020-07-12T00:00:00.000Z,16-19,18.06,124
2020-07-13T00:00:00.000Z,0-4,6.01,47
2020-07-13T00:00:00.000Z,5-11,13.16,131
2020-07-13T00:00:00.000Z,12-15,15.24,95
2020-07-13T00:00:00.000Z,16-19,30.55,134
2020-07-14T00:00:00.000Z,0-4,6.01,49
2020-07-14T00:00:00.000Z,5-11,11.7,135
2020-07-14T00:00:00.000Z,12-15,16.97,96
2020-07-14T00:00:00.000Z,16-19,28.35,135
2020-07-15T00:00:00.000Z,0-4,8.09,54
2020-07-15T00:00:00.000Z,5-11,13.88,142
2020-07-15T00:00:00.000Z,12-15,22.31,102
2020-07-15T00:00:00.000Z,16-19,33.42,147
2020-07-16T00:00:00.000Z,0-4,10.39,59
2020-07-16T00:00:00.000Z,5-11,12.99,144
2020-07-16T00:00:00.000Z,12-15,22.47,109
2020-07-16T00:00:00.000Z,16-19,31.73,156
2020-07-17T00:00:00.000Z,0-4,9.84,64
2020-07-17T00:00:00.000Z,5-11,13.48,147
2020-07-17T00:00:00.000Z,12-15,16.65,110
2020-07-17T00:00:00.000Z,16-19,26.33,159
2020-07-18T00:00:00.000Z,0-4,8.85,69
2020-07-18T00:00:00.000Z,5-11,12.11,152
2020-07-18T00:00:00.000Z,12-15,15.71,110
2020-07-18T00:00:00.000Z,16-19,22.61,161
2020-07-19T00:00:00.000Z,0-4,5.36,71
2020-07-19T00:00:00.000Z,5-11,6.05,147
2020-07-19T00:00:00.000Z,12-15,9.11,107
2020-07-19T00:00:00.000Z,16-19,14.18,158
2020-07-20T00:00:00.000Z,0-4,9.18,75
2020-07-20T00:00:00.000Z,5-11,12.59,146
2020-07-20T00:00:00.000Z,12-15,20.11,112
2020-07-20T00:00:00.000Z,16-19,34.26,161
2020-07-21T00:00:00.000Z,0-4,11.7,82
2020-07-21T00:00:00.000Z,5-11,16.55,155
2020-07-21T00:00:00.000Z,12-15,21.68,116
2020-07-21T00:00:00.000Z,16-19,36.45,168
2020-07-22T00:00:00.000Z,0-4,13.23,89
2020-07-22T00:00:00.000Z,5-11,16.95,160
2020-07-22T00:00:00.000Z,12-15,22.15,116
2020-07-22T00:00:00.000Z,16-19,36.62,171
2020-07-23T00:00:00.000Z,0-4,11.15,90
2020-07-23T00:00:00.000Z,5-11,16.63,167
2020-07-23T00:00:00.000Z,12-15,21.52,115
2020-07-23T00:00:00.000Z,16-19,35.78,174
2020-07-24T00:00:00.000Z,0-4,14.43,96
2020-07-24T00:00:00.000Z,5-11,15.42,170
2020-07-24T00:00:00.000Z,12-15,18.7,117
2020-07-24T00:00:00.000Z,16-19,33.92,181
2020-07-25T00:00:00.000Z,0-4,6.67,93
2020-07-25T00:00:00.000Z,5-11,8.56,164
2020-07-25T00:00:00.000Z,12-15,11.78,113
2020-07-25T00:00:00.000Z,16-19,16.03,175
2020-07-26T00:00:00.000Z,0-4,7.11,96
2020-07-26T00:00:00.000Z,5-11,7.91,167
2020-07-26T00:00:00.000Z,12-15,10.37,114
2020-07-26T00:00:00.000Z,16-19,16.37,177
2020-07-27T00:00:00.000Z,0-4,12.03,99
2020-07-27T00:00:00.000Z,5-11,14.12,170
2020-07-27T00:00:00.000Z,12-15,20.58,115
2020-07-27T00:00:00.000Z,16-19,31.73,175
2020-07-28T00:00:00.000Z,0-4,11.59,99
2020-07-28T00:00:00.000Z,5-11,17.84,172
2020-07-28T00:00:00.000Z,12-15,22.94,116
2020-07-28T00:00:00.000Z,16-19,40.5,178
2020-07-29T00:00:00.000Z,0-4,13.56,100
2020-07-29T00:00:00.000Z,5-11,19.29,176
2020-07-29T00:00:00.000Z,12-15,21.37,115
2020-07-29T00:00:00.000Z,16-19,36.12,178
2020-07-30T00:00:00.000Z,0-4,13.88,103
2020-07-30T00:00:00.000Z,5-11,15.34,174
2020-07-30T00:00:00.000Z,12-15,18.54,113
2020-07-30T00:00:00.000Z,16-19,29.53,172
2020-07-31T00:00:00.000Z,0-4,9.18,96
2020-07-31T00:00:00.000Z,5-11,11.46,167
2020-07-31T00:00:00.000Z,12-15,12.73,107
2020-07-31T00:00:00.000Z,16-19,26.5,166
2020-08-01T00:00:00.000Z,0-4,4.04,93
2020-08-01T00:00:00.000Z,5-11,6.13,163
2020-08-01T00:00:00.000Z,12-15,6.6,102
2020-08-01T00:00:00.000Z,16-19,8.94,160
2020-08-02T00:00:00.000Z,0-4,3.17,88
2020-08-02T00:00:00.000Z,5-11,5.08,158
2020-08-02T00:00:00.000Z,12-15,5.18,98
2020-08-02T00:00:00.000Z,16-19,12.15,157
2020-08-03T00:00:00.000Z,0-4,12.13,88
2020-08-03T00:00:00.000Z,5-11,16.95,163
2020-08-03T00:00:00.000Z,12-15,21.05,98
2020-08-03T00:00:00.000Z,16-19,36.28,160
2020-08-04T00:00:00.000Z,0-4,8.53,84
2020-08-04T00:00:00.000Z,5-11,14.12,156
2020-08-04T00:00:00.000Z,12-15,19.64,95
2020-08-04T00:00:00.000Z,16-19,29.37,151
2020-08-05T00:00:00.000Z,0-4,9.62,79
2020-08-05T00:00:00.000Z,5-11,13.8,146
2020-08-05T00:00:00.000Z,12-15,19.01,93
2020-08-05T00:00:00.000Z,16-19,22.95,140
2020-08-06T00:00:00.000Z,0-4,12.35,77
2020-08-06T00:00:00.000Z,5-11,16.22,148
2020-08-06T00:00:00.000Z,12-15,17.28,92
2020-08-06T00:00:00.000Z,16-19,25.31,136
2020-08-07T00:00:00.000Z,0-4,11.37,80
2020-08-07T00:00:00.000Z,5-11,15.25,155
2020-08-07T00:00:00.000Z,12-15,21.05,99
2020-08-07T00:00:00.000Z,16-19,28.18,138
2020-08-08T00:00:00.000Z,0-4,3.94,79
2020-08-08T00:00:00.000Z,5-11,6.54,155
2020-08-08T00:00:00.000Z,12-15,7.23,100
2020-08-08T00:00:00.000Z,16-19,8.78,138
2020-08-09T00:00:00.000Z,0-4,4.92,82
2020-08-09T00:00:00.000Z,5-11,6.86,158
2020-08-09T00:00:00.000Z,12-15,11.78,106
2020-08-09T00:00:00.000Z,16-19,15.19,140
2020-08-10T00:00:00.000Z,0-4,11.59,81
2020-08-10T00:00:00.000Z,5-11,16.63,158
2020-08-10T00:00:00.000Z,12-15,18.7,104
2020-08-10T00:00:00.000Z,16-19,27,132
2020-08-11T00:00:00.000Z,0-4,9.62,82
2020-08-11T00:00:00.000Z,5-11,14.61,159
2020-08-11T00:00:00.000Z,12-15,18.23,103
2020-08-11T00:00:00.000Z,16-19,25.48,129
2020-08-12T00:00:00.000Z,0-4,9.29,82
2020-08-12T00:00:00.000Z,5-11,12.67,157
2020-08-12T00:00:00.000Z,12-15,16.34,100
2020-08-12T00:00:00.000Z,16-19,21.26,128
2020-08-13T00:00:00.000Z,0-4,10.82,80
2020-08-13T00:00:00.000Z,5-11,14.77,154
2020-08-13T00:00:00.000Z,12-15,17.91,101
2020-08-13T00:00:00.000Z,16-19,23.63,126
2020-08-14T00:00:00.000Z,0-4,9.73,78
2020-08-14T00:00:00.000Z,5-11,11.78,148
2020-08-14T00:00:00.000Z,12-15,15.08,95
2020-08-14T00:00:00.000Z,16-19,18.73,118
2020-08-15T00:00:00.000Z,0-4,4.15,78
2020-08-15T00:00:00.000Z,5-11,5.25,146
2020-08-15T00:00:00.000Z,12-15,8.64,97
2020-08-15T00:00:00.000Z,16-19,9.28,119
2020-08-16T00:00:00.000Z,0-4,5.47,79
2020-08-16T00:00:00.000Z,5-11,6.94,146
2020-08-16T00:00:00.000Z,12-15,12.1,97
2020-08-16T00:00:00.000Z,16-19,13.67,117
2020-08-17T00:00:00.000Z,0-4,10.39,77
2020-08-17T00:00:00.000Z,5-11,12.83,139
2020-08-17T00:00:00.000Z,12-15,14.61,93
2020-08-17T00:00:00.000Z,16-19,23.46,114
2020-08-18T00:00:00.000Z,0-4,8.85,76
2020-08-18T00:00:00.000Z,5-11,12.35,135
2020-08-18T00:00:00.000Z,12-15,18.7,94
2020-08-18T00:00:00.000Z,16-19,26.83,115
2020-08-19T00:00:00.000Z,0-4,10.17,77
2020-08-19T00:00:00.000Z,5-11,12.67,135
2020-08-19T00:00:00.000Z,12-15,18.7,96
2020-08-19T00:00:00.000Z,16-19,28.01,121
2020-08-20T00:00:00.000Z,0-4,9.07,75
2020-08-20T00:00:00.000Z,5-11,10.25,127
2020-08-20T00:00:00.000Z,12-15,17.28,95
2020-08-20T00:00:00.000Z,16-19,22.11,120
2020-08-21T00:00:00.000Z,0-4,7.65,72
2020-08-21T00:00:00.000Z,5-11,10.33,125
2020-08-21T00:00:00.000Z,12-15,16.97,97
2020-08-21T00:00:00.000Z,16-19,24.81,125
2020-08-22T00:00:00.000Z,0-4,6.12,75
2020-08-22T00:00:00.000Z,5-11,5.49,125
2020-08-22T00:00:00.000Z,12-15,7.7,96
2020-08-22T00:00:00.000Z,16-19,8.44,124
2020-08-23T00:00:00.000Z,0-4,3.5,72
2020-08-23T00:00:00.000Z,5-11,4.92,121
2020-08-23T00:00:00.000Z,12-15,8.01,92
2020-08-23T00:00:00.000Z,16-19,14.18,125
2020-08-24T00:00:00.000Z,0-4,10.17,72
2020-08-24T00:00:00.000Z,5-11,12.59,121
2020-08-24T00:00:00.000Z,12-15,15.71,93
2020-08-24T00:00:00.000Z,16-19,28.01,129
2020-08-25T00:00:00.000Z,0-4,12.13,76
2020-08-25T00:00:00.000Z,5-11,16.06,128
2020-08-25T00:00:00.000Z,12-15,18.54,93
2020-08-25T00:00:00.000Z,16-19,28.69,130
2020-08-26T00:00:00.000Z,0-4,9.51,76
2020-08-26T00:00:00.000Z,5-11,13.8,130
2020-08-26T00:00:00.000Z,12-15,21.37,96
2020-08-26T00:00:00.000Z,16-19,29.37,131
2020-08-27T00:00:00.000Z,0-4,12.57,80
2020-08-27T00:00:00.000Z,5-11,17.84,143
2020-08-27T00:00:00.000Z,12-15,24.2,102
2020-08-27T00:00:00.000Z,16-19,36.45,143
2020-08-28T00:00:00.000Z,0-4,11.59,85
2020-08-28T00:00:00.000Z,5-11,13.24,148
2020-08-28T00:00:00.000Z,12-15,22.78,107
2020-08-28T00:00:00.000Z,16-19,25.15,144
2020-08-29T00:00:00.000Z,0-4,5.47,84
2020-08-29T00:00:00.000Z,5-11,7.34,151
2020-08-29T00:00:00.000Z,12-15,9.11,108
2020-08-29T00:00:00.000Z,16-19,13.16,148
2020-08-30T00:00:00.000Z,0-4,5.68,87
2020-08-30T00:00:00.000Z,5-11,5,152
2020-08-30T00:00:00.000Z,12-15,11.15,111
2020-08-30T00:00:00.000Z,16-19,17.05,150
2020-08-31T00:00:00.000Z,0-4,13.34,91
2020-08-31T00:00:00.000Z,5-11,12.83,152
2020-08-31T00:00:00.000Z,12-15,20.74,116
2020-08-31T00:00:00.000Z,16-19,38.98,159
2020-09-01T00:00:00.000Z,0-4,10.71,90
2020-09-01T00:00:00.000Z,5-11,13.48,147
2020-09-01T00:00:00.000Z,12-15,21.68,119
2020-09-01T00:00:00.000Z,16-19,73.58,197
2020-09-02T00:00:00.000Z,0-4,11.92,93
2020-09-02T00:00:00.000Z,5-11,18.81,156
2020-09-02T00:00:00.000Z,12-15,35.35,131
2020-09-02T00:00:00.000Z,16-19,119.65,274
2020-09-03T00:00:00.000Z,0-4,14.43,95
2020-09-03T00:00:00.000Z,5-11,17.11,155
2020-09-03T00:00:00.000Z,12-15,38.96,145
2020-09-03T00:00:00.000Z,16-19,72.57,304
2020-09-04T00:00:00.000Z,0-4,11.81,95
2020-09-04T00:00:00.000Z,5-11,16.47,161
2020-09-04T00:00:00.000Z,12-15,33.31,154
2020-09-04T00:00:00.000Z,16-19,81.85,352
2020-09-05T00:00:00.000Z,0-4,8.2,99
2020-09-05T00:00:00.000Z,5-11,9.44,164
2020-09-05T00:00:00.000Z,12-15,16.81,161
2020-09-05T00:00:00.000Z,16-19,33.08,369
2020-09-06T00:00:00.000Z,0-4,9.73,104
2020-09-06T00:00:00.000Z,5-11,12.99,179
2020-09-06T00:00:00.000Z,12-15,21.05,170
2020-09-06T00:00:00.000Z,16-19,69.7,414
2020-09-07T00:00:00.000Z,0-4,16.84,109
2020-09-07T00:00:00.000Z,5-11,23.81,198
2020-09-07T00:00:00.000Z,12-15,40.22,188
2020-09-07T00:00:00.000Z,16-19,88.26,456
2020-09-08T00:00:00.000Z,0-4,16.84,117
2020-09-08T00:00:00.000Z,5-11,22.92,215
2020-09-08T00:00:00.000Z,12-15,44.46,209
2020-09-08T00:00:00.000Z,16-19,96.53,475
2020-09-09T00:00:00.000Z,0-4,16.73,123
2020-09-09T00:00:00.000Z,5-11,26.23,228
2020-09-09T00:00:00.000Z,12-15,59.07,230
2020-09-09T00:00:00.000Z,16-19,126.07,480
2020-09-10T00:00:00.000Z,0-4,27.44,140
2020-09-10T00:00:00.000Z,5-11,31.48,253
2020-09-10T00:00:00.000Z,12-15,51.53,242
2020-09-10T00:00:00.000Z,16-19,99.74,503
2020-09-11T00:00:00.000Z,0-4,25.36,158
2020-09-11T00:00:00.000Z,5-11,32.53,282
2020-09-11T00:00:00.000Z,12-15,56.87,263
2020-09-11T00:00:00.000Z,16-19,77.63,500
2020-09-12T00:00:00.000Z,0-4,17.38,170
2020-09-12T00:00:00.000Z,5-11,21.95,304
2020-09-12T00:00:00.000Z,12-15,33.46,278
2020-09-12T00:00:00.000Z,16-19,75.78,536
2020-09-13T00:00:00.000Z,0-4,18.91,182
2020-09-13T00:00:00.000Z,5-11,26.23,327
2020-09-13T00:00:00.000Z,12-15,39.59,295
2020-09-13T00:00:00.000Z,16-19,65.48,532
2020-09-14T00:00:00.000Z,0-4,27.11,195
2020-09-14T00:00:00.000Z,5-11,35.51,348
2020-09-14T00:00:00.000Z,12-15,55.15,309
2020-09-14T00:00:00.000Z,16-19,116.28,556
2020-09-15T00:00:00.000Z,0-4,31.92,215
2020-09-15T00:00:00.000Z,5-11,42.78,383
2020-09-15T00:00:00.000Z,12-15,68.19,330
2020-09-15T00:00:00.000Z,16-19,135.52,589
2020-09-16T00:00:00.000Z,0-4,27,228
2020-09-16T00:00:00.000Z,5-11,40.03,408
2020-09-16T00:00:00.000Z,12-15,60.8,332
2020-09-16T00:00:00.000Z,16-19,89.95,559
2020-09-17T00:00:00.000Z,0-4,31.7,234
2020-09-17T00:00:00.000Z,5-11,43.99,430
2020-09-17T00:00:00.000Z,12-15,73.37,352
2020-09-17T00:00:00.000Z,16-19,102.44,561
2020-09-18T00:00:00.000Z,0-4,29.08,239
2020-09-18T00:00:00.000Z,5-11,43.67,449
2020-09-18T00:00:00.000Z,12-15,71.01,365
2020-09-18T00:00:00.000Z,16-19,128.94,604
2020-09-19T00:00:00.000Z,0-4,24.93,249
2020-09-19T00:00:00.000Z,5-11,30.75,465
2020-09-19T00:00:00.000Z,12-15,46.82,377
2020-09-19T00:00:00.000Z,16-19,71.56,601
2020-09-20T00:00:00.000Z,0-4,11.48,239
2020-09-20T00:00:00.000Z,5-11,18,450
2020-09-20T00:00:00.000Z,12-15,27.02,365
2020-09-20T00:00:00.000Z,16-19,33.25,573
2020-09-21T00:00:00.000Z,0-4,16.94,226
2020-09-21T00:00:00.000Z,5-11,29.62,440
2020-09-21T00:00:00.000Z,12-15,37.71,350
2020-09-21T00:00:00.000Z,16-19,61.94,527
2020-09-22T00:00:00.000Z,0-4,29.63,223
2020-09-22T00:00:00.000Z,5-11,51.82,456
2020-09-22T00:00:00.000Z,12-15,93.48,373
2020-09-22T00:00:00.000Z,16-19,143.96,535
2020-09-23T00:00:00.000Z,0-4,32.58,230
2020-09-23T00:00:00.000Z,5-11,50.61,475
2020-09-23T00:00:00.000Z,12-15,96.47,405
2020-09-23T00:00:00.000Z,16-19,129.11,568
2020-09-24T00:00:00.000Z,0-4,34.87,234
2020-09-24T00:00:00.000Z,5-11,56.66,497
2020-09-24T00:00:00.000Z,12-15,103.54,432
2020-09-24T00:00:00.000Z,16-19,187.67,640
2020-09-25T00:00:00.000Z,0-4,36.29,244
2020-09-25T00:00:00.000Z,5-11,52.38,513
2020-09-25T00:00:00.000Z,12-15,105.89,464
2020-09-25T00:00:00.000Z,16-19,216.02,714
2020-09-26T00:00:00.000Z,0-4,29.19,249
2020-09-26T00:00:00.000Z,5-11,44.96,538
2020-09-26T00:00:00.000Z,12-15,81.23,495
2020-09-26T00:00:00.000Z,16-19,109.19,745
2020-09-27T00:00:00.000Z,0-4,17.93,258
2020-09-27T00:00:00.000Z,5-11,22.44,546
2020-09-27T00:00:00.000Z,12-15,37.71,505
2020-09-27T00:00:00.000Z,16-19,53.33,762
2020-09-28T00:00:00.000Z,0-4,6.12,243
2020-09-28T00:00:00.000Z,5-11,9.36,510
2020-09-28T00:00:00.000Z,12-15,13.35,483
2020-09-28T00:00:00.000Z,16-19,12.99,721
2020-09-29T00:00:00.000Z,0-4,21.32,233
2020-09-29T00:00:00.000Z,5-11,36.56,483
2020-09-29T00:00:00.000Z,12-15,65.04,457
2020-09-29T00:00:00.000Z,16-19,92.65,678
2020-09-30T00:00:00.000Z,0-4,42.31,245
2020-09-30T00:00:00.000Z,5-11,72.72,522
2020-09-30T00:00:00.000Z,12-15,118.46,477
2020-09-30T00:00:00.000Z,16-19,200.16,738
2020-10-01T00:00:00.000Z,0-4,35.31,246
2020-10-01T00:00:00.000Z,5-11,59.08,526
2020-10-01T00:00:00.000Z,12-15,89.08,464
2020-10-01T00:00:00.000Z,16-19,148.34,704
2020-10-02T00:00:00.000Z,0-4,32.91,241
2020-10-02T00:00:00.000Z,5-11,60.86,541
2020-10-02T00:00:00.000Z,12-15,88.45,448
2020-10-02T00:00:00.000Z,16-19,131.47,633
2020-10-03T00:00:00.000Z,0-4,14.98,223
2020-10-03T00:00:00.000Z,5-11,22.52,501
2020-10-03T00:00:00.000Z,12-15,26.08,398
2020-10-03T00:00:00.000Z,16-19,35.78,571
2020-10-04T00:00:00.000Z,0-4,16.94,222
2020-10-04T00:00:00.000Z,5-11,20.42,498
2020-10-04T00:00:00.000Z,12-15,35.66,396
2020-10-04T00:00:00.000Z,16-19,41.85,561
2020-10-05T00:00:00.000Z,0-4,32.8,256
2020-10-05T00:00:00.000Z,5-11,45.68,562
2020-10-05T00:00:00.000Z,12-15,73.06,450
2020-10-05T00:00:00.000Z,16-19,109.53,643
2020-10-06T00:00:00.000Z,0-4,31.81,270
2020-10-06T00:00:00.000Z,5-11,41.24,570
2020-10-06T00:00:00.000Z,12-15,52.63,439
2020-10-06T00:00:00.000Z,16-19,85.06,636
2020-10-07T00:00:00.000Z,0-4,27.55,251
2020-10-07T00:00:00.000Z,5-11,36.81,507
2020-10-07T00:00:00.000Z,12-15,51.06,378
2020-10-07T00:00:00.000Z,16-19,63.62,521
2020-10-08T00:00:00.000Z,0-4,24.93,237
2020-10-08T00:00:00.000Z,5-11,32.53,460
2020-10-08T00:00:00.000Z,12-15,44.31,337
2020-10-08T00:00:00.000Z,16-19,58.06,444
2020-10-09T00:00:00.000Z,0-4,20.22,221
2020-10-09T00:00:00.000Z,5-11,24.62,396
2020-10-09T00:00:00.000Z,12-15,38.49,292
2020-10-09T00:00:00.000Z,16-19,61.26,385
2020-10-10T00:00:00.000Z,0-4,7.76,211
2020-10-10T00:00:00.000Z,5-11,7.59,369
2020-10-10T00:00:00.000Z,12-15,10.06,277
2020-10-10T00:00:00.000Z,16-19,11.14,364
2020-10-11T00:00:00.000Z,0-4,9.73,202
2020-10-11T00:00:00.000Z,5-11,13.4,357
2020-10-11T00:00:00.000Z,12-15,18.38,261
2020-10-11T00:00:00.000Z,16-19,24.98,350
2020-10-12T00:00:00.000Z,0-4,25.69,193
2020-10-12T00:00:00.000Z,5-11,26.8,323
2020-10-12T00:00:00.000Z,12-15,36.29,228
2020-10-12T00:00:00.000Z,16-19,67.84,314
2020-10-13T00:00:00.000Z,0-4,15.41,171
2020-10-13T00:00:00.000Z,5-11,18.73,284
2020-10-13T00:00:00.000Z,12-15,25.3,203
2020-10-13T00:00:00.000Z,16-19,39.49,276
2020-10-14T00:00:00.000Z,0-4,16.94,157
2020-10-14T00:00:00.000Z,5-11,18.08,250
2020-10-14T00:00:00.000Z,12-15,21.52,176
2020-10-14T00:00:00.000Z,16-19,34.09,251
2020-10-15T00:00:00.000Z,0-4,13.67,143
2020-10-15T00:00:00.000Z,5-11,14.53,219
2020-10-15T00:00:00.000Z,12-15,21.68,156
2020-10-15T00:00:00.000Z,16-19,24.13,222
2020-10-16T00:00:00.000Z,0-4,11.04,131
2020-10-16T00:00:00.000Z,5-11,11.54,195
2020-10-16T00:00:00.000Z,12-15,14.3,134
2020-10-16T00:00:00.000Z,16-19,24.81,191
2020-10-17T00:00:00.000Z,0-4,2.84,124
2020-10-17T00:00:00.000Z,5-11,2.1,186
2020-10-17T00:00:00.000Z,12-15,2.83,127
2020-10-17T00:00:00.000Z,16-19,3.21,185
2020-10-18T00:00:00.000Z,0-4,5.14,118
2020-10-18T00:00:00.000Z,5-11,5.89,172
2020-10-18T00:00:00.000Z,12-15,9.43,119
2020-10-18T00:00:00.000Z,16-19,14.68,176
2020-10-19T00:00:00.000Z,0-4,10.06,98
2020-10-19T00:00:00.000Z,5-11,9.6,142
2020-10-19T00:00:00.000Z,12-15,15.4,100
2020-10-19T00:00:00.000Z,16-19,29.7,144
2020-10-20T00:00:00.000Z,0-4,7.65,88
2020-10-20T00:00:00.000Z,5-11,8.8,124
2020-10-20T00:00:00.000Z,12-15,13.51,89
2020-10-20T00:00:00.000Z,16-19,30.04,136
2020-10-21T00:00:00.000Z,0-4,8.85,77
2020-10-21T00:00:00.000Z,5-11,8.88,108
2020-10-21T00:00:00.000Z,12-15,13.83,82
2020-10-21T00:00:00.000Z,16-19,23.96,127
2020-10-22T00:00:00.000Z,0-4,6.45,68
2020-10-22T00:00:00.000Z,5-11,8.07,97
2020-10-22T00:00:00.000Z,12-15,12.73,74
2020-10-22T00:00:00.000Z,16-19,17.05,121
2020-10-23T00:00:00.000Z,0-4,5.9,61
2020-10-23T00:00:00.000Z,5-11,6.05,87
2020-10-23T00:00:00.000Z,12-15,10.06,70
2020-10-23T00:00:00.000Z,16-19,15.53,113
2020-10-24T00:00:00.000Z,0-4,1.31,59
2020-10-24T00:00:00.000Z,5-11,1.37,86
2020-10-24T00:00:00.000Z,12-15,2.04,70
2020-10-24T00:00:00.000Z,16-19,1.86,112
2020-10-25T00:00:00.000Z,0-4,3.94,57
2020-10-25T00:00:00.000Z,5-11,3.15,81
2020-10-25T00:00:00.000Z,12-15,5.97,66
2020-10-25T00:00:00.000Z,16-19,6.92,105
2020-10-26T00:00:00.000Z,0-4,4.37,50
2020-10-26T00:00:00.000Z,5-11,6.3,75
2020-10-26T00:00:00.000Z,12-15,6.28,58
2020-10-26T00:00:00.000Z,16-19,15.7,94
2020-10-27T00:00:00.000Z,0-4,7.65,50
2020-10-27T00:00:00.000Z,5-11,6.7,71
2020-10-27T00:00:00.000Z,12-15,7.86,53
2020-10-27T00:00:00.000Z,16-19,16.37,82
2020-10-28T00:00:00.000Z,0-4,5.58,46
2020-10-28T00:00:00.000Z,5-11,5.17,65
2020-10-28T00:00:00.000Z,12-15,7.23,47
2020-10-28T00:00:00.000Z,16-19,12.83,73
2020-10-29T00:00:00.000Z,0-4,5.03,44
2020-10-29T00:00:00.000Z,5-11,5.33,60
2020-10-29T00:00:00.000Z,12-15,5.66,41
2020-10-29T00:00:00.000Z,16-19,7.59,65
2020-10-30T00:00:00.000Z,0-4,4.48,42
2020-10-30T00:00:00.000Z,5-11,4.2,57
2020-10-30T00:00:00.000Z,12-15,7.54,38
2020-10-30T00:00:00.000Z,16-19,9.62,60
2020-10-31T00:00:00.000Z,0-4,1.53,42
2020-10-31T00:00:00.000Z,5-11,0.81,56
2020-10-31T00:00:00.000Z,12-15,1.73,38
2020-10-31T00:00:00.000Z,16-19,1.52,59
2020-11-01T00:00:00.000Z,0-4,4.37,43
2020-11-01T00:00:00.000Z,5-11,3.87,57
2020-11-01T00:00:00.000Z,12-15,4.4,37
2020-11-01T00:00:00.000Z,16-19,8.94,61
2020-11-02T00:00:00.000Z,0-4,6.56,46
2020-11-02T00:00:00.000Z,5-11,5,55
2020-11-02T00:00:00.000Z,12-15,7.07,37
2020-11-02T00:00:00.000Z,16-19,9.79,56
2020-11-03T00:00:00.000Z,0-4,8.09,46
2020-11-03T00:00:00.000Z,5-11,5.33,52
2020-11-03T00:00:00.000Z,12-15,6.91,36
2020-11-03T00:00:00.000Z,16-19,11.31,52
2020-11-04T00:00:00.000Z,0-4,3.61,44
2020-11-04T00:00:00.000Z,5-11,4.76,51
2020-11-04T00:00:00.000Z,12-15,7.38,37
2020-11-04T00:00:00.000Z,16-19,11.98,51
2020-11-05T00:00:00.000Z,0-4,3.28,41
2020-11-05T00:00:00.000Z,5-11,3.47,48
2020-11-05T00:00:00.000Z,12-15,5.81,37
2020-11-05T00:00:00.000Z,16-19,7.76,51
2020-11-06T00:00:00.000Z,0-4,3.83,40
2020-11-06T00:00:00.000Z,5-11,4.44,49
2020-11-06T00:00:00.000Z,12-15,5.97,35
2020-11-06T00:00:00.000Z,16-19,6.41,48
2020-11-07T00:00:00.000Z,0-4,1.09,40
2020-11-07T00:00:00.000Z,5-11,1.78,50
2020-11-07T00:00:00.000Z,12-15,1.89,35
2020-11-07T00:00:00.000Z,16-19,2.19,49
2020-11-08T00:00:00.000Z,0-4,2.19,37
2020-11-08T00:00:00.000Z,5-11,3.23,49
2020-11-08T00:00:00.000Z,12-15,4.56,36
2020-11-08T00:00:00.000Z,16-19,8.94,49
2020-11-09T00:00:00.000Z,0-4,5.03,35
2020-11-09T00:00:00.000Z,5-11,4.6,48
2020-11-09T00:00:00.000Z,12-15,7.07,36
2020-11-09T00:00:00.000Z,16-19,8.61,48
2020-11-10T00:00:00.000Z,0-4,3.39,29
2020-11-10T00:00:00.000Z,5-11,4.44,47
2020-11-10T00:00:00.000Z,12-15,8.64,37
2020-11-10T00:00:00.000Z,16-19,9.11,46
2020-11-11T00:00:00.000Z,0-4,4.26,30
2020-11-11T00:00:00.000Z,5-11,5.49,48
2020-11-11T00:00:00.000Z,12-15,7.07,37
2020-11-11T00:00:00.000Z,16-19,10.29,45
2020-11-12T00:00:00.000Z,0-4,4.81,32
2020-11-12T00:00:00.000Z,5-11,7.91,56
2020-11-12T00:00:00.000Z,12-15,6.91,38
2020-11-12T00:00:00.000Z,16-19,8.94,46
2020-11-13T00:00:00.000Z,0-4,3.28,31
2020-11-13T00:00:00.000Z,5-11,7.43,61
2020-11-13T00:00:00.000Z,12-15,6.44,38
2020-11-13T00:00:00.000Z,16-19,10.13,49
2020-11-14T00:00:00.000Z,0-4,1.53,32
2020-11-14T00:00:00.000Z,5-11,2.02,62
2020-11-14T00:00:00.000Z,12-15,3.46,40
2020-11-14T00:00:00.000Z,16-19,3.54,50
2020-11-15T00:00:00.000Z,0-4,2.08,31
