actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
883,ביתר עילית,1232,"נדרשים הסברה, בדיקות ואכיפת בידוד",1837,479
117,קלנסווה,131,"נדרשים הסברה, בדיקות ואכיפת בידוד",605,97
28,עין מאהל,35,"נדרשים הסברה, בדיקות ואכיפת בידוד",150,27
3795,ירושלים,8056,נדרשת הגדלה של מספר הבדיקות,17434,1541
1918,בני ברק,5215,נדרשת הגדלה של מספר הבדיקות,5482,848
1905,תל אביב - יפו,2843,נדרשת הגדלה של מספר הבדיקות,9531,560
588,בית שמש,1176,נדרשת הגדלה של מספר הבדיקות,1967,280
426,מודיעין עילית,918,נדרשת הגדלה של מספר הבדיקות,1612,193
257,אלעד,725,נדרשת הגדלה של מספר הבדיקות,777,126
142,גן יבנה,176,נדרשת הגדלה של מספר הבדיקות,801,110
59,יבנאל,77,נדרשת הגדלה של מספר הבדיקות,116,23
24,עמנואל,39,נדרשת הגדלה של מספר הבדיקות,74, קטן מ-15 
21,אכסאל,30,נדרשת הגדלה של מספר הבדיקות,163,15
15,עתלית,22,נדרשת הגדלה של מספר הבדיקות,106, קטן מ-15 
 קטן מ-15 ,עספיא,17,נדרשת הגדלה של מספר הבדיקות,127, קטן מ-15 
1136,אשדוד,1616,"נדרשת הידברות, הסברה ואכיפה",4832,327
730,פתח תקווה,1166,"נדרשת הידברות, הסברה ואכיפה",5030,329
534,ראשון לציון,874,"נדרשת הידברות, הסברה ואכיפה",4461,206
511,בת ים,844,"נדרשת הידברות, הסברה ואכיפה",2364,127
503,לוד,643,"נדרשת הידברות, הסברה ואכיפה",2403,218
480,חולון,769,"נדרשת הידברות, הסברה ואכיפה",3935,191
409,נתניה,702,"נדרשת הידברות, הסברה ואכיפה",4210,151
391,חיפה,661,"נדרשת הידברות, הסברה ואכיפה",4922,215
386,באר שבע,698,"נדרשת הידברות, הסברה ואכיפה",3432,145
373,רמת גן,607,"נדרשת הידברות, הסברה ואכיפה",3147,145
358,רחובות,539,"נדרשת הידברות, הסברה ואכיפה",2767,135
339,רמלה,459,"נדרשת הידברות, הסברה ואכיפה",1966,118
328,קרית גת,431,"נדרשת הידברות, הסברה ואכיפה",1445,143
277,קרית מלאכי,344,"נדרשת הידברות, הסברה ואכיפה",892,83
267,אשקלון,568,"נדרשת הידברות, הסברה ואכיפה",3544,163
261,רהט,451,"נדרשת הידברות, הסברה ואכיפה",864,79
252,רעננה,413,"נדרשת הידברות, הסברה ואכיפה",1981,63
241,מודיעין-מכבים-רעות,376,"נדרשת הידברות, הסברה ואכיפה",2085,90
234,הרצליה,380,"נדרשת הידברות, הסברה ואכיפה",1857,78
226,טבריה,462,"נדרשת הידברות, הסברה ואכיפה",788,68
219,דימונה,268,"נדרשת הידברות, הסברה ואכיפה",957,28
196,אור יהודה,375,"נדרשת הידברות, הסברה ואכיפה",1012,72
180,באקה אל-גרביה,238,"נדרשת הידברות, הסברה ואכיפה",674,41
163,כפר סבא,250,"נדרשת הידברות, הסברה ואכיפה",1593,59
162,ראש העין,228,"נדרשת הידברות, הסברה ואכיפה",1310,60
157,חדרה,244,"נדרשת הידברות, הסברה ואכיפה",2285,54
148,ערערה-בנגב,303,"נדרשת הידברות, הסברה ואכיפה",143, קטן מ-15 
147,יבנה,213,"נדרשת הידברות, הסברה ואכיפה",947,64
145,אילת,184,"נדרשת הידברות, הסברה ואכיפה",746,67
144,כפר קאסם,181,"נדרשת הידברות, הסברה ואכיפה",323,33
131,קרית אתא,163,"נדרשת הידברות, הסברה ואכיפה",1347,62
131,כפר קרע,163,"נדרשת הידברות, הסברה ואכיפה",784,67
125,גבעתיים,188,"נדרשת הידברות, הסברה ואכיפה",1084,50
122,כסיפה,140,"נדרשת הידברות, הסברה ואכיפה",434,49
119,נס ציונה,153,"נדרשת הידברות, הסברה ואכיפה",939,57
114,נהריה,183,"נדרשת הידברות, הסברה ואכיפה",1005,54
111,הוד השרון,170,"נדרשת הידברות, הסברה ואכיפה",1098,42
109,טייבה,163,"נדרשת הידברות, הסברה ואכיפה",713,44
106,אופקים,166,"נדרשת הידברות, הסברה ואכיפה",789,57
102,בית שאן,123,"נדרשת הידברות, הסברה ואכיפה",313,29
100,רמת השרון,152,"נדרשת הידברות, הסברה ואכיפה",1049,40
97,פרדס חנה-כרכור,125,"נדרשת הידברות, הסברה ואכיפה",766,51
95,קרית אונו,157,"נדרשת הידברות, הסברה ואכיפה",777,31
92,נתיבות,209,"נדרשת הידברות, הסברה ואכיפה",844,34
92,רכסים,151,"נדרשת הידברות, הסברה ואכיפה",326,43
91,מעלה אדומים,152,"נדרשת הידברות, הסברה ואכיפה",861,46
90,גבעת זאב,151,"נדרשת הידברות, הסברה ואכיפה",480,55
83,נצרת,109,"נדרשת הידברות, הסברה ואכיפה",541,40
79,ערד,105,"נדרשת הידברות, הסברה ואכיפה",604,35
76,באר יעקב,118,"נדרשת הידברות, הסברה ואכיפה",832,33
75,יהוד,158,"נדרשת הידברות, הסברה ואכיפה",577,34
74,אום אל-פחם,180,"נדרשת הידברות, הסברה ואכיפה",470,27
68,גדרה,128,"נדרשת הידברות, הסברה ואכיפה",946,29
64,אור עקיבא,74,"נדרשת הידברות, הסברה ואכיפה",587,41
62,צפת,170,"נדרשת הידברות, הסברה ואכיפה",316,26
59,טירה,74,"נדרשת הידברות, הסברה ואכיפה",430, קטן מ-15 
58,גני תקווה,113,"נדרשת הידברות, הסברה ואכיפה",727,28
58,גבעת שמואל,111,"נדרשת הידברות, הסברה ואכיפה",486,34
58,ערערה,74,"נדרשת הידברות, הסברה ואכיפה",548,29
56,קרית שמונה,72,"נדרשת הידברות, הסברה ואכיפה",709,15
53,שוהם,93,"נדרשת הידברות, הסברה ואכיפה",369, קטן מ-15 
52,ג'לג'וליה,67,"נדרשת הידברות, הסברה ואכיפה",391,26
50,ג'סר א-זרקא,95,"נדרשת הידברות, הסברה ואכיפה",457,33
47,נחף,58,"נדרשת הידברות, הסברה ואכיפה",284,24
44,חורה,255,"נדרשת הידברות, הסברה ואכיפה",146, קטן מ-15 
43,עפולה,116,"נדרשת הידברות, הסברה ואכיפה",640, קטן מ-15 
42,קרית יערים,87,"נדרשת הידברות, הסברה ואכיפה",164,19
40,ג'ת,75,"נדרשת הידברות, הסברה ואכיפה",183,16
40,שדרות,107,"נדרשת הידברות, הסברה ואכיפה",297, קטן מ-15 
39,קרית מוצקין,65,"נדרשת הידברות, הסברה ואכיפה",1001,30
38,מזכרת בתיה,59,"נדרשת הידברות, הסברה ואכיפה",233, קטן מ-15 
38,"כפר חב""ד",83,"נדרשת הידברות, הסברה ואכיפה",295,23
38,עכו,76,"נדרשת הידברות, הסברה ואכיפה",613, קטן מ-15 
34,טירת כרמל,52,"נדרשת הידברות, הסברה ואכיפה",449,19
31,טמרה,57,"נדרשת הידברות, הסברה ואכיפה",498, קטן מ-15 
31,מבשרת ציון,54,"נדרשת הידברות, הסברה ואכיפה",677, קטן מ-15 
30,יפיע,35,"נדרשת הידברות, הסברה ואכיפה",205,16
30,כוכב יעקב,92,"נדרשת הידברות, הסברה ואכיפה",97, קטן מ-15 
29,קדימה-צורן,49,"נדרשת הידברות, הסברה ואכיפה",379, קטן מ-15 
28,חריש,42,"נדרשת הידברות, הסברה ואכיפה",341, קטן מ-15 
26,שפרעם,44,"נדרשת הידברות, הסברה ואכיפה",624, קטן מ-15 
26,אזור,66,"נדרשת הידברות, הסברה ואכיפה",322, קטן מ-15 
25,אלפי מנשה,31,"נדרשת הידברות, הסברה ואכיפה",145, קטן מ-15 
25,קרית ביאליק,45,"נדרשת הידברות, הסברה ואכיפה",551, קטן מ-15 
24,מגדל העמק,123,"נדרשת הידברות, הסברה ואכיפה",232, קטן מ-15 
24,קרית ים,53,"נדרשת הידברות, הסברה ואכיפה",856, קטן מ-15 
24,כפר יונה,40,"נדרשת הידברות, הסברה ואכיפה",326, קטן מ-15 
23,תפרח,27,"נדרשת הידברות, הסברה ואכיפה",49, קטן מ-15 
23,כרמיאל,78,"נדרשת הידברות, הסברה ואכיפה",597, קטן מ-15 
23,אריאל,43,"נדרשת הידברות, הסברה ואכיפה",224, קטן מ-15 
22,סביון,29,"נדרשת הידברות, הסברה ואכיפה",153, קטן מ-15 
22,בית דגן,34,"נדרשת הידברות, הסברה ואכיפה",120, קטן מ-15 
20,לקיה,37,"נדרשת הידברות, הסברה ואכיפה",100, קטן מ-15 
20,בית אריה,34,"נדרשת הידברות, הסברה ואכיפה",76, קטן מ-15 
18,ירוחם,30,"נדרשת הידברות, הסברה ואכיפה",170, קטן מ-15 
18,זכרון יעקב,58,"נדרשת הידברות, הסברה ואכיפה",234, קטן מ-15 
18,קרית עקרון,31,"נדרשת הידברות, הסברה ואכיפה",195, קטן מ-15 
18,יד בנימין,28,"נדרשת הידברות, הסברה ואכיפה",102, קטן מ-15 
18,נוף הגליל,53,"נדרשת הידברות, הסברה ואכיפה",338, קטן מ-15 
16,כפר ברא,23,"נדרשת הידברות, הסברה ואכיפה",48, קטן מ-15 
16,אפרת,80,"נדרשת הידברות, הסברה ואכיפה",134, קטן מ-15 
15,להבים,36,"נדרשת הידברות, הסברה ואכיפה",80, קטן מ-15 
 קטן מ-15 ,כוכב יאיר,24,"נדרשת הידברות, הסברה ואכיפה",196, קטן מ-15 
 קטן מ-15 ,יקנעם עילית,31,"נדרשת הידברות, הסברה ואכיפה",198, קטן מ-15 
 קטן מ-15 ,קרית ארבע,20,"נדרשת הידברות, הסברה ואכיפה",79, קטן מ-15 
 קטן מ-15 ,ראמה,19,"נדרשת הידברות, הסברה ואכיפה",70, קטן מ-15 
 קטן מ-15 ,בת חפר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",101, קטן מ-15 
 קטן מ-15 ,"בני עי""ש",19,"נדרשת הידברות, הסברה ואכיפה",116, קטן מ-15 
 קטן מ-15 ,צור הדסה,22,"נדרשת הידברות, הסברה ואכיפה",157, קטן מ-15 
 קטן מ-15 ,חצור הגלילית,18,"נדרשת הידברות, הסברה ואכיפה",123, קטן מ-15 
 קטן מ-15 ,כאבול,18,"נדרשת הידברות, הסברה ואכיפה",190, קטן מ-15 
 קטן מ-15 ,קדומים, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",32, קטן מ-15 
 קטן מ-15 ,קרית טבעון,18,"נדרשת הידברות, הסברה ואכיפה",224, קטן מ-15 
 קטן מ-15 ,עפרה,21,"נדרשת הידברות, הסברה ואכיפה",61, קטן מ-15 
 קטן מ-15 ,מעלה עירון,28,"נדרשת הידברות, הסברה ואכיפה",91, קטן מ-15 
 קטן מ-15 ,מג'ד אל-כרום,36,"נדרשת הידברות, הסברה ואכיפה",129, קטן מ-15 
 קטן מ-15 ,ניצן,16,"נדרשת הידברות, הסברה ואכיפה",76, קטן מ-15 
 קטן מ-15 ,חשמונאים,15,"נדרשת הידברות, הסברה ואכיפה",82, קטן מ-15 
 קטן מ-15 ,אבן יהודה,52,"נדרשת הידברות, הסברה ואכיפה",292, קטן מ-15 
 קטן מ-15 ,מיתר,32,"נדרשת הידברות, הסברה ואכיפה",145, קטן מ-15 
 קטן מ-15 ,בית ג'ן,16,"נדרשת הידברות, הסברה ואכיפה",178, קטן מ-15 
 קטן מ-15 ,תל שבע,19,"נדרשת הידברות, הסברה ואכיפה",96, קטן מ-15 
 קטן מ-15 ,בית אל,26,"נדרשת הידברות, הסברה ואכיפה",71, קטן מ-15 
 קטן מ-15 ,סח'נין,29,"נדרשת הידברות, הסברה ואכיפה",305, קטן מ-15 
 קטן מ-15 ,ג'דיידה-מכר,19,"נדרשת הידברות, הסברה ואכיפה",157, קטן מ-15 
 קטן מ-15 ,שערי תקווה,17,"נדרשת הידברות, הסברה ואכיפה",117, קטן מ-15 
