coronaOccupancy,isolatedTeam,name,normalOccupancy
150,127,הדסה עין כרם,106.2078247070313
104,56,שמיר (אסף הרופא),60.83052825927734
102,87,שערי צדק,92.99754333496094
100,55,שיבא,94.55696105957031
82,71,סוראסקי,97.01110076904297
68,67,הלל יפה,79.80582427978516
62,43,ברזילי,68
62,51,קפלן,90.2527084350586
50,71,"רמב""ם",90.72164916992188
46,73,מאיר,76.73522186279297
46,46,סורוקה,63.59687042236328
46,63,רבין ק. בילינסון,77.36527252197266
42,89,המרכזי בעמק,69.13793182373047
42,34,"אסותא אשדוד בי""ח",
40,22,לניאדו,1.949860692024231
36,87,נהריה,81.05117797851562
34,43,וולפסון,61.78623580932617
28.000000000000004,64,מעייני הישועה,85.94248962402344
2,37,בני ציון,73.44110870361328
2,11,זיו צפת,74.06340026855469
2,30,השרון ק. גולדה,50.62240600585938
0,18,הכרמל,65.03067779541016
0,34,הסקוטי,104.5112762451172
0,1,יוספטל,40
0,56,שניידר,85.65400695800781
0,4,אסותא ראשון לציון,
0,0,אל מקאסד,
0,3,המשפחה הקדושה,147.5
0,0,הסהר האדום,
0,35,הר הצופים,79.16666412353516
0,9,הצרפתי,64.92537689208984
0,11,אסותא רמת החייל,
0,1,אלישע,
0,1,אסותא באר שבע,
0,2,אסותא חיפה,
0,19,פוריה,60.28168869018555
