CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.00882825040128411,2020-03-02T00:00:00.000Z,1,5632,-152,0,1246
0,0,10,0,0,10,10,0.008025682182985553,2020-03-03T00:00:00.000Z,0,7857,-149,0,1246
0,0,12,0,0,12,11,0.009630818619582664,2020-03-04T00:00:00.000Z,0,7012,-151,0,1246
0,0,12,1,0,13,13,0.01043338683788122,2020-03-05T00:00:00.000Z,1,7012,-151,0,1246
1,0,14,2,0,16,16,0.01284109149277689,2020-03-06T00:00:00.000Z,1,5177,-150,0,1246
2,0,17,3,0,20,20,0.01605136436597111,2020-03-07T00:00:00.000Z,1,4861,-150,0,1246
4,0,21,5,0,26,26,0.02086677367576244,2020-03-08T00:00:00.000Z,2,7330,-147,0,1246
5,0,33,6,0,39,39,0.03130016051364366,2020-03-09T00:00:00.000Z,7,6205,-156,0,1246
5,0,53,6,0,59,59,0.04735152487961477,2020-03-10T00:00:00.000Z,2,6021,-143,0,1246
6,0,73,7,1,81,81,0.06500802568218299,2020-03-11T00:00:00.000Z,10,5981,-145,0,1246
6,0,95,7,1,103,101,0.0826645264847512,2020-03-12T00:00:00.000Z,6,5983,-144,0,1246
6,0,112,7,4,123,122,0.09871589085072231,2020-03-13T00:00:00.000Z,10,4121,-130,0,1246
4,0,152,6,4,162,161,0.130016051364366,2020-03-14T00:00:00.000Z,20,3692,-140,0,1246
6,0,187,9,6,202,200,0.1621187800963082,2020-03-15T00:00:00.000Z,37,5491,-141,0,1246
7,0,205,11,5,221,215,0.1773675762439808,2020-03-16T00:00:00.000Z,27,4759,-83,0,1246
7,0,238,12,6,256,256,0.2054574638844302,2020-03-17T00:00:00.000Z,46,4338,-34,0,1246
7,0,279,16,11,306,269,0.245585874799358,2020-03-18T00:00:00.000Z,54,3920,66,0,1246
12,0,263,21,11,295,264,0.2367576243980738,2020-03-19T00:00:00.000Z,31,4053,196,0,1246
12,1,252,23,14,289,251,0.2319422150882825,2020-03-20T00:00:00.000Z,30,3207,373,0,1246
15,0,229,27,21,277,273,0.2223113964686999,2020-03-21T00:00:00.000Z,35,2905,557,0,1246
22,0,255,37,32,324,305,0.260032102728732,2020-03-22T00:00:00.000Z,54,4523,772,0,1246
