coronaOccupancy,isolatedTeam,name,normalOccupancy
160,49,לניאדו,2.785515308380127
98.07692307692307,41,שערי צדק,95.9459457397461
94.33962264150944,126,הדסה עין כרם,106.7476348876953
90.9090909090909,62,נהריה,75.38035583496094
86.66666666666667,35,המרכזי בעמק,76.03448486328125
77.77777777777779,15,אסותא אשדוד,
76.47058823529412,29,שמיר (אסף הרופא),60.26935958862305
73.33333333333333,24,בני ציון,78.2909927368164
73.07692307692307,44,זיו צפת,74.06340026855469
71.66666666666667,65,שיבא,95.44303894042969
70.37037037037037,0,סנט ג'וזף,
70,5,הלל יפה,85.63106536865234
66.66666666666666,30,הסקוטי,102.2556381225586
62.96296296296296,7,מעייני הישועה,88.17891693115234
56.666666666666664,11,פוריה,61.12676239013672
55.55555555555556,31,סוראסקי,103.1596908569336
54.41176470588235,29,וולפסון,61.78623580932617
50,27,הכרמל,69.93865203857422
48,112,רבין ק. בילינסון,81.31736755371094
46.03174603174603,19,ברזילי,70
45,67,"רמב""ם",85.773193359375
39.02439024390244,24,השרון ק. גולדה,44.81327819824219
37.5,26,קפלן,87.72563171386719
36.585365853658544,67,מאיר,69.79434204101562
30.76923076923077,32,סורוקה,69.41790008544922
0,19,שניידר,84.81012725830078
