section,female,male,period,order_period
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 6, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 1.2}",חודש אחרון,5
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 4, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 2, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 1, 'percentage': 0}","{'amount': 2, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0}","{'amount': 1, 'percentage': 0}",6 חודשים,3
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 3, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.5}",3 חודשים,4
20-29,"{'amount': 16, 'percentage': 0.2}","{'amount': 23, 'percentage': 0.3}",מתחילת קורונה,1
20-29,"{'amount': 7, 'percentage': 0.2}","{'amount': 17, 'percentage': 0.4}",שנה,2
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.8}",חודש אחרון,5
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 5, 'percentage': 1.2}",3 חודשים,4
30-39,"{'amount': 9, 'percentage': 0.4}","{'amount': 14, 'percentage': 0.7}",6 חודשים,3
30-39,"{'amount': 21, 'percentage': 0.5}","{'amount': 31, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 31, 'percentage': 0.4}","{'amount': 45, 'percentage': 0.5}",מתחילת קורונה,1
40-49,"{'amount': 38, 'percentage': 1}","{'amount': 72, 'percentage': 1.8}",שנה,2
40-49,"{'amount': 12, 'percentage': 0.6}","{'amount': 35, 'percentage': 1.7}",6 חודשים,3
40-49,"{'amount': 6, 'percentage': 1.5}","{'amount': 9, 'percentage': 2.2}",3 חודשים,4
40-49,"{'amount': 2, 'percentage': 0.8}","{'amount': 2, 'percentage': 0.8}",חודש אחרון,5
40-49,"{'amount': 67, 'percentage': 0.8}","{'amount': 105, 'percentage': 1.2}",מתחילת קורונה,1
50-59,"{'amount': 165, 'percentage': 1.9}","{'amount': 327, 'percentage': 3.8}",מתחילת קורונה,1
50-59,"{'amount': 5, 'percentage': 1.9}","{'amount': 6, 'percentage': 2.3}",חודש אחרון,5
50-59,"{'amount': 9, 'percentage': 2.2}","{'amount': 22, 'percentage': 5.4}",3 חודשים,4
50-59,"{'amount': 40, 'percentage': 2}","{'amount': 76, 'percentage': 3.8}",6 חודשים,3
50-59,"{'amount': 90, 'percentage': 2.3}","{'amount': 173, 'percentage': 4.3}",שנה,2
60-69,"{'amount': 463, 'percentage': 5.4}","{'amount': 842, 'percentage': 9.9}",מתחילת קורונה,1
60-69,"{'amount': 27, 'percentage': 6.7}","{'amount': 42, 'percentage': 10.3}",3 חודשים,4
60-69,"{'amount': 158, 'percentage': 7.8}","{'amount': 197, 'percentage': 9.8}",6 חודשים,3
60-69,"{'amount': 274, 'percentage': 6.9}","{'amount': 404, 'percentage': 10.2}",שנה,2
60-69,"{'amount': 12, 'percentage': 4.7}","{'amount': 20, 'percentage': 7.8}",חודש אחרון,5
70-79,"{'amount': 437, 'percentage': 11}","{'amount': 573, 'percentage': 14.4}",שנה,2
70-79,"{'amount': 216, 'percentage': 10.7}","{'amount': 289, 'percentage': 14.3}",6 חודשים,3
70-79,"{'amount': 53, 'percentage': 13.1}","{'amount': 46, 'percentage': 11.3}",3 חודשים,4
70-79,"{'amount': 28, 'percentage': 10.9}","{'amount': 30, 'percentage': 11.7}",חודש אחרון,5
70-79,"{'amount': 821, 'percentage': 9.7}","{'amount': 1327, 'percentage': 15.6}",מתחילת קורונה,1
80-89,"{'amount': 52, 'percentage': 20.2}","{'amount': 44, 'percentage': 17.1}",חודש אחרון,5
80-89,"{'amount': 62, 'percentage': 15.3}","{'amount': 53, 'percentage': 13.1}",3 חודשים,4
80-89,"{'amount': 321, 'percentage': 15.9}","{'amount': 325, 'percentage': 16.1}",6 חודשים,3
80-89,"{'amount': 627, 'percentage': 15.8}","{'amount': 612, 'percentage': 15.4}",שנה,2
80-89,"{'amount': 1322, 'percentage': 15.6}","{'amount': 1452, 'percentage': 17.1}",מתחילת קורונה,1
90+,"{'amount': 356, 'percentage': 8.9}","{'amount': 238, 'percentage': 6}",שנה,2
90+,"{'amount': 194, 'percentage': 9.6}","{'amount': 119, 'percentage': 5.9}",6 חודשים,3
90+,"{'amount': 42, 'percentage': 10.3}","{'amount': 25, 'percentage': 6.2}",3 חודשים,4
90+,"{'amount': 29, 'percentage': 11.3}","{'amount': 22, 'percentage': 8.6}",חודש אחרון,5
90+,"{'amount': 865, 'percentage': 10.2}","{'amount': 613, 'percentage': 7.2}",מתחילת קורונה,1
