city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
תל אביב - יפו,32517,2687,1986,72126,59
נתניה,21873,2310,1563,28146,107
פתח תקווה,25138,1598,1256,30017,65
ירושלים,132968,1515,1237,58905,16
אשדוד,28047,1505,1246,21034,67
ראשון לציון,17847,1426,1110,29813,58
חולון,17550,1378,1080,21762,74
באר שבע,17288,1098,862,19588,55
חיפה,18606,999,795,24909,37
רחובות,13040,908,715,15642,64
אשקלון,13283,883,740,13891,61
בת ים,11511,866,624,13798,68
חדרה,8530,822,610,11099,85
רמת גן,9546,737,555,20075,49
בני ברק,49350,684,513,8066,33
רמלה,10632,570,453,7488,75
קרית גת,8136,519,397,5252,88
קרית מלאכי,4821,477,360,3201,191
כפר סבא,5441,470,337,15152,48
יבנה,5183,462,379,6693,95
עפולה,4696,456,319,5677,81
רעננה,4816,425,328,13126,55
לוד,9423,411,343,7242,52
הרצליה,5401,396,286,14232,42
ראש העין,6192,388,294,7928,60
מודיעין-מכבים-רעות,5918,368,315,10994,41
נהריה,3999,349,254,5761,58
קרית אתא,5250,321,264,5144,55
קרית ים,2918,313,219,4536,81
הוד השרון,3591,298,226,9046,49
פרדס חנה-כרכור,3454,293,186,5760,70
בית שמש,20609,263,213,6843,20
אור יהודה,4932,260,198,3951,75
נתיבות,7516,257,203,3283,64
קרית אונו,2336,256,201,6528,68
נס ציונה,2994,255,198,6418,56
"כפר חב""ד",1699,253,214,2445,362
רמת השרון,2545,253,190,7732,56
גבעתיים,2594,247,191,7404,45
קרית ביאליק,2672,243,187,3981,60
קרית מוצקין,2855,237,188,4661,52
אילת,3004,235,174,5586,41
שדרות,3335,232,148,3018,82
באר יעקב,2642,214,177,4174,80
כפר יונה,2051,211,158,3213,87
עכו,4496,210,168,3949,41
אלעד,11893,201,158,2000,42
נצרת,9397,197,148,4520,25
צפת,5088,195,162,2270,54
מגדל העמק,2395,192,164,2660,73
גדרה,2191,188,125,4781,74
טבריה,4810,187,139,3755,41
אופקים,4599,180,147,2426,54
מעלה אדומים,4242,164,136,3129,44
חריש,1928,164,122,2236,80
דימונה,2764,156,134,3281,43
גבעת שמואל,2001,153,126,3874,60
יהוד,2355,151,110,3743,52
בית שאן,2009,151,116,1854,76
קדימה-צורן,1484,146,106,3072,69
כרמיאל,2744,146,118,3579,31
נוף הגליל,3119,146,108,4031,33
אזור,1373,133,102,1821,109
גני תקווה,1613,124,101,3089,59
אור עקיבא,1899,124,88,1749,62
טייבה,4853,122,79,3951,27
מעלות-תרשיחא,1787,121,94,2191,53
סח'נין,4640,120,65,2125,36
ערד,2652,119,98,1766,44
זכרון יעקב,1564,107,78,2906,47
גן יבנה,1879,106,78,2297,47
מודיעין עילית,25313,104,86,1526,13
טירה,2934,103,74,2064,38
מזכרת בתיה,947,103,75,2432,67
קרית עקרון,1047,100,90,1153,94
נשר,1168,100,65,2498,46
קרית טבעון,742,97,76,2256,61
שוהם,1324,95,86,2936,48
מבשרת ציון,2074,90,74,2252,38
שפרעם,4259,86,74,1922,21
יקנעם עילית,1297,84,68,2357,36
מגאר,2245,82,70,1013,36
עראבה,2467,80,57,1353,30
ג'דיידה-מכר,2225,76,65,1259,36
אורנית,544,76,44,1852,84
כפר קרע,1783,76,56,1309,39
טירת כרמל,1542,70,58,1605,29
גבעת זאב,3866,67,54,1276,34
ג'ת,1329,66,55,874,53
באקה אל-גרביה,2872,63,44,1642,21
קרני שומרון,879,63,45,1316,65
שלומי,498,63,40,570,92
אום אל-פחם,6299,63,52,2300,11
בועיינה-נוג'ידאת,1017,60,44,588,58
אבן יהודה,778,60,53,2074,45
אריאל,1161,59,49,1719,32
עלי זהב,389,58,37,891,142
רהט,5096,57,38,1968,8
תל מונד,603,56,42,1889,43
כפר קאסם,3507,55,40,1771,22
מיתר,482,53,36,1375,50
טלמון,568,51,31,779,101
ביתר עילית,12943,50,44,1380,8
עתלית,435,49,42,945,54
כסרא-סמיע,1099,48,25,406,54
רכסים,3176,46,40,341,36
פוריידיס,1325,46,27,614,34
קרית שמונה,1445,45,32,1149,20
ערערה,2119,44,27,1074,22
בנימינה-גבעת עדה,929,43,27,2127,30
עומר,358,41,38,906,51
בית ג'ן,1979,40,31,572,33
גבע בנימין,730,39,38,492,71
חצור הגלילית,1515,39,35,573,39
טמרה,3969,38,25,1577,11
קלנסווה,2563,37,26,1436,16
כפר ורדים,294,37,24,722,67
בית דגן,620,36,27,854,55
אכסאל,1559,34,21,841,22
בית אל,582,34,32,761,60
כפר האורנים,177,34,24,668,156
כפר תבור,248,34,30,813,76
קרית יערים,1568,33,32,431,52
ריינה,1802,33,20,750,20
כפר כנא,2498,31,29,1305,13
אלפי מנשה,413,31,27,957,39
פרדסיה,369,31,22,856,45
"בני עי""ש",571,30,25,678,45
רמת ישי,338,30,26,904,41
בית חשמונאי,149,30,21,525,140
חורה,913,29, 11-14 ,464,16
סביון,310,29,20,813,67
אפרת,1129,29,25,1323,24
אליכין,301,29, 11-14 ,579,83
יבנאל,344,29,22,247,68
כוכב יאיר,537,29,18,1217,32
ראש פינה,195,28,23,342,89
אבו סנאן,1415,27,23,738,20
צור יצחק,299,26,22,860,40
דבוריה,1244,26,24,745,24
ירוחם,1055,26,21,944,24
שערי תקווה,522,26,18,642,46
דאלית אל-כרמל,2377,25,18,535,14
יד בנימין,732,25,22,491,59
אעבלין,1263,24,15,666,18
בת חפר,327,23,16,593,46
קיסריה,291,23,16,847,41
נוף איילון,266,22,22,546,96
זרזיר,525,22,18,288,25
ג'לג'וליה,999,22,16,677,21
דייר חנא,1496,22,20,515,20
עמנואל,703,21,18,168,47
"בסמ""ה",954,21,  6-10  ,586,19
חשמונאים,488,20,19,612,69
כפר אדומים,302,19,16,558,43
קדומים,427,19,15,736,41
צור הדסה,733,19,16,852,20
בית אריה,301,19, 11-14 ,512,37
נעלה,176,19,  6-10  ,231,88
ניצן,268,19,19,286,80
מרכז שפירא,255,19,15,360,85
מבוא חורון,327,18, 11-14 ,384,70
עספיא,1440,18,15,401,15
משהד,826,18,17,274,20
כפר מנדא,1735,17,16,902,8
לפיד,142,17,15,355,81
מתן,202,17,16,592,53
יפיע,2257,17, 11-14 ,792,9
גן נר,163,17,  6-10  ,262,64
טורעאן,1329,16, 11-14 ,674,11
עלי,415,16, 11-14 ,512,38
ראמה,986,16, 11-14 ,344,19
כפר ברא,425,16, 11-14 ,368,41
ג'סר א-זרקא,1005,16, 11-14 ,714,11
הר אדר,232,16,15,410,40
קצרין,337,15, 11-14 ,588,20
מעלה עירון,1931,15, 11-14 ,583,10
אבטין,216, קטן מ-15 ,  1-5  ,129,7
דייר אל-אסד,1392, קטן מ-15 ,  6-10  ,533,9
פסגות,213, קטן מ-15 ,  6-10  ,187,38
ביר אל-מכסור,640, קטן מ-15 ,  1-5  ,389,6
צופים,230, קטן מ-15 ,  1-5  ,251,25
אעצם (שבט),93, קטן מ-15 ,  1-5  ,84,8
אטרש (שבט),60, קטן מ-15 ,  6-10  ,71,28
רומת הייב,130, קטן מ-15 ,  1-5  ,57,33
תפרח,713, קטן מ-15 ,  1-5  ,81,22
צור משה,138, קטן מ-15 ,  6-10  ,399,46
כאוכב אבו אל-היג'א,473, קטן מ-15 ,  1-5  ,190,8
