averageInfected,begin_date,end_date,isCurrentWeek
3030,2022-04-24T00:00:00.000Z,2022-04-30T00:00:00.000Z,False
2056,2022-05-01T00:00:00.000Z,2022-05-07T00:00:00.000Z,False
2167,2022-05-08T00:00:00.000Z,2022-05-14T00:00:00.000Z,False
