cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו גוש,קטן מ-15,אין מידע,37,47.06,7.23,כתום,7862
אבו סנאן,קטן מ-15,אין מידע,22,15.38,4.79,צהוב,14306
אבן יהודה,קטן מ-15,אין מידע,40,28.50,5.18,צהוב,14036
אום אל-פחם,קטן מ-15,אין מידע,18,3.17,4.71,צהוב,56713
אופקים,17,27.42,62,19.15,4.26,ירוק,32378
אור יהודה,קטן מ-15,אין מידע,47,12.85,5.2,צהוב,36587
אור עקיבא,קטן מ-15,אין מידע,26,13.39,5.22,צהוב,19417
אורנית,קטן מ-15,אין מידע,27,29.97,6.8,כתום,9010
אזור,קטן מ-15,אין מידע,31,23.44,5.18,צהוב,13228
אילת,26,16.88,154,29.33,6.06,כתום,52507
אפרת,קטן מ-15,אין מידע,22,19.26,6.3,כתום,11420
אריאל,קטן מ-15,אין מידע,24,11.71,4.92,צהוב,20488
אשדוד,79,20.57,384,16.97,5.87,צהוב,226329
אשקלון,113,30.96,365,24.92,6.28,כתום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,16,5.25,5.06,צהוב,30448
באר יעקב,22,36.07,61,21.17,6.13,כתום,28818
באר שבע,112,18.48,606,28.77,5.81,צהוב,210624
בית דגן,קטן מ-15,אין מידע,18,24.66,5.05,צהוב,7298
בית שאן,קטן מ-15,אין מידע,25,13.17,3.29,ירוק,18980
בית שמש,קטן מ-15,אין מידע,71,5.37,3.5,ירוק,132210
בני ברק,קטן מ-15,אין מידע,52,2.50,2.04,ירוק,208031
בנימינה-גבעת עדה,קטן מ-15,אין מידע,43,26.92,6.67,כתום,15971
בת ים,41,18.06,227,17.77,4.86,צהוב,127772
גבעת זאב,קטן מ-15,אין מידע,26,13.54,5.65,צהוב,19205
גבעת שמואל,קטן מ-15,אין מידע,63,23.13,5.54,צהוב,27236
גבעתיים,23,18.70,123,20.21,5.35,צהוב,60872
גדרה,36,39.13,92,31.94,6.72,כתום,28805
גן יבנה,16,35.56,45,18.84,5.41,צהוב,23887
גני תקווה,19,27.54,69,32.08,6.17,כתום,21508
דימונה,15,29.41,51,14.59,4.55,צהוב,34954
הוד השרון,43,24.71,174,26.87,5.92,צהוב,64755
הרצליה,46,15.59,295,29.74,5.5,צהוב,99208
זכרון יעקב,קטן מ-15,אין מידע,50,21.27,6.01,כתום,23503
חדרה,30,17.24,174,17.59,5.23,צהוב,98928
חולון,79,20.10,393,20.00,5.38,צהוב,196510
חיפה,106,13.75,771,27.05,5.67,צהוב,284981
חריש,18,37.50,48,24.48,6.71,כתום,19608
טבריה,קטן מ-15,אין מידע,100,21.89,4.61,צהוב,45686
טייבה,24,53.33,45,10.09,6.78,כתום,44582
טירה,קטן מ-15,אין מידע,22,8.16,5.4,צהוב,26972
טירת כרמל,קטן מ-15,אין מידע,54,22.24,4.83,צהוב,24285
יבנה,24,29.27,82,16.48,5.81,צהוב,49759
יהוד,17,25.00,68,22.66,5.14,צהוב,30003
יקנעם עילית,קטן מ-15,אין מידע,55,22.86,5.55,צהוב,24061
ירושלים,212,17.26,1228,12.89,4.39,ירוק,952916
כוכב יאיר,קטן מ-15,אין מידע,29,33.19,5.41,צהוב,8738
