instituteDesc,occupancy,gOccupancy,occupancyDate
מאיר,56.5,76.9,2022-05-14T00:00:00.000Z
סורוקה,58.1,70.5,2022-05-14T00:00:00.000Z
וולפסון,68.9,58.7,2022-05-14T00:00:00.000Z
הכרמל,73.6,70.3,2022-05-14T00:00:00.000Z
לניאדו,79.5,76,2022-05-14T00:00:00.000Z
בני ציון,83.5,76.7,2022-05-14T00:00:00.000Z
שיבא,85.8,93.4,2022-05-14T00:00:00.000Z
הדסה הר הצופים,86.1,77.4,2022-05-14T00:00:00.000Z
פוריה,87.2,66.5,2022-05-14T00:00:00.000Z
שמיר,88.8,65.1,2022-05-14T00:00:00.000Z
ברזילי,92.2,68.2,2022-05-14T00:00:00.000Z
זיו צפת,92.2,61.1,2022-05-14T00:00:00.000Z
המרכזי בעמק,93.5,69.2,2022-05-14T00:00:00.000Z
יוספטל,93.8,56.9,2022-05-14T00:00:00.000Z
נהריה,95.8,76.8,2022-05-14T00:00:00.000Z
הלל יפה,96.6,82.5,2022-05-14T00:00:00.000Z
רבין ק. בילינסון,98.2,83,2022-05-14T00:00:00.000Z
קפלן,100,92.2,2022-05-14T00:00:00.000Z
"רמב""ם",101,79.3,2022-05-14T00:00:00.000Z
הדסה עין כרם,120.4,87,2022-05-14T00:00:00.000Z
אסותא אשדוד,122,97.6,2022-05-14T00:00:00.000Z
