gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,417514,10.3,7,0.1,30,0.5,111,0.4
זכר,0-9,6 חודשים,278855,10.2,4,0.2,16,1.1,54,0.8
זכר,0-9,שנה,349109,10.8,5,0.1,22,0.9,80,0.7
זכר,0-9,חודש אחרון,5363,6.3,0,0,0,0,4,0.8
זכר,0-9,3 חודשים,59505,8.6,1,0.1,7,1,24,0.8
נקבה,0-9,שנה,283312,8.8,2,0,8,0.3,55,0.5
נקבה,0-9,6 חודשים,219106,8,2,0.1,8,0.6,37,0.5
נקבה,0-9,מתחילת קורונה,341271,8.4,5,0,15,0.2,73,0.3
נקבה,0-9,חודש אחרון,4268,5,0,0,0,0,3,0.6
נקבה,0-9,3 חודשים,46386,6.7,1,0.1,4,0.5,16,0.6
זכר,10-19,מתחילת קורונה,417206,10.3,7,0.1,23,0.4,77,0.3
זכר,10-19,חודש אחרון,3925,4.6,0,0,0,0,1,0.2
זכר,10-19,6 חודשים,269266,9.8,4,0.2,9,0.6,26,0.4
זכר,10-19,3 חודשים,50935,7.4,1,0.1,4,0.5,6,0.2
זכר,10-19,שנה,320914,9.9,5,0.1,14,0.6,41,0.3
נקבה,10-19,מתחילת קורונה,406443,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,6 חודשים,268161,9.8,2,0.1,9,0.6,16,0.2
נקבה,10-19,3 חודשים,49848,7.2,0,0,2,0.3,8,0.3
נקבה,10-19,שנה,321340,9.9,4,0.1,15,0.6,34,0.3
נקבה,10-19,חודש אחרון,4146,4.9,0,0,1,0.6,1,0.2
זכר,20-29,6 חודשים,144512,5.3,2,0.1,11,0.8,40,0.6
זכר,20-29,שנה,173541,5.4,5,0.1,22,0.9,90,0.7
זכר,20-29,חודש אחרון,3410,4,0,0,0,0,3,0.6
זכר,20-29,מתחילת קורונה,244087,6,24,0.2,54,0.9,240,0.8
זכר,20-29,3 חודשים,34825,5,1,0.1,5,0.7,15,0.5
נקבה,20-29,6 חודשים,226776,8.3,6,0.2,14,1,28,0.4
נקבה,20-29,מתחילת קורונה,348841,8.6,22,0.2,57,0.9,272,0.9
נקבה,20-29,חודש אחרון,5167,6.1,0,0,1,0.6,0,0
נקבה,20-29,3 חודשים,52936,7.7,1,0.1,1,0.1,7,0.2
נקבה,20-29,שנה,264924,8.2,9,0.2,20,0.8,98,0.8
זכר,30-39,6 חודשים,157209,5.7,12,0.5,29,2,60,0.9
זכר,30-39,חודש אחרון,5195,6.1,0,0,4,2.6,3,0.6
זכר,30-39,שנה,185665,5.7,25,0.6,48,2,215,1.8
זכר,30-39,מתחילת קורונה,238222,5.9,53,0.5,102,1.7,623,2.2
זכר,30-39,3 חודשים,43312,6.3,4,0.4,20,2.7,27,0.9
נקבה,30-39,מתחילת קורונה,348028,8.6,38,0.4,105,1.7,595,2.1
נקבה,30-39,6 חודשים,244923,8.9,6,0.2,18,1.3,71,1
נקבה,30-39,שנה,285562,8.8,17,0.4,38,1.6,223,1.8
נקבה,30-39,חודש אחרון,7152,8.4,2,1.5,4,2.6,5,1
נקבה,30-39,3 חודשים,62165,9,4,0.4,12,1.6,25,0.9
זכר,40-49,6 חודשים,146258,5.3,21,0.8,54,3.8,144,2.1
זכר,40-49,שנה,169315,5.2,52,1.2,106,4.5,462,3.8
זכר,40-49,חודש אחרון,5023,5.9,0,0,5,3.2,8,1.6
זכר,40-49,מתחילת קורונה,213294,5.2,120,1.1,260,4.3,1396,4.8
זכר,40-49,3 חודשים,40467,5.9,7,0.7,21,2.9,56,1.9
נקבה,40-49,מתחילת קורונה,307554,7.6,77,0.7,140,2.3,969,3.4
