period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,121692,9475,7.79
3_Month,0-9,322023,94490,29.34
6_Month,0-9,1225834,503453,41.07
1_Year,0-9,1490713,624110,41.87
All,0-9,1697294,732126,43.13
1_Month,10-19,130239,8069,6.2
3_Month,10-19,336819,90273,26.8
6_Month,10-19,1146613,539356,47.04
1_Year,10-19,1389998,628091,45.19
All,10-19,1615496,773778,47.9
1_Month,20-29,166341,8421,5.06
3_Month,20-29,424186,82603,19.47
6_Month,20-29,984677,372797,37.86
1_Year,20-29,1217515,434902,35.72
All,20-29,1442422,556870,38.61
1_Month,30-39,155935,11986,7.69
3_Month,30-39,413013,98528,23.86
6_Month,30-39,958256,403945,42.15
1_Year,30-39,1160877,467245,40.25
All,30-39,1344392,553746,41.19
1_Month,40-49,150426,11776,7.83
3_Month,40-49,393132,93400,23.76
6_Month,40-49,875035,371561,42.46
1_Year,40-49,1039184,420343,40.45
All,40-49,1193025,494816,41.48
1_Month,50-59,135606,10187,7.51
3_Month,50-59,339822,70895,20.86
6_Month,50-59,673478,248790,36.94
1_Year,50-59,801317,276493,34.5
All,50-59,925997,333872,36.06
1_Month,60-69,118073,10753,9.11
3_Month,60-69,295666,57290,19.38
6_Month,60-69,552608,173472,31.39
1_Year,60-69,657097,191004,29.07
All,60-69,755982,229535,30.36
1_Month,70-79,77569,8398,10.83
3_Month,70-79,195863,37443,19.12
6_Month,70-79,345528,96077,27.81
1_Year,70-79,413266,105687,25.57
All,70-79,477573,126166,26.42
1_Month,80-89,31239,3286,10.52
3_Month,80-89,73803,13872,18.8
6_Month,80-89,128837,36787,28.55
1_Year,80-89,158760,41379,26.06
All,80-89,200488,52385,26.13
1_Month,90+,8724,840,9.63
3_Month,90+,17969,3247,18.07
6_Month,90+,30165,9362,31.04
1_Year,90+,37703,10561,28.01
All,90+,51815,14231,27.47
