Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,45,63,0,0,1,0,0,0,0
2020-12-20T00:00:00.000Z,7382,7445,0.08,0,1,0,0,0,0
2020-12-21T00:00:00.000Z,24902,32347,0.35,0,1,0,0,0,0
2020-12-22T00:00:00.000Z,44632,76979,0.83,0,1,0,0,0,0
2020-12-23T00:00:00.000Z,62879,139858,1.5,0,1,0,0,0,0
2020-12-24T00:00:00.000Z,73381,213239,2.29,0,1,0,0,0,0
2020-12-25T00:00:00.000Z,38481,251720,2.71,0,1,0,0,0,0
2020-12-26T00:00:00.000Z,32599,284319,3.06,0,1,0,0,0,0
2020-12-27T00:00:00.000Z,104473,388792,4.18,0,1,0,0,0,0
2020-12-28T00:00:00.000Z,134931,523723,5.63,0,1,0,0,0,0
2020-12-29T00:00:00.000Z,156165,679888,7.31,0,1,0,0,0,0
2020-12-30T00:00:00.000Z,152976,832864,8.96,0,1,0,0,0,0
2020-12-31T00:00:00.000Z,158419,991283,10.66,0,1,0,0,0,0
2021-01-01T00:00:00.000Z,71335,1062618,11.43,0,1,0,0,0,0
2021-01-02T00:00:00.000Z,71675,1134293,12.2,0,1,0,0,0,0
2021-01-03T00:00:00.000Z,149602,1283895,13.81,0,1,0,0,0,0
2021-01-04T00:00:00.000Z,152048,1435943,15.44,1,2,0,0,0,0
2021-01-05T00:00:00.000Z,125047,1560990,16.79,0,2,0,0,0,0
2021-01-06T00:00:00.000Z,103217,1664207,17.9,1,3,0,0,0,0
2021-01-07T00:00:00.000Z,115953,1780160,19.14,5,8,0,0,0,0
2021-01-08T00:00:00.000Z,66390,1846550,19.86,3,11,0,0,0,0
2021-01-09T00:00:00.000Z,44492,1891042,20.34,23,34,0,0,0,0
2021-01-10T00:00:00.000Z,37582,1928624,20.74,5990,6024,0.06,0,0,0
2021-01-11T00:00:00.000Z,21088,1949712,20.97,19248,25272,0.27,0,0,0
2021-01-12T00:00:00.000Z,23980,1973692,21.22,35649,60921,0.66,0,0,0
2021-01-13T00:00:00.000Z,51978,2025670,21.78,56848,117769,1.27,0,0,0
2021-01-14T00:00:00.000Z,56381,2082051,22.39,68803,186572,2.01,0,0,0
2021-01-15T00:00:00.000Z,30687,2112738,22.72,35906,222478,2.39,0,0,0
2021-01-16T00:00:00.000Z,29412,2142150,23.04,25997,248475,2.67,0,0,0
2021-01-17T00:00:00.000Z,68341,2210491,23.77,84537,333012,3.58,0,0,0
2021-01-18T00:00:00.000Z,69646,2280137,24.52,120347,453359,4.88,0,0,0
2021-01-19T00:00:00.000Z,72731,2352868,25.3,137715,591074,6.36,0,0,0
2021-01-20T00:00:00.000Z,76713,2429581,26.13,143622,734696,7.9,0,0,0
2021-01-21T00:00:00.000Z,69814,2499395,26.88,164261,898957,9.67,0,0,0
2021-01-22T00:00:00.000Z,37799,2537194,27.28,71038,969995,10.43,0,0,0
2021-01-23T00:00:00.000Z,39901,2577095,27.71,53526,1023521,11.01,0,0,0
2021-01-24T00:00:00.000Z,69006,2646101,28.45,140558,1164079,12.52,0,0,0
2021-01-25T00:00:00.000Z,80796,2726897,29.32,139373,1303452,14.02,0,0,0
2021-01-26T00:00:00.000Z,78585,2805482,30.17,126282,1429734,15.37,0,0,0
2021-01-27T00:00:00.000Z,77800,2883282,31.01,124905,1554639,16.72,0,0,0
2021-01-28T00:00:00.000Z,79425,2962707,31.86,130482,1685121,18.12,0,0,0
2021-01-29T00:00:00.000Z,36580,2999287,32.25,64719,1749840,18.82,0,0,0
2021-01-30T00:00:00.000Z,34340,3033627,32.62,42704,1792544,19.28,0,0,0
2021-01-31T00:00:00.000Z,73239,3106866,33.41,59417,1851961,19.92,0,0,0
2021-02-01T00:00:00.000Z,82386,3189252,34.3,35277,1887238,20.29,0,0,0
2021-02-02T00:00:00.000Z,69949,3259201,35.05,31003,1918241,20.63,0,0,0
2021-02-03T00:00:00.000Z,60160,3319361,35.69,51339,1969580,21.18,0,0,0
2021-02-04T00:00:00.000Z,72493,3391854,36.47,58008,2027588,21.8,0,0,0
2021-02-05T00:00:00.000Z,33843,3425697,36.84,28719,2056307,22.11,0,0,0
2021-02-06T00:00:00.000Z,21566,3447263,37.07,22183,2078490,22.35,0,0,0
2021-02-07T00:00:00.000Z,54010,3501273,37.65,68632,2147122,23.09,0,0,0
2021-02-08T00:00:00.000Z,58545,3559818,38.28,65328,2212450,23.79,0,0,0
2021-02-09T00:00:00.000Z,66231,3626049,38.99,67437,2279887,24.52,0,0,0
2021-02-10T00:00:00.000Z,70422,3696471,39.75,72145,2352032,25.29,0,0,0
2021-02-11T00:00:00.000Z,81022,3777493,40.62,71963,2423995,26.07,0,0,0
2021-02-12T00:00:00.000Z,38999,3816492,41.04,37498,2461493,26.47,0,0,0
2021-02-13T00:00:00.000Z,27394,3843886,41.34,30383,2491876,26.8,0,0,0
2021-02-14T00:00:00.000Z,74802,3918688,42.14,68965,2560841,27.54,0,0,0
2021-02-15T00:00:00.000Z,81405,4000093,43.02,75589,2636430,28.35,0,0,0
2021-02-16T00:00:00.000Z,83324,4083417,43.91,78160,2714590,29.19,0,0,0
2021-02-17T00:00:00.000Z,61867,4145284,44.58,75492,2790082,30,0,0,0
2021-02-18T00:00:00.000Z,69042,4214326,45.32,79622,2869704,30.86,0,0,0
2021-02-19T00:00:00.000Z,39585,4253911,45.74,38060,2907764,31.27,0,0,0
2021-02-20T00:00:00.000Z,31598,4285509,46.08,28684,2936448,31.58,0,0,0
2021-02-21T00:00:00.000Z,79341,4364850,46.94,78345,3014793,32.42,0,0,0
2021-02-22T00:00:00.000Z,84943,4449793,47.85,80487,3095280,33.29,0,0,0
2021-02-23T00:00:00.000Z,77216,4527009,48.68,70346,3165626,34.04,0,0,0
2021-02-24T00:00:00.000Z,60954,4587963,49.34,62982,3228608,34.72,0,0,0
2021-02-25T00:00:00.000Z,51604,4639567,49.89,64676,3293284,35.41,0,0,0
2021-02-26T00:00:00.000Z,25812,4665379,50.17,31949,3325233,35.76,0,0,0
2021-02-27T00:00:00.000Z,18285,4683664,50.37,21164,3346397,35.99,0,0,0
2021-02-28T00:00:00.000Z,40231,4723895,50.8,55808,3402205,36.59,0,0,0
2021-03-01T00:00:00.000Z,45572,4769467,51.29,61338,3463543,37.25,0,0,0
2021-03-02T00:00:00.000Z,41056,4810523,51.73,64661,3528204,37.94,0,0,0
2021-03-03T00:00:00.000Z,41880,4852403,52.18,66662,3594866,38.66,0,0,0
2021-03-04T00:00:00.000Z,39544,4891947,52.61,78985,3673851,39.51,0,0,0
2021-03-05T00:00:00.000Z,17213,4909160,52.79,40371,3714222,39.94,0,0,0
2021-03-06T00:00:00.000Z,10612,4919772,52.9,25299,3739521,40.21,0,0,0
2021-03-07T00:00:00.000Z,31030,4950802,53.24,72754,3812275,41,0,0,0
2021-03-08T00:00:00.000Z,27232,4978034,53.53,73177,3885452,41.78,0,0,0
2021-03-09T00:00:00.000Z,26603,5004637,53.82,76509,3961961,42.6,0,0,0
2021-03-10T00:00:00.000Z,23192,5027829,54.07,58575,4020536,43.23,0,0,0
2021-03-11T00:00:00.000Z,23131,5050960,54.32,68966,4089502,43.98,0,0,0
2021-03-12T00:00:00.000Z,11149,5062109,54.44,41331,4130833,44.42,0,0,0
2021-03-13T00:00:00.000Z,7874,5069983,54.52,25194,4156027,44.69,0,0,0
2021-03-14T00:00:00.000Z,20864,5090847,54.74,73866,4229893,45.49,0,0,0
2021-03-15T00:00:00.000Z,19982,5110829,54.96,78156,4308049,46.33,0,0,0
2021-03-16T00:00:00.000Z,18605,5129434,55.16,71391,4379440,47.09,0,0,0
2021-03-17T00:00:00.000Z,17563,5146997,55.35,58925,4438365,47.73,0,0,0
2021-03-18T00:00:00.000Z,15890,5162887,55.52,58029,4496394,48.35,0,0,0
2021-03-19T00:00:00.000Z,6799,5169686,55.59,27903,4524297,48.65,0,0,0
2021-03-20T00:00:00.000Z,5143,5174829,55.65,15259,4539556,48.82,0,0,0
2021-03-21T00:00:00.000Z,13076,5187905,55.79,40422,4579978,49.25,0,0,0
2021-03-22T00:00:00.000Z,13418,5201323,55.93,40431,4620409,49.69,0,0,0
2021-03-23T00:00:00.000Z,2670,5203993,55.96,7203,4627612,49.76,0,0,0
2021-03-24T00:00:00.000Z,10853,5214846,56.08,46436,4674048,50.26,0,0,0
2021-03-25T00:00:00.000Z,10098,5224944,56.19,35325,4709373,50.64,0,0,0
2021-03-26T00:00:00.000Z,4049,5228993,56.23,13255,4722628,50.78,0,0,0
2021-03-27T00:00:00.000Z,1721,5230714,56.25,4220,4726848,50.83,0,0,0
2021-03-28T00:00:00.000Z,2055,5232769,56.27,4568,4731416,50.88,0,0,0
2021-03-29T00:00:00.000Z,6801,5239570,56.34,29930,4761346,51.2,0,0,0
2021-03-30T00:00:00.000Z,7716,5247286,56.43,22316,4783662,51.44,0,0,0
2021-03-31T00:00:00.000Z,8005,5255291,56.51,19348,4803010,51.65,0,0,0
2021-04-01T00:00:00.000Z,8005,5263296,56.6,18564,4821574,51.85,0,0,0
2021-04-02T00:00:00.000Z,2817,5266113,56.63,8036,4829610,51.94,0,0,0
2021-04-03T00:00:00.000Z,1357,5267470,56.64,2908,4832518,51.97,0,0,0
2021-04-04T00:00:00.000Z,9559,5277029,56.75,22767,4855285,52.21,0,0,0
