period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,123605,33465,27.07
3_Month,0-9,1131896,458979,40.55
6_Month,0-9,1273223,492968,38.72
1_Year,0-9,1484053,590013,39.76
All,0-9,1673303,697034,41.66
1_Month,10-19,124218,35148,28.3
3_Month,10-19,1034449,500531,48.39
6_Month,10-19,1168745,525752,44.98
1_Year,10-19,1369088,598482,43.71
All,10-19,1584475,743155,46.9
1_Month,20-29,152012,29762,19.58
3_Month,20-29,808617,330761,40.9
6_Month,20-29,978890,342986,35.04
1_Year,20-29,1171546,396891,33.88
All,20-29,1388760,519599,37.41
1_Month,30-39,148844,34062,22.88
3_Month,30-39,794245,353351,44.49
6_Month,30-39,936240,367609,39.26
1_Year,30-39,1107656,421579,38.06
All,30-39,1283250,508909,39.66
1_Month,40-49,146702,32498,22.15
3_Month,40-49,730577,323897,44.33
6_Month,40-49,847565,334197,39.43
1_Year,40-49,987168,376640,38.15
All,40-49,1136475,451731,39.75
1_Month,50-59,129761,23141,17.83
3_Month,50-59,536911,210045,39.12
6_Month,50-59,638242,215014,33.69
1_Year,50-59,745087,239717,32.17
All,50-59,868297,297763,34.29
1_Month,60-69,113255,16515,14.58
3_Month,60-69,431481,138680,32.14
6_Month,60-69,515451,141728,27.5
1_Year,60-69,602690,157585,26.15
All,60-69,700738,196345,28.02
1_Month,70-79,75799,9804,12.93
3_Month,70-79,261939,71811,27.42
6_Month,70-79,315151,73345,23.27
1_Year,70-79,373168,82098,22
All,70-79,436721,102574,23.49
1_Month,80-89,34460,3472,10.08
3_Month,80-89,101352,27695,27.33
6_Month,80-89,120138,28392,23.63
1_Year,80-89,147277,32609,22.14
All,80-89,186876,43564,23.31
1_Month,90+,9423,800,8.49
3_Month,90+,24688,7252,29.37
6_Month,90+,28936,7430,25.68
1_Year,90+,35970,8556,23.79
All,90+,48982,12213,24.93
