name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,87.40505981445312,124
יוספטל,,33.84615325927734,2
שמיר,,64.08529663085938,38
וולפסון,,63.2503662109375,24
זיו צפת,,63.97694396972656,34
הלל יפה,,75.33980560302734,41
נהריה,,69.98616790771484,35
ברזילי,,73,21
פוריה,,61.40845108032227,14
סוראסקי,,90.4355239868164,64
בני ציון,,67.89838409423828,23
רבין ק. בילינסון,,70.41915893554688,129
סורוקה,,58.12337112426758,76
מאיר,,67.73779296875,48
קפלן,,94.22382354736328,75
"רמב""ם",,78.76288604736328,46
הכרמל,,68.30265808105469,26
השרון ק. גולדה,,47.30290603637695,41
הדסה עין כרם,,,149
הסקוטי,,97.7443618774414,17
סנט וינסנט,,40.29850769042969,1
המשפחה הקדושה,,,0
סנט ג'וזף,,,2
שערי צדק,,87.83783721923828,105
אל מקאסד,,,0
לניאדו,,88.57938385009766,131
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,82.27848052978516,36
אסותא אשדוד,,,12
שניידר,,,0
המרכזי בעמק,,63.7931022644043,62
