section,female,male,period,order_period
0-9,"{'amount': 53, 'percentage': 0.4}","{'amount': 75, 'percentage': 0.6}",שנה,2
0-9,"{'amount': 63, 'percentage': 0.2}","{'amount': 99, 'percentage': 0.4}",מתחילת קורונה,1
0-9,"{'amount': 21, 'percentage': 0.6}","{'amount': 27, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 29, 'percentage': 0.5}","{'amount': 41, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 38, 'percentage': 0.4}","{'amount': 59, 'percentage': 0.7}",6 חודשים,3
10-19,"{'amount': 25, 'percentage': 0.3}","{'amount': 33, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 14, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.4}",3 חודשים,4
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",חודש אחרון,5
10-19,"{'amount': 62, 'percentage': 0.2}","{'amount': 70, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 37, 'percentage': 0.3}","{'amount': 44, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 248, 'percentage': 0.9}","{'amount': 208, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 23, 'percentage': 0.4}","{'amount': 31, 'percentage': 0.6}",3 חודשים,4
20-29,"{'amount': 72, 'percentage': 0.8}","{'amount': 67, 'percentage': 0.8}",6 חודשים,3
20-29,"{'amount': 122, 'percentage': 0.9}","{'amount': 124, 'percentage': 1}",שנה,2
20-29,"{'amount': 12, 'percentage': 0.3}","{'amount': 18, 'percentage': 0.5}",חודש אחרון,5
30-39,"{'amount': 546, 'percentage': 2}","{'amount': 570, 'percentage': 2.1}",מתחילת קורונה,1
30-39,"{'amount': 30, 'percentage': 0.8}","{'amount': 34, 'percentage': 0.9}",חודש אחרון,5
30-39,"{'amount': 54, 'percentage': 1}","{'amount': 47, 'percentage': 0.9}",3 חודשים,4
30-39,"{'amount': 157, 'percentage': 1.8}","{'amount': 165, 'percentage': 1.9}",6 חודשים,3
30-39,"{'amount': 288, 'percentage': 2.2}","{'amount': 279, 'percentage': 2.1}",שנה,2
40-49,"{'amount': 42, 'percentage': 1.1}","{'amount': 78, 'percentage': 2.1}",חודש אחרון,5
40-49,"{'amount': 894, 'percentage': 3.2}","{'amount': 1307, 'percentage': 4.7}",מתחילת קורונה,1
40-49,"{'amount': 439, 'percentage': 3.4}","{'amount': 607, 'percentage': 4.7}",שנה,2
40-49,"{'amount': 245, 'percentage': 2.8}","{'amount': 346, 'percentage': 4}",6 חודשים,3
40-49,"{'amount': 74, 'percentage': 1.4}","{'amount': 125, 'percentage': 2.3}",3 חודשים,4
50-59,"{'amount': 119, 'percentage': 3.2}","{'amount': 179, 'percentage': 4.8}",חודש אחרון,5
50-59,"{'amount': 1497, 'percentage': 5.4}","{'amount': 2158, 'percentage': 7.8}",מתחילת קורונה,1
50-59,"{'amount': 389, 'percentage': 4.5}","{'amount': 543, 'percentage': 6.3}",6 חודשים,3
50-59,"{'amount': 182, 'percentage': 3.4}","{'amount': 259, 'percentage': 4.8}",3 חודשים,4
50-59,"{'amount': 685, 'percentage': 5.3}","{'amount': 882, 'percentage': 6.8}",שנה,2
60-69,"{'amount': 992, 'percentage': 7.6}","{'amount': 1272, 'percentage': 9.8}",שנה,2
60-69,"{'amount': 2117, 'percentage': 7.7}","{'amount': 3131, 'percentage': 11.4}",מתחילת קורונה,1
60-69,"{'amount': 256, 'percentage': 6.8}","{'amount': 317, 'percentage': 8.5}",חודש אחרון,5
60-69,"{'amount': 350, 'percentage': 6.5}","{'amount': 478, 'percentage': 8.8}",3 חודשים,4
60-69,"{'amount': 633, 'percentage': 7.4}","{'amount': 819, 'percentage': 9.5}",6 חודשים,3
70-79,"{'amount': 1284, 'percentage': 9.9}","{'amount': 1563, 'percentage': 12}",שנה,2
70-79,"{'amount': 864, 'percentage': 10}","{'amount': 1058, 'percentage': 12.3}",6 חודשים,3
70-79,"{'amount': 568, 'percentage': 10.5}","{'amount': 758, 'percentage': 14}",3 חודשים,4
70-79,"{'amount': 397, 'percentage': 10.6}","{'amount': 542, 'percentage': 14.5}",חודש אחרון,5
70-79,"{'amount': 2614, 'percentage': 9.5}","{'amount': 3590, 'percentage': 13}",מתחילת קורונה,1
80-89,"{'amount': 1553, 'percentage': 11.9}","{'amount': 1482, 'percentage': 11.4}",שנה,2
80-89,"{'amount': 2992, 'percentage': 10.9}","{'amount': 2938, 'percentage': 10.7}",מתחילת קורונה,1
80-89,"{'amount': 547, 'percentage': 14.6}","{'amount': 579, 'percentage': 15.5}",חודש אחרון,5
80-89,"{'amount': 824, 'percentage': 15.2}","{'amount': 800, 'percentage': 14.8}",3 חודשים,4
80-89,"{'amount': 1096, 'percentage': 12.7}","{'amount': 1041, 'percentage': 12.1}",6 חודשים,3
90+,"{'amount': 297, 'percentage': 7.9}","{'amount': 230, 'percentage': 6.1}",חודש אחרון,5
90+,"{'amount': 1465, 'percentage': 5.3}","{'amount': 985, 'percentage': 3.6}",מתחילת קורונה,1
90+,"{'amount': 424, 'percentage': 7.8}","{'amount': 317, 'percentage': 5.8}",3 חודשים,4
90+,"{'amount': 565, 'percentage': 6.6}","{'amount': 385, 'percentage': 4.5}",6 חודשים,3
90+,"{'amount': 744, 'percentage': 5.7}","{'amount': 497, 'percentage': 3.8}",שנה,2
