priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
UpToNow,גיברלטר,כתום,2,140,1,0.71,2022-02-28T00:00:00.000Z,1,0
UpToNow,ויטנאם,כתום,2,477,4,0.84,2022-02-28T00:00:00.000Z,3,1
UpToNow,מאלי,כתום,2,181,7,3.87,2022-02-28T00:00:00.000Z,5,2
UpToNow,תוניסיה,כתום,2,326,18,5.52,2022-02-28T00:00:00.000Z,15,3
UpToNow,האנטילים ההולנדים,כתום,2,99,1,1.01,2022-02-28T00:00:00.000Z,1,0
UpToNow,מאוריטניה,כתום,2,1,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,מלטה,כתום,2,2498,23,0.92,2022-02-28T00:00:00.000Z,22,1
UpToNow,בחריין,כתום,2,1861,26,1.4,2022-02-28T00:00:00.000Z,24,2
UpToNow,פרו,כתום,2,1503,45,2.99,2022-02-28T00:00:00.000Z,39,6
UpToNow,טיוואן,כתום,2,269,1,0.37,2022-02-28T00:00:00.000Z,1,0
UpToNow,פאפואה,כתום,2,23,1,4.35,2022-02-28T00:00:00.000Z,1,0
UpToNow,בנגלדש,כתום,2,8,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,שוויץ,כתום,2,65683,1270,1.93,2022-02-28T00:00:00.000Z,1204,66
UpToNow,אוגנדה,כתום,2,1021,20,1.96,2022-02-28T00:00:00.000Z,15,5
UpToNow,בוליביה,כתום,2,173,5,2.89,2022-02-28T00:00:00.000Z,5,0
UpToNow,לבנון,כתום,2,162,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,קמרון,כתום,2,187,7,3.74,2022-02-28T00:00:00.000Z,5,1
UpToNow,אנגולה,כתום,2,493,7,1.42,2022-02-28T00:00:00.000Z,7,0
UpToNow,איי קוק,כתום,2,4,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,קפריסין,כתום,2,96988,742,0.77,2022-02-28T00:00:00.000Z,726,15
UpToNow,קירג'זסטאן,כתום,2,686,42,6.12,2022-02-28T00:00:00.000Z,41,1
UpToNow,נמיביה,כתום,2,191,1,0.52,2022-02-28T00:00:00.000Z,1,0
UpToNow,סווזילנד,כתום,2,17,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,"קונגו, רפ. דמוק.",כתום,2,62,1,1.61,2022-02-28T00:00:00.000Z,1,0
UpToNow,רפ מרכז אפריקנית,כתום,2,19,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,סאו טומה ופרינציפה,כתום,2,7,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,נפאל,כתום,2,890,93,10.45,2022-02-28T00:00:00.000Z,13,80
UpToNow,אורגוואי,כתום,2,1134,25,2.2,2022-02-28T00:00:00.000Z,22,3
UpToNow,זמביה,כתום,2,472,2,0.42,2022-02-28T00:00:00.000Z,2,0
UpToNow,מקאו,כתום,2,34,1,2.94,2022-02-28T00:00:00.000Z,1,0
UpToNow,פקיסטן,כתום,2,5,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,גינאה ביסאו,כתום,2,1,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,בוטסואנה,כתום,2,172,3,1.74,2022-02-28T00:00:00.000Z,2,1
UpToNow,ברבדוס,כתום,2,42,1,2.38,2022-02-28T00:00:00.000Z,1,0
UpToNow,בליז,כתום,2,38,2,5.26,2022-02-28T00:00:00.000Z,2,0
UpToNow,סלובקיה,כתום,2,1676,7,0.42,2022-02-28T00:00:00.000Z,7,0
UpToNow,תימן,כתום,2,37,1,2.7,2022-02-28T00:00:00.000Z,1,0
UpToNow,איי גילברט ואליס,כתום,2,79,2,2.53,2022-02-28T00:00:00.000Z,1,1
UpToNow,עירק,כתום,2,139,1,0.72,2022-02-28T00:00:00.000Z,1,0
UpToNow,נאורו,כתום,2,3,0,0,2022-02-28T00:00:00.000Z,0,0
UpToNow,הונגריה,כתום,2,93933,1588,1.69,2022-02-28T00:00:00.000Z,1556,32
UpToNow,ספרד,כתום,2,63465,929,1.46,2022-02-28T00:00:00.000Z,890,39
