section,female,male,period,order_period
0-9,"{'amount': 252985, 'percentage': 9}","{'amount': 335051, 'percentage': 11.9}",שנה,2
0-9,"{'amount': 302328, 'percentage': 8.4}","{'amount': 395379, 'percentage': 11}",מתחילת קורונה,1
0-9,"{'amount': 83429, 'percentage': 8.9}","{'amount': 121981, 'percentage': 13}",חודש אחרון,5
0-9,"{'amount': 181962, 'percentage': 8.1}","{'amount': 252703, 'percentage': 11.2}",3 חודשים,4
0-9,"{'amount': 222338, 'percentage': 8.8}","{'amount': 298782, 'percentage': 11.8}",6 חודשים,3
10-19,"{'amount': 260403, 'percentage': 10.3}","{'amount': 280223, 'percentage': 11.1}",6 חודשים,3
10-19,"{'amount': 228142, 'percentage': 10.1}","{'amount': 248489, 'percentage': 11}",3 חודשים,4
10-19,"{'amount': 85806, 'percentage': 9.2}","{'amount': 102282, 'percentage': 10.9}",חודש אחרון,5
10-19,"{'amount': 364713, 'percentage': 10.2}","{'amount': 399893, 'percentage': 11.1}",מתחילת קורונה,1
10-19,"{'amount': 288403, 'percentage': 10.2}","{'amount': 310171, 'percentage': 11}",שנה,2
20-29,"{'amount': 306892, 'percentage': 8.6}","{'amount': 222852, 'percentage': 6.2}",מתחילת קורונה,1
20-29,"{'amount': 185765, 'percentage': 8.2}","{'amount': 121866, 'percentage': 5.4}",3 חודשים,4
20-29,"{'amount': 206317, 'percentage': 8.2}","{'amount': 136724, 'percentage': 5.4}",6 חודשים,3
20-29,"{'amount': 229930, 'percentage': 8.1}","{'amount': 155415, 'percentage': 5.5}",שנה,2
20-29,"{'amount': 66441, 'percentage': 7.1}","{'amount': 42960, 'percentage': 4.6}",חודש אחרון,5
30-39,"{'amount': 302077, 'percentage': 8.4}","{'amount': 210475, 'percentage': 5.9}",מתחילת קורונה,1
30-39,"{'amount': 83386, 'percentage': 8.9}","{'amount': 53254, 'percentage': 5.7}",חודש אחרון,5
30-39,"{'amount': 199311, 'percentage': 8.8}","{'amount': 128406, 'percentage': 5.7}",3 חודשים,4
30-39,"{'amount': 222021, 'percentage': 8.8}","{'amount': 143245, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 245406, 'percentage': 8.7}","{'amount': 160922, 'percentage': 5.7}",שנה,2
40-49,"{'amount': 75833, 'percentage': 8.1}","{'amount': 50186, 'percentage': 5.4}",חודש אחרון,5
40-49,"{'amount': 262555, 'percentage': 7.3}","{'amount': 187970, 'percentage': 5.2}",מתחילת קורונה,1
40-49,"{'amount': 212494, 'percentage': 7.5}","{'amount': 146233, 'percentage': 5.2}",שנה,2
40-49,"{'amount': 193620, 'percentage': 7.7}","{'amount': 130957, 'percentage': 5.2}",6 חודשים,3
40-49,"{'amount': 179023, 'percentage': 7.9}","{'amount': 119932, 'percentage': 5.3}",3 חודשים,4
50-59,"{'amount': 48780, 'percentage': 5.2}","{'amount': 31973, 'percentage': 3.4}",חודש אחרון,5
50-59,"{'amount': 168550, 'percentage': 4.7}","{'amount': 124245, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 120460, 'percentage': 4.8}","{'amount': 83171, 'percentage': 3.3}",6 חודשים,3
50-59,"{'amount': 113624, 'percentage': 5}","{'amount': 78116, 'percentage': 3.5}",3 חודשים,4
50-59,"{'amount': 132271, 'percentage': 4.7}","{'amount': 92755, 'percentage': 3.3}",שנה,2
60-69,"{'amount': 84271, 'percentage': 3}","{'amount': 61926, 'percentage': 2.2}",שנה,2
60-69,"{'amount': 106482, 'percentage': 3}","{'amount': 83515, 'percentage': 2.3}",מתחילת קורונה,1
60-69,"{'amount': 31029, 'percentage': 3.3}","{'amount': 20473, 'percentage': 2.2}",חודש אחרון,5
60-69,"{'amount': 72783, 'percentage': 3.2}","{'amount': 52585, 'percentage': 2.3}",3 חודשים,4
60-69,"{'amount': 76595, 'percentage': 3}","{'amount': 55392, 'percentage': 2.2}",6 חודשים,3
70-79,"{'amount': 41112, 'percentage': 1.5}","{'amount': 33749, 'percentage': 1.2}",שנה,2
70-79,"{'amount': 36825, 'percentage': 1.5}","{'amount': 30044, 'percentage': 1.2}",6 חודשים,3
70-79,"{'amount': 35044, 'percentage': 1.6}","{'amount': 28666, 'percentage': 1.3}",3 חודשים,4
70-79,"{'amount': 14836, 'percentage': 1.6}","{'amount': 11185, 'percentage': 1.2}",חודש אחרון,5
70-79,"{'amount': 52279, 'percentage': 1.5}","{'amount': 44510, 'percentage': 1.2}",מתחילת קורונה,1
80-89,"{'amount': 17703, 'percentage': 0.6}","{'amount': 12618, 'percentage': 0.4}",שנה,2
80-89,"{'amount': 24421, 'percentage': 0.7}","{'amount': 17469, 'percentage': 0.5}",מתחילת קורונה,1
80-89,"{'amount': 6321, 'percentage': 0.7}","{'amount': 4274, 'percentage': 0.5}",חודש אחרון,5
80-89,"{'amount': 14609, 'percentage': 0.6}","{'amount': 10274, 'percentage': 0.5}",3 חודשים,4
80-89,"{'amount': 15565, 'percentage': 0.6}","{'amount': 10945, 'percentage': 0.4}",6 חודשים,3
90+,"{'amount': 1802, 'percentage': 0.2}","{'amount': 989, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 7889, 'percentage': 0.2}","{'amount': 4077, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 4315, 'percentage': 0.2}","{'amount': 2311, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 4609, 'percentage': 0.2}","{'amount': 2463, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 5277, 'percentage': 0.2}","{'amount': 2838, 'percentage': 0.1}",שנה,2
