section,male,female,period
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",שנה
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 3, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",שנה
20-29,"{'amount': 2, 'percentage': 0.6}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 18, 'percentage': 0.3}","{'amount': 11, 'percentage': 0.2}",שנה
20-29,"{'amount': 19, 'percentage': 0.3}","{'amount': 12, 'percentage': 0.2}",מתחילת קורונה
20-29,"{'amount': 16, 'percentage': 0.5}","{'amount': 6, 'percentage': 0.2}",6 חודשים
30-39,"{'amount': 29, 'percentage': 0.5}","{'amount': 22, 'percentage': 0.3}",מתחילת קורונה
30-39,"{'amount': 27, 'percentage': 0.4}","{'amount': 22, 'percentage': 0.4}",שנה
30-39,"{'amount': 1, 'percentage': 9.1}","{'amount': 1, 'percentage': 9.1}",חודש אחרון
30-39,"{'amount': 3, 'percentage': 1}","{'amount': 2, 'percentage': 0.6}",3 חודשים
30-39,"{'amount': 17, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.5}",6 חודשים
40-49,"{'amount': 43, 'percentage': 1.3}","{'amount': 39, 'percentage': 1.2}",6 חודשים
40-49,"{'amount': 5, 'percentage': 1.6}","{'amount': 8, 'percentage': 2.6}",3 חודשים
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
40-49,"{'amount': 65, 'percentage': 1.1}","{'amount': 53, 'percentage': 0.9}",שנה
40-49,"{'amount': 68, 'percentage': 1.1}","{'amount': 55, 'percentage': 0.9}",מתחילת קורונה
50-59,"{'amount': 28, 'percentage': 9.1}","{'amount': 14, 'percentage': 4.5}",3 חודשים
50-59,"{'amount': 1, 'percentage': 9.1}","{'amount': 3, 'percentage': 27.3}",חודש אחרון
50-59,"{'amount': 247, 'percentage': 4}","{'amount': 119, 'percentage': 1.9}",שנה
50-59,"{'amount': 252, 'percentage': 3.9}","{'amount': 124, 'percentage': 1.9}",מתחילת קורונה
50-59,"{'amount': 143, 'percentage': 4.4}","{'amount': 63, 'percentage': 1.9}",6 חודשים
60-69,"{'amount': 345, 'percentage': 10.6}","{'amount': 178, 'percentage': 5.4}",6 חודשים
60-69,"{'amount': 37, 'percentage': 12}","{'amount': 30, 'percentage': 9.7}",3 חודשים
60-69,"{'amount': 2, 'percentage': 18.2}","{'amount': 1, 'percentage': 9.1}",חודש אחרון
60-69,"{'amount': 643, 'percentage': 10}","{'amount': 303, 'percentage': 4.7}",מתחילת קורונה
60-69,"{'amount': 622, 'percentage': 10.2}","{'amount': 293, 'percentage': 4.8}",שנה
70-79,"{'amount': 497, 'percentage': 15.2}","{'amount': 340, 'percentage': 10.4}",6 חודשים
70-79,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 18.2}",חודש אחרון
70-79,"{'amount': 1029, 'percentage': 16}","{'amount': 600, 'percentage': 9.3}",מתחילת קורונה
70-79,"{'amount': 979, 'percentage': 16}","{'amount': 577, 'percentage': 9.4}",שנה
70-79,"{'amount': 31, 'percentage': 10.1}","{'amount': 46, 'percentage': 14.9}",3 חודשים
80-89,"{'amount': 1114, 'percentage': 17.3}","{'amount': 991, 'percentage': 15.4}",מתחילת קורונה
80-89,"{'amount': 535, 'percentage': 16.4}","{'amount': 497, 'percentage': 15.2}",6 חודשים
80-89,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
80-89,"{'amount': 36, 'percentage': 11.7}","{'amount': 38, 'percentage': 12.3}",3 חודשים
80-89,"{'amount': 1059, 'percentage': 17.3}","{'amount': 941, 'percentage': 15.4}",שנה
90+,"{'amount': 491, 'percentage': 7.6}","{'amount': 664, 'percentage': 10.3}",מתחילת קורונה
90+,"{'amount': 239, 'percentage': 7.3}","{'amount': 290, 'percentage': 8.9}",6 חודשים
90+,"{'amount': 16, 'percentage': 5.2}","{'amount': 12, 'percentage': 3.9}",3 חודשים
90+,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
90+,"{'amount': 459, 'percentage': 7.5}","{'amount': 615, 'percentage': 10.1}",שנה
