section,male,female,period
0-9,"{'amount': 60206, 'percentage': 7.4}","{'amount': 56923, 'percentage': 7}",שנה
0-9,"{'amount': 60915, 'percentage': 7.3}","{'amount': 57581, 'percentage': 6.9}",מתחילת קורונה
0-9,"{'amount': 36, 'percentage': 6}","{'amount': 42, 'percentage': 6.9}",חודש אחרון
0-9,"{'amount': 1027, 'percentage': 10.2}","{'amount': 958, 'percentage': 9.5}",3 חודשים
0-9,"{'amount': 41296, 'percentage': 9.2}","{'amount': 38928, 'percentage': 8.7}",6 חודשים
10-19,"{'amount': 49384, 'percentage': 11}","{'amount': 50959, 'percentage': 11.3}",6 חודשים
10-19,"{'amount': 106, 'percentage': 17.5}","{'amount': 90, 'percentage': 14.9}",חודש אחרון
10-19,"{'amount': 92159, 'percentage': 11.1}","{'amount': 84181, 'percentage': 10.1}",מתחילת קורונה
10-19,"{'amount': 1279, 'percentage': 12.7}","{'amount': 1482, 'percentage': 14.8}",3 חודשים
10-19,"{'amount': 90447, 'percentage': 11.2}","{'amount': 82707, 'percentage': 10.2}",שנה
20-29,"{'amount': 582, 'percentage': 5.8}","{'amount': 684, 'percentage': 6.8}",3 חודשים
20-29,"{'amount': 42, 'percentage': 6.9}","{'amount': 27, 'percentage': 4.5}",חודש אחרון
20-29,"{'amount': 75061, 'percentage': 9.3}","{'amount': 79379, 'percentage': 9.8}",שנה
20-29,"{'amount': 77541, 'percentage': 9.3}","{'amount': 81351, 'percentage': 9.8}",מתחילת קורונה
20-29,"{'amount': 37684, 'percentage': 8.4}","{'amount': 44019, 'percentage': 9.8}",6 חודשים
30-39,"{'amount': 56027, 'percentage': 6.7}","{'amount': 60583, 'percentage': 7.3}",מתחילת קורונה
30-39,"{'amount': 54433, 'percentage': 6.7}","{'amount': 59352, 'percentage': 7.3}",שנה
30-39,"{'amount': 34, 'percentage': 5.6}","{'amount': 33, 'percentage': 5.5}",חודש אחרון
30-39,"{'amount': 525, 'percentage': 5.2}","{'amount': 714, 'percentage': 7.1}",3 חודשים
30-39,"{'amount': 29269, 'percentage': 6.5}","{'amount': 33160, 'percentage': 7.4}",6 חודשים
40-49,"{'amount': 23275, 'percentage': 5.2}","{'amount': 26672, 'percentage': 5.9}",6 חודשים
40-49,"{'amount': 512, 'percentage': 5.1}","{'amount': 587, 'percentage': 5.8}",3 חודשים
40-49,"{'amount': 38, 'percentage': 6.3}","{'amount': 38, 'percentage': 6.3}",חודש אחרון
40-49,"{'amount': 45252, 'percentage': 5.6}","{'amount': 50853, 'percentage': 6.3}",שנה
40-49,"{'amount': 46599, 'percentage': 5.6}","{'amount': 52003, 'percentage': 6.3}",מתחילת קורונה
50-59,"{'amount': 270, 'percentage': 2.7}","{'amount': 369, 'percentage': 3.7}",3 חודשים
50-59,"{'amount': 21, 'percentage': 3.5}","{'amount': 30, 'percentage': 5}",חודש אחרון
50-59,"{'amount': 33572, 'percentage': 4.1}","{'amount': 36792, 'percentage': 4.5}",שנה
50-59,"{'amount': 34787, 'percentage': 4.2}","{'amount': 37888, 'percentage': 4.6}",מתחילת קורונה
50-59,"{'amount': 16431, 'percentage': 3.7}","{'amount': 18368, 'percentage': 4.1}",6 חודשים
60-69,"{'amount': 10246, 'percentage': 2.3}","{'amount': 11161, 'percentage': 2.5}",6 חודשים
60-69,"{'amount': 217, 'percentage': 2.2}","{'amount': 282, 'percentage': 2.8}",3 חודשים
60-69,"{'amount': 16, 'percentage': 2.6}","{'amount': 19, 'percentage': 3.1}",חודש אחרון
60-69,"{'amount': 23831, 'percentage': 2.9}","{'amount': 23584, 'percentage': 2.8}",מתחילת קורונה
60-69,"{'amount': 22834, 'percentage': 2.8}","{'amount': 22856, 'percentage': 2.8}",שנה
70-79,"{'amount': 4986, 'percentage': 1.1}","{'amount': 5716, 'percentage': 1.3}",6 חודשים
70-79,"{'amount': 12, 'percentage': 2}","{'amount': 8, 'percentage': 1.3}",חודש אחרון
70-79,"{'amount': 12038, 'percentage': 1.5}","{'amount': 12067, 'percentage': 1.5}",מתחילת קורונה
70-79,"{'amount': 11470, 'percentage': 1.4}","{'amount': 11627, 'percentage': 1.4}",שנה
70-79,"{'amount': 145, 'percentage': 1.4}","{'amount': 159, 'percentage': 1.6}",3 חודשים
80-89,"{'amount': 5331, 'percentage': 0.6}","{'amount': 7321, 'percentage': 0.9}",מתחילת קורונה
80-89,"{'amount': 2388, 'percentage': 0.5}","{'amount': 3558, 'percentage': 0.8}",6 חודשים
80-89,"{'amount': 8, 'percentage': 1.3}","{'amount': 4, 'percentage': 0.7}",חודש אחרון
80-89,"{'amount': 82, 'percentage': 0.8}","{'amount': 108, 'percentage': 1.1}",3 חודשים
80-89,"{'amount': 5095, 'percentage': 0.6}","{'amount': 7024, 'percentage': 0.9}",שנה
90+,"{'amount': 1426, 'percentage': 0.2}","{'amount': 2962, 'percentage': 0.4}",מתחילת קורונה
90+,"{'amount': 697, 'percentage': 0.2}","{'amount': 1328, 'percentage': 0.3}",6 חודשים
90+,"{'amount': 19, 'percentage': 0.2}","{'amount': 44, 'percentage': 0.4}",3 חודשים
90+,"{'amount': 1, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",חודש אחרון
90+,"{'amount': 1351, 'percentage': 0.2}","{'amount': 2789, 'percentage': 0.3}",שנה
