Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,60,0,0,0,0
2020-12-20T00:00:00.000Z,7359,7419,0.08,0,0,0
2020-12-21T00:00:00.000Z,24884,32303,0.35,0,0,0
2020-12-22T00:00:00.000Z,44612,76915,0.83,0,0,0
2020-12-23T00:00:00.000Z,62833,139748,1.5,0,0,0
2020-12-24T00:00:00.000Z,73327,213075,2.29,0,0,0
2020-12-25T00:00:00.000Z,38449,251524,2.7,0,0,0
2020-12-26T00:00:00.000Z,32575,284099,3.06,0,0,0
2020-12-27T00:00:00.000Z,104365,388464,4.18,0,0,0
2020-12-28T00:00:00.000Z,134798,523262,5.63,0,0,0
2020-12-29T00:00:00.000Z,155942,679204,7.3,0,0,0
2020-12-30T00:00:00.000Z,152719,831923,8.95,0,0,0
2020-12-31T00:00:00.000Z,158175,990098,10.65,0,0,0
2021-01-01T00:00:00.000Z,71232,1061330,11.41,0,0,0
2021-01-02T00:00:00.000Z,71623,1132953,12.18,0,0,0
2021-01-03T00:00:00.000Z,149397,1282350,13.79,0,0,0
2021-01-04T00:00:00.000Z,151836,1434186,15.42,1,1,0
2021-01-05T00:00:00.000Z,124846,1559032,16.77,0,1,0
2021-01-06T00:00:00.000Z,103072,1662104,17.87,0,1,0
2021-01-07T00:00:00.000Z,115818,1777922,19.12,3,4,0
2021-01-08T00:00:00.000Z,66293,1844215,19.83,3,7,0
2021-01-09T00:00:00.000Z,44454,1888669,20.31,22,29,0
2021-01-10T00:00:00.000Z,37547,1926216,20.71,5974,6003,0.06
2021-01-11T00:00:00.000Z,21015,1947231,20.94,19235,25238,0.27
2021-01-12T00:00:00.000Z,23906,1971137,21.2,35635,60873,0.65
2021-01-13T00:00:00.000Z,51912,2023049,21.75,56814,117687,1.27
2021-01-14T00:00:00.000Z,56304,2079353,22.36,68752,186439,2
2021-01-15T00:00:00.000Z,30614,2109967,22.69,35881,222320,2.39
2021-01-16T00:00:00.000Z,29367,2139334,23.01,25978,248298,2.67
2021-01-17T00:00:00.000Z,68249,2207583,23.74,84453,332751,3.58
2021-01-18T00:00:00.000Z,69525,2277108,24.49,120205,452956,4.87
2021-01-19T00:00:00.000Z,72575,2349683,25.27,137517,590473,6.35
2021-01-20T00:00:00.000Z,76528,2426211,26.09,143391,733864,7.89
2021-01-21T00:00:00.000Z,69577,2495788,26.84,163944,897808,9.65
2021-01-22T00:00:00.000Z,37714,2533502,27.24,70921,968729,10.42
2021-01-23T00:00:00.000Z,39847,2573349,27.67,53472,1022201,10.99
2021-01-24T00:00:00.000Z,68933,2642282,28.41,140331,1162532,12.5
2021-01-25T00:00:00.000Z,80731,2723013,29.28,139161,1301693,14
2021-01-26T00:00:00.000Z,78481,2801494,30.13,126058,1427751,15.35
2021-01-27T00:00:00.000Z,77685,2879179,30.96,124718,1552469,16.69
2021-01-28T00:00:00.000Z,79411,2958590,31.82,130285,1682754,18.1
2021-01-29T00:00:00.000Z,36522,2995112,32.21,64606,1747360,18.79
2021-01-30T00:00:00.000Z,34286,3029398,32.58,42663,1790023,19.25
2021-01-31T00:00:00.000Z,73175,3102573,33.36,59338,1849361,19.89
2021-02-01T00:00:00.000Z,82274,3184847,34.25,35205,1884566,20.27
2021-02-02T00:00:00.000Z,69861,3254708,35,30944,1915510,20.6
2021-02-03T00:00:00.000Z,60069,3314777,35.65,51261,1966771,21.15
2021-02-04T00:00:00.000Z,72388,3387165,36.42,57917,2024688,21.77
2021-02-05T00:00:00.000Z,33774,3420939,36.79,28655,2053343,22.08
2021-02-06T00:00:00.000Z,21533,3442472,37.02,22137,2075480,22.32
2021-02-07T00:00:00.000Z,53946,3496418,37.6,68534,2144014,23.06
2021-02-08T00:00:00.000Z,58478,3554896,38.23,65201,2209215,23.76
2021-02-09T00:00:00.000Z,66120,3621016,38.94,67268,2276483,24.48
2021-02-10T00:00:00.000Z,70331,3691347,39.69,71938,2348421,25.25
2021-02-11T00:00:00.000Z,80888,3772235,40.56,71519,2419940,26.02
2021-02-12T00:00:00.000Z,38937,3811172,40.98,37407,2457347,26.43
2021-02-13T00:00:00.000Z,27389,3838561,41.28,30343,2487690,26.75
2021-02-14T00:00:00.000Z,74732,3913293,42.08,68861,2556551,27.49
2021-02-15T00:00:00.000Z,81320,3994613,42.96,75482,2632033,28.3
2021-02-16T00:00:00.000Z,83315,4077928,43.85,78033,2710066,29.14
2021-02-17T00:00:00.000Z,61802,4139730,44.52,75324,2785390,29.95
2021-02-18T00:00:00.000Z,68977,4208707,45.26,79487,2864877,30.81
2021-02-19T00:00:00.000Z,39559,4248266,45.68,37989,2902866,31.22
2021-02-20T00:00:00.000Z,31583,4279849,46.02,28643,2931509,31.52
2021-02-21T00:00:00.000Z,79313,4359162,46.88,78337,3009846,32.37
2021-02-22T00:00:00.000Z,84874,4444036,47.79,80350,3090196,33.23
2021-02-23T00:00:00.000Z,77194,4521230,48.62,70221,3160417,33.99
2021-02-24T00:00:00.000Z,60874,4582104,49.27,62860,3223277,34.66
2021-02-25T00:00:00.000Z,51506,4633610,49.83,64539,3287816,35.36
2021-02-26T00:00:00.000Z,25752,4659362,50.1,31883,3319699,35.7
2021-02-27T00:00:00.000Z,18257,4677619,50.3,21121,3340820,35.93
2021-02-28T00:00:00.000Z,40167,4717786,50.73,55703,3396523,36.52
2021-03-01T00:00:00.000Z,45506,4763292,51.22,61265,3457788,37.18
2021-03-02T00:00:00.000Z,41004,4804296,51.66,64520,3522308,37.88
2021-03-03T00:00:00.000Z,41789,4846085,52.11,66550,3588858,38.59
2021-03-04T00:00:00.000Z,39487,4885572,52.54,78840,3667698,39.44
2021-03-05T00:00:00.000Z,17165,4902737,52.72,40322,3708020,39.87
2021-03-06T00:00:00.000Z,10567,4913304,52.84,25276,3733296,40.15
2021-03-07T00:00:00.000Z,30964,4944268,53.17,72672,3805968,40.93
2021-03-08T00:00:00.000Z,27169,4971437,53.46,73068,3879036,41.71
2021-03-09T00:00:00.000Z,26501,4997938,53.75,76473,3955509,42.54
2021-03-10T00:00:00.000Z,23090,5021028,53.99,58499,4014008,43.16
2021-03-11T00:00:00.000Z,23059,5044087,54.24,68879,4082887,43.91
2021-03-12T00:00:00.000Z,11098,5055185,54.36,41293,4124180,44.35
2021-03-13T00:00:00.000Z,7847,5063032,54.45,25180,4149360,44.62
2021-03-14T00:00:00.000Z,20832,5083864,54.67,73825,4223185,45.41
2021-03-15T00:00:00.000Z,19906,5103770,54.88,78041,4301226,46.25
2021-03-16T00:00:00.000Z,18530,5122300,55.08,71349,4372575,47.02
2021-03-17T00:00:00.000Z,17501,5139801,55.27,58826,4431401,47.65
