section,female,male,period
0-9,"{'amount': 1, 'percentage': 2.9}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 23, 'percentage': 0.1}",שנה
0-9,"{'amount': 14, 'percentage': 0.2}","{'amount': 13, 'percentage': 0.1}",6 חודשים
0-9,"{'amount': 4, 'percentage': 0.5}","{'amount': 3, 'percentage': 0.4}",3 חודשים
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 25, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 45, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.2}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 2.9}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 3, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 25, 'percentage': 0.3}","{'amount': 11, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 26, 'percentage': 0.2}",שנה
20-29,"{'amount': 99, 'percentage': 1.1}","{'amount': 92, 'percentage': 1.1}",6 חודשים
20-29,"{'amount': 8, 'percentage': 1.1}","{'amount': 11, 'percentage': 1.5}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 160, 'percentage': 1}","{'amount': 138, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 157, 'percentage': 1}","{'amount': 134, 'percentage': 0.8}",שנה
30-39,"{'amount': 338, 'percentage': 2.1}","{'amount': 405, 'percentage': 2.5}",שנה
30-39,"{'amount': 230, 'percentage': 2.6}","{'amount': 250, 'percentage': 2.9}",6 חודשים
30-39,"{'amount': 27, 'percentage': 3.6}","{'amount': 21, 'percentage': 2.8}",3 חודשים
30-39,"{'amount': 1, 'percentage': 2.9}","{'amount': 2, 'percentage': 5.7}",חודש אחרון
30-39,"{'amount': 346, 'percentage': 2.1}","{'amount': 417, 'percentage': 2.5}",מתחילת קורונה
40-49,"{'amount': 564, 'percentage': 3.5}","{'amount': 922, 'percentage': 5.7}",שנה
40-49,"{'amount': 351, 'percentage': 4}","{'amount': 548, 'percentage': 6.3}",6 חודשים
40-49,"{'amount': 31, 'percentage': 4.2}","{'amount': 48, 'percentage': 6.4}",3 חודשים
40-49,"{'amount': 1, 'percentage': 2.9}","{'amount': 1, 'percentage': 2.9}",חודש אחרון
40-49,"{'amount': 573, 'percentage': 3.4}","{'amount': 939, 'percentage': 5.6}",מתחילת קורונה
50-59,"{'amount': 535, 'percentage': 6.1}","{'amount': 819, 'percentage': 9.4}",6 חודשים
50-59,"{'amount': 54, 'percentage': 7.2}","{'amount': 69, 'percentage': 9.2}",3 חודשים
50-59,"{'amount': 971, 'percentage': 6}","{'amount': 1477, 'percentage': 9.1}",שנה
50-59,"{'amount': 979, 'percentage': 5.8}","{'amount': 1526, 'percentage': 9.1}",מתחילת קורונה
50-59,"{'amount': 3, 'percentage': 8.6}","{'amount': 3, 'percentage': 8.6}",חודש אחרון
60-69,"{'amount': 75, 'percentage': 10.1}","{'amount': 72, 'percentage': 9.7}",3 חודשים
60-69,"{'amount': 674, 'percentage': 7.7}","{'amount': 970, 'percentage': 11.1}",6 חודשים
60-69,"{'amount': 5, 'percentage': 14.3}","{'amount': 2, 'percentage': 5.7}",חודש אחרון
60-69,"{'amount': 1297, 'percentage': 7.7}","{'amount': 2119, 'percentage': 12.6}",מתחילת קורונה
60-69,"{'amount': 1276, 'percentage': 7.8}","{'amount': 2052, 'percentage': 12.6}",שנה
70-79,"{'amount': 3, 'percentage': 8.6}","{'amount': 4, 'percentage': 11.4}",חודש אחרון
70-79,"{'amount': 73, 'percentage': 9.8}","{'amount': 77, 'percentage': 10.3}",3 חודשים
70-79,"{'amount': 827, 'percentage': 9.5}","{'amount': 1024, 'percentage': 11.7}",6 חודשים
70-79,"{'amount': 1495, 'percentage': 9.2}","{'amount': 2123, 'percentage': 13}",שנה
70-79,"{'amount': 1533, 'percentage': 9.1}","{'amount': 2211, 'percentage': 13.2}",מתחילת קורונה
80-89,"{'amount': 68, 'percentage': 9.1}","{'amount': 55, 'percentage': 7.4}",3 חודשים
80-89,"{'amount': 1536, 'percentage': 9.4}","{'amount': 1514, 'percentage': 9.3}",שנה
80-89,"{'amount': 850, 'percentage': 9.7}","{'amount': 775, 'percentage': 8.9}",6 חודשים
80-89,"{'amount': 1, 'percentage': 2.9}","{'amount': 4, 'percentage': 11.4}",חודש אחרון
80-89,"{'amount': 1594, 'percentage': 9.5}","{'amount': 1571, 'percentage': 9.4}",מתחילת קורונה
90+,"{'amount': 757, 'percentage': 4.5}","{'amount': 507, 'percentage': 3}",מתחילת קורונה
90+,"{'amount': 2, 'percentage': 5.7}","{'amount': 1, 'percentage': 2.9}",חודש אחרון
90+,"{'amount': 29, 'percentage': 3.9}","{'amount': 17, 'percentage': 2.3}",3 חודשים
90+,"{'amount': 359, 'percentage': 4.1}","{'amount': 280, 'percentage': 3.2}",6 חודשים
90+,"{'amount': 720, 'percentage': 4.4}","{'amount': 478, 'percentage': 2.9}",שנה
