averageInfected,begin_date,end_date,isCurrentWeek
4916,2022-04-10T00:00:00.000Z,2022-04-16T00:00:00.000Z,False
3696,2022-04-17T00:00:00.000Z,2022-04-23T00:00:00.000Z,False
3007,2022-04-24T00:00:00.000Z,2022-04-30T00:00:00.000Z,False
