period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,113923,17735,15.57
3_Month,0-9,465082,200181,43.04
6_Month,0-9,1225163,502193,40.99
1_Year,0-9,1487451,621176,41.76
All,0-9,1691169,729190,43.12
1_Month,10-19,125531,13775,10.97
3_Month,10-19,451479,183195,40.58
6_Month,10-19,1143456,537961,47.05
1_Year,10-19,1384360,625434,45.18
All,10-19,1608307,771052,47.94
1_Month,20-29,147666,16009,10.84
3_Month,20-29,471617,131330,27.85
6_Month,20-29,972363,370625,38.12
1_Year,20-29,1201588,432254,35.97
All,20-29,1425984,554325,38.87
1_Month,30-39,148505,22706,15.29
3_Month,30-39,480251,163137,33.97
6_Month,30-39,947857,400858,42.29
1_Year,30-39,1145083,463606,40.49
All,30-39,1327420,550223,41.45
1_Month,40-49,150079,21544,14.36
3_Month,40-49,458864,152789,33.3
6_Month,40-49,866487,368304,42.51
1_Year,40-49,1025234,416639,40.64
All,40-49,1178491,491193,41.68
1_Month,50-59,133878,18385,13.73
3_Month,50-59,374577,107486,28.7
6_Month,50-59,662799,245902,37.1
1_Year,50-59,785544,273430,34.81
All,50-59,909990,330873,36.36
1_Month,60-69,118569,17880,15.08
3_Month,60-69,319492,79077,24.75
6_Month,60-69,541819,170192,31.41
1_Year,60-69,641966,187612,29.22
All,60-69,740648,226180,30.54
1_Month,70-79,81867,13138,16.05
3_Month,70-79,210114,47674,22.69
6_Month,70-79,338259,93525,27.65
1_Year,70-79,403245,103055,25.56
All,70-79,467450,123552,26.43
1_Month,80-89,35772,5230,14.62
3_Month,80-89,80749,18315,22.68
6_Month,80-89,127312,35921,28.21
1_Year,80-89,156346,40479,25.89
All,80-89,197766,51488,26.03
1_Month,90+,10049,1318,13.12
3_Month,90+,19611,4451,22.7
6_Month,90+,30051,9183,30.56
1_Year,90+,37422,10381,27.74
All,90+,51367,14054,27.36
