gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,278904,10.3,4,0.2,17,1.2,54,0.8
זכר,0-9,שנה,348145,10.9,5,0.1,22,0.9,80,0.7
זכר,0-9,חודש אחרון,10557,6.8,0,0,0,0,5,0.7
זכר,0-9,מתחילת קורונה,416506,10.3,7,0.1,30,0.5,112,0.4
זכר,0-9,3 חודשים,127589,10.6,2,0.1,13,1.2,37,0.8
נקבה,0-9,מתחילת קורונה,338941,8.4,5,0,15,0.3,72,0.3
נקבה,0-9,חודש אחרון,8023,5.1,0,0,0,0,4,0.6
נקבה,0-9,3 חודשים,96526,8,1,0.1,7,0.7,26,0.6
נקבה,0-9,6 חודשים,217673,8,2,0.1,8,0.6,37,0.5
נקבה,0-9,שנה,281045,8.8,2,0,8,0.3,55,0.5
זכר,10-19,חודש אחרון,7469,4.8,0,0,0,0,1,0.1
זכר,10-19,6 חודשים,269338,9.9,4,0.2,9,0.6,26,0.4
זכר,10-19,מתחילת קורונה,416701,10.3,7,0.1,23,0.4,77,0.3
זכר,10-19,3 חודשים,106823,8.8,2,0.1,7,0.7,12,0.3
זכר,10-19,שנה,320368,10,5,0.1,14,0.6,42,0.3
נקבה,10-19,6 חודשים,266647,9.8,2,0.1,10,0.7,16,0.2
נקבה,10-19,שנה,319060,10,4,0.1,15,0.6,34,0.3
נקבה,10-19,חודש אחרון,7225,4.6,0,0,1,0.5,1,0.1
נקבה,10-19,מתחילת קורונה,403914,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,3 חודשים,100622,8.3,1,0.1,6,0.6,9,0.2
זכר,20-29,מתחילת קורונה,243423,6,24,0.2,54,0.9,241,0.8
זכר,20-29,חודש אחרון,6937,4.5,0,0,1,0.5,3,0.4
זכר,20-29,3 חודשים,57041,4.7,2,0.1,9,0.9,24,0.5
זכר,20-29,6 חודשים,143856,5.3,2,0.1,11,0.8,41,0.6
זכר,20-29,שנה,172762,5.4,5,0.1,22,0.9,90,0.7
נקבה,20-29,מתחילת קורונה,346735,8.6,22,0.2,57,0.9,271,0.9
נקבה,20-29,חודש אחרון,9955,6.4,0,0,1,0.5,1,0.1
נקבה,20-29,3 חודשים,89864,7.4,4,0.2,9,0.9,13,0.3
נקבה,20-29,6 חודשים,225234,8.3,6,0.2,14,1,28,0.4
נקבה,20-29,שנה,262974,8.2,9,0.2,20,0.8,98,0.8
זכר,30-39,מתחילת קורונה,236695,5.9,53,0.5,102,1.7,624,2.2
זכר,30-39,חודש אחרון,10087,6.5,2,1.4,8,3.8,7,1
זכר,30-39,3 חודשים,71630,5.9,8,0.5,23,2.2,41,0.9
זכר,30-39,6 חודשים,155886,5.7,12,0.5,29,2,64,0.9
זכר,30-39,שנה,184127,5.7,25,0.6,48,2,213,1.8
נקבה,30-39,6 חודשים,243163,8.9,4,0.2,19,1.3,73,1.1
נקבה,30-39,שנה,283355,8.8,15,0.3,40,1.7,231,1.9
נקבה,30-39,חודש אחרון,13968,9,0,0,5,2.4,10,1.5
נקבה,30-39,מתחילת קורונה,345765,8.6,36,0.3,105,1.8,594,2.1
נקבה,30-39,3 חודשים,109618,9.1,4,0.2,13,1.2,41,0.9
זכר,40-49,מתחילת קורונה,211665,5.2,119,1.1,261,4.3,1396,4.9
זכר,40-49,חודש אחרון,9347,6,1,0.7,5,2.4,12,1.7
זכר,40-49,3 חודשים,66838,5.5,12,0.7,31,3,90,2
זכר,40-49,6 חודשים,144880,5.3,22,0.9,56,3.9,152,2.2
זכר,40-49,שנה,167688,5.2,52,1.2,111,4.7,467,3.9
נקבה,40-49,6 חודשים,221716,8.2,13,0.5,26,1.8,93,1.4
נקבה,40-49,שנה,251198,7.8,20,0.5,52,2.2,332,2.8
נקבה,40-49,חודש אחרון,13475,8.6,0,0,5,2.4,6,0.9
נקבה,40-49,מתחילת קורונה,305364,7.6,75,0.7,138,2.3,967,3.4
