name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
גבעת זאב,9.6,אדום ,191.5,0.208,0.2791519434628,490,אדום ,2021-01-23T00:00:00.000Z,20.292078945975977,7.640615905603471,259.3
טירה,6.9,צהוב,41.3,0.1291866028708,0.5416666666665999,159,צהוב,2021-01-23T00:00:00.000Z,15.781052318225793,3.3601250279080155,59.2
הוד השרון,6,צהוב,20.5,0.0459930313588,-0.2457142857143,240,צהוב,2021-01-23T00:00:00.000Z,36.63726160154066,13.831769895011492,37.3
שוהם,6.5,צהוב,36.0,0.0516778523489,0.02702702702700011,111,צהוב,2021-01-23T00:00:00.000Z,42.9641570263607,15.053100701687844,52.6
ג'ש (גוש חלב),5.6,כתום,57.7,0.1046511627906,-0.3333333333334,33,כתום,2021-01-23T00:00:00.000Z,31.31215912736606,13.12159127366057,105.9
מודיעין עילית,10,אדום ,276.2,0.2221532733478,-0.1806083650191001,2843,אדום ,2021-01-23T00:00:00.000Z,6.162698310992644,1.5993028679806238,364.3
כפר מצר,7.7,צהוב,36.0,0.1470588235294,-0.4117647058824,19,צהוב,2021-01-23T00:00:00.000Z,9.686712279438241,1.8365142239827152,68.4
עראבה,5.4,כתום,24.5,0.0826873385012,-0.4018691588786,100,כתום,2021-01-23T00:00:00.000Z,14.997894091970748,3.748516292070299,38.3
טירת כרמל,6.3,כתום,42.3,0.0836820083682,0.1477272727272001,156,כתום,2021-01-23T00:00:00.000Z,32.8366330417312,12.25566112762128,65.3
עץ אפרים,6.7,צהוב,48.5,0.0621761658031,-0.07692307692309996,19,צהוב,2021-01-23T00:00:00.000Z,18.6084142394822,4.894822006472492,76.9
מזרעה,4.8,צהוב,20.2,0.056,0, קטן מ-15 ,צהוב,2021-01-23T00:00:00.000Z,16.191677175283733,2.9760403530895334,
אלעד,10,אדום ,189.4,0.246137453383,-0.1539162112933,1256,אדום ,2021-01-23T00:00:00.000Z,6.117455138662317,1.286704730831974,256.1
טורעאן,8.4,אדום ,64.1,0.190082644628,-0.07999999999999996,122,אדום ,2021-01-23T00:00:00.000Z,11.18540186655523,2.4724892046245994,85.0
גבעת אבני,6.3,ירוק,48.3,0.0684931506849,0, קטן מ-15 ,ירוק,2021-01-23T00:00:00.000Z,45.31400966183575,24.541062801932366,
קציר,4.2,ירוק,10.2,0.0322580645161,0, קטן מ-15 ,ירוק,2021-01-23T00:00:00.000Z,24.233128834355828,8.384458077709612,
מבוא חורון,7,צהוב,44.5,0.0722891566265,-0.7,33,צהוב,2021-01-23T00:00:00.000Z,13.622865627319971,3.0066815144766146,122.5
אלפי מנשה,6.2,צהוב,23.8,0.0328820116054,-0.24,28,צהוב,2021-01-23T00:00:00.000Z,38.0982209972438,15.49736908043097,35.1
לקיה,3.4,אדום ,4.2,0.0447761194029,0,16,אדום ,2021-01-23T00:00:00.000Z,2.742762155423189,0.5817980329685551,11.1
גדרה,5.8,כתום,22.1,0.043659043659,-0.16,122,כתום,2021-01-23T00:00:00.000Z,29.986669473093386,10.460955588297201,42.8
כפר כנא,6.3,אדום ,37.2,0.1207865168539,-0.5326086956522,152,אדום ,2021-01-23T00:00:00.000Z,19.080599082330536,5.830664011773872,65.8
אופקים,7.8,צהוב,65.6,0.1057157309054,-0.1291666666667,333,צהוב,2021-01-23T00:00:00.000Z,22.93877551020408,7.171114599686028,104.6
טלמון,8.4,צהוב,113.9,0.0919931856899,-0.0526315789474,64,צהוב,2021-01-23T00:00:00.000Z,17.239924034606457,4.8955475838784555,135.0
אשדוד,7.1,כתום,51.8,0.0867150473933,-0.114134542706,1734,כתום,2021-01-23T00:00:00.000Z,25.005525350307213,8.712372364407903,76.6
