age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,35840,5211,1505185,2.4,0.3
20-29,194358,39598,1277634,15.2,3.1
30-39,234855,59418,1186386,19.8,5
40-49,420122,90101,1080768,38.9,8.3
50-59,473458,117739,832687,56.9,14.1
60-69,527376,284828,735380,71.7,38.7
70-79,411683,250516,462148,89.1,54.2
80-89,182709,102825,222547,82.1,46.2
90+,42782,23893,50589,84.6,47.2
