section,female,male,period,order_period
0-9,"{'amount': 465, 'percentage': 9}","{'amount': 438, 'percentage': 8.4}",חודש אחרון,5
0-9,"{'amount': 56596, 'percentage': 7}","{'amount': 59774, 'percentage': 7.4}",שנה,2
0-9,"{'amount': 33274, 'percentage': 9.3}","{'amount': 35080, 'percentage': 9.8}",6 חודשים,3
0-9,"{'amount': 768, 'percentage': 8.9}","{'amount': 733, 'percentage': 8.5}",3 חודשים,4
0-9,"{'amount': 57654, 'percentage': 6.9}","{'amount': 60901, 'percentage': 7.3}",מתחילת קורונה,1
10-19,"{'amount': 84963, 'percentage': 10.2}","{'amount': 92569, 'percentage': 11.1}",מתחילת קורונה,1
10-19,"{'amount': 874, 'percentage': 16.8}","{'amount': 754, 'percentage': 14.5}",חודש אחרון,5
10-19,"{'amount': 1489, 'percentage': 17.2}","{'amount': 1226, 'percentage': 14.2}",3 חודשים,4
10-19,"{'amount': 41750, 'percentage': 11.6}","{'amount': 39450, 'percentage': 11}",6 חודשים,3
10-19,"{'amount': 82551, 'percentage': 10.3}","{'amount': 89499, 'percentage': 11.1}",שנה,2
20-29,"{'amount': 35225, 'percentage': 9.8}","{'amount': 29320, 'percentage': 8.2}",6 חודשים,3
20-29,"{'amount': 369, 'percentage': 4.3}","{'amount': 370, 'percentage': 4.3}",3 חודשים,4
20-29,"{'amount': 185, 'percentage': 3.6}","{'amount': 188, 'percentage': 3.6}",חודש אחרון,5
20-29,"{'amount': 81933, 'percentage': 9.8}","{'amount': 77658, 'percentage': 9.3}",מתחילת קורונה,1
20-29,"{'amount': 78644, 'percentage': 9.8}","{'amount': 73751, 'percentage': 9.2}",שנה,2
30-39,"{'amount': 58997, 'percentage': 7.3}","{'amount': 53562, 'percentage': 6.7}",שנה,2
30-39,"{'amount': 26414, 'percentage': 7.4}","{'amount': 22953, 'percentage': 6.4}",6 חודשים,3
30-39,"{'amount': 466, 'percentage': 5.4}","{'amount': 368, 'percentage': 4.3}",3 חודשים,4
30-39,"{'amount': 256, 'percentage': 4.9}","{'amount': 199, 'percentage': 3.8}",חודש אחרון,5
30-39,"{'amount': 61120, 'percentage': 7.3}","{'amount': 56176, 'percentage': 6.7}",מתחילת קורונה,1
40-49,"{'amount': 50655, 'percentage': 6.3}","{'amount': 44675, 'percentage': 5.6}",שנה,2
40-49,"{'amount': 20847, 'percentage': 5.8}","{'amount': 18071, 'percentage': 5}",6 חודשים,3
40-49,"{'amount': 558, 'percentage': 6.5}","{'amount': 449, 'percentage': 5.2}",3 חודשים,4
40-49,"{'amount': 380, 'percentage': 7.3}","{'amount': 272, 'percentage': 5.2}",חודש אחרון,5
40-49,"{'amount': 52547, 'percentage': 6.3}","{'amount': 46802, 'percentage': 5.6}",מתחילת קורונה,1
50-59,"{'amount': 14017, 'percentage': 3.9}","{'amount': 12515, 'percentage': 3.5}",6 חודשים,3
50-59,"{'amount': 354, 'percentage': 4.1}","{'amount': 311, 'percentage': 3.6}",3 חודשים,4
50-59,"{'amount': 36628, 'percentage': 4.6}","{'amount': 33232, 'percentage': 4.1}",שנה,2
50-59,"{'amount': 38320, 'percentage': 4.6}","{'amount': 35007, 'percentage': 4.2}",מתחילת קורונה,1
50-59,"{'amount': 220, 'percentage': 4.2}","{'amount': 219, 'percentage': 4.2}",חודש אחרון,5
60-69,"{'amount': 301, 'percentage': 3.5}","{'amount': 280, 'percentage': 3.2}",3 חודשים,4
60-69,"{'amount': 8341, 'percentage': 2.3}","{'amount': 7422, 'percentage': 2.1}",6 חודשים,3
60-69,"{'amount': 204, 'percentage': 3.9}","{'amount': 200, 'percentage': 3.9}",חודש אחרון,5
60-69,"{'amount': 23908, 'percentage': 2.9}","{'amount': 24032, 'percentage': 2.9}",מתחילת קורונה,1
60-69,"{'amount': 22825, 'percentage': 2.8}","{'amount': 22659, 'percentage': 2.8}",שנה,2
70-79,"{'amount': 131, 'percentage': 2.5}","{'amount': 127, 'percentage': 2.4}",חודש אחרון,5
70-79,"{'amount': 208, 'percentage': 2.4}","{'amount': 185, 'percentage': 2.1}",3 חודשים,4
70-79,"{'amount': 4363, 'percentage': 1.2}","{'amount': 3629, 'percentage': 1}",6 חודשים,3
70-79,"{'amount': 11678, 'percentage': 1.5}","{'amount': 11464, 'percentage': 1.4}",שנה,2
70-79,"{'amount': 12280, 'percentage': 1.5}","{'amount': 12224, 'percentage': 1.5}",מתחילת קורונה,1
80-89,"{'amount': 79, 'percentage': 0.9}","{'amount': 78, 'percentage': 0.9}",3 חודשים,4
80-89,"{'amount': 6976, 'percentage': 0.9}","{'amount': 5064, 'percentage': 0.6}",שנה,2
80-89,"{'amount': 2725, 'percentage': 0.8}","{'amount': 1788, 'percentage': 0.5}",6 חודשים,3
80-89,"{'amount': 35, 'percentage': 0.7}","{'amount': 35, 'percentage': 0.7}",חודש אחרון,5
80-89,"{'amount': 7373, 'percentage': 0.9}","{'amount': 5387, 'percentage': 0.6}",מתחילת קורונה,1
90+,"{'amount': 2985, 'percentage': 0.4}","{'amount': 1433, 'percentage': 0.2}",מתחילת קורונה,1
90+,"{'amount': 10, 'percentage': 0.2}","{'amount': 2, 'percentage': 0}",חודש אחרון,5
90+,"{'amount': 34, 'percentage': 0.4}","{'amount': 11, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 972, 'percentage': 0.3}","{'amount': 502, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2753, 'percentage': 0.3}","{'amount': 1333, 'percentage': 0.2}",שנה,2
