section,male,female,period,order_period
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",שנה,2
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 3, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",6 חודשים,3
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 3, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 2, 'percentage': 0}","{'amount': 2, 'percentage': 0}",שנה,2
20-29,"{'amount': 1, 'percentage': 0.7}","{'amount': 0, 'percentage': 0}",3 חודשים,4
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 18, 'percentage': 0.3}","{'amount': 11, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 19, 'percentage': 0.3}","{'amount': 12, 'percentage': 0.2}",מתחילת קורונה,1
20-29,"{'amount': 14, 'percentage': 0.5}","{'amount': 4, 'percentage': 0.1}",6 חודשים,3
30-39,"{'amount': 29, 'percentage': 0.5}","{'amount': 22, 'percentage': 0.3}",מתחילת קורונה,1
30-39,"{'amount': 27, 'percentage': 0.4}","{'amount': 22, 'percentage': 0.4}",שנה,2
30-39,"{'amount': 1, 'percentage': 25}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
30-39,"{'amount': 1, 'percentage': 0.7}","{'amount': 2, 'percentage': 1.4}",3 חודשים,4
30-39,"{'amount': 16, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.5}",6 חודשים,3
40-49,"{'amount': 41, 'percentage': 1.5}","{'amount': 33, 'percentage': 1.2}",6 חודשים,3
40-49,"{'amount': 5, 'percentage': 3.6}","{'amount': 2, 'percentage': 1.4}",3 חודשים,4
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
40-49,"{'amount': 65, 'percentage': 1.1}","{'amount': 53, 'percentage': 0.9}",שנה,2
40-49,"{'amount': 68, 'percentage': 1.1}","{'amount': 55, 'percentage': 0.9}",מתחילת קורונה,1
50-59,"{'amount': 20, 'percentage': 14.4}","{'amount': 9, 'percentage': 6.5}",3 חודשים,4
50-59,"{'amount': 1, 'percentage': 25}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
50-59,"{'amount': 247, 'percentage': 4.1}","{'amount': 119, 'percentage': 2}",שנה,2
50-59,"{'amount': 253, 'percentage': 3.9}","{'amount': 124, 'percentage': 1.9}",מתחילת קורונה,1
50-59,"{'amount': 125, 'percentage': 4.5}","{'amount': 59, 'percentage': 2.1}",6 חודשים,3
60-69,"{'amount': 290, 'percentage': 10.5}","{'amount': 156, 'percentage': 5.6}",6 חודשים,3
60-69,"{'amount': 13, 'percentage': 9.4}","{'amount': 14, 'percentage': 10.1}",3 חודשים,4
60-69,"{'amount': 1, 'percentage': 25}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
60-69,"{'amount': 643, 'percentage': 10}","{'amount': 303, 'percentage': 4.7}",מתחילת קורונה,1
60-69,"{'amount': 619, 'percentage': 10.2}","{'amount': 292, 'percentage': 4.8}",שנה,2
70-79,"{'amount': 415, 'percentage': 15}","{'amount': 296, 'percentage': 10.7}",6 חודשים,3
70-79,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 25}",חודש אחרון,5
70-79,"{'amount': 1029, 'percentage': 16}","{'amount': 600, 'percentage': 9.3}",מתחילת קורונה,1
70-79,"{'amount': 973, 'percentage': 16}","{'amount': 573, 'percentage': 9.4}",שנה,2
70-79,"{'amount': 12, 'percentage': 8.6}","{'amount': 17, 'percentage': 12.2}",3 חודשים,4
80-89,"{'amount': 1115, 'percentage': 17.3}","{'amount': 991, 'percentage': 15.4}",מתחילת קורונה,1
80-89,"{'amount': 443, 'percentage': 16}","{'amount': 418, 'percentage': 15.1}",6 חודשים,3
80-89,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
80-89,"{'amount': 18, 'percentage': 12.9}","{'amount': 14, 'percentage': 10.1}",3 חודשים,4
80-89,"{'amount': 1046, 'percentage': 17.2}","{'amount': 935, 'percentage': 15.4}",שנה,2
90+,"{'amount': 491, 'percentage': 7.6}","{'amount': 664, 'percentage': 10.3}",מתחילת קורונה,1
90+,"{'amount': 197, 'percentage': 7.1}","{'amount': 244, 'percentage': 8.8}",6 חודשים,3
90+,"{'amount': 4, 'percentage': 2.9}","{'amount': 7, 'percentage': 5}",3 חודשים,4
90+,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
90+,"{'amount': 455, 'percentage': 7.5}","{'amount': 609, 'percentage': 10}",שנה,2
