name,value
מספר דיאטניות בבידוד,6
מספר פסיכולוגים/ות בבידוד,8
מספר פרמדיקים בבידוד,9
מספר עוסים בבידוד,15
מספר עובדי מערך לוגיסטי בבידוד,18
מספר רוקחים בבידוד,30
מספר עובדי מעבדה בבידוד,38
מספר פיזיותרפיסטים/ריפוי בעיסוק/קלינאי תקשורת בבידוד,44
מספר חובשי רפואת חירום בבידוד,68
סקטורים אחרים בבידוד,74
מספר אנשי כוח עזר בבידוד,92
מספר עובדי מינהל ומשק בבידוד,268
