city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,0.5483658697082694,0.49222998221786973,4584,,117838
בני ברק,0.5255474452554744,1.7145902014880028,3443,,49726
תל אביב - יפו,1.004636785162288,0.2863659568501059,1307,,55319
בית שמש,0.6482982171799028,0.4895700297999148,621,,11560
אשדוד,5.178571428571429,0.2609577904096904,589,,21155
מודיעין עילית,0.2049180327868853,0.635304205479986,489,,9580
אלעד,0,1.026331286279129,488,בסגר חלקי,8183
פתח תקווה,1.252609603340292,0.1975294563256263,485,,27500
בת ים,1.157407407407407,0.3364955185265038,437,,16492
באר שבע,0.7957559681697612,0.1927290432524548,380,,26838
ראשון לציון,5.099150141643059,0.15280065897858322,371,,23739
ביתר עילית,2.2346368715083798,0.5936932260576174,366,,5630
חולון,1.547987616099071,0.17555127381716978,328,,20150
נתניה,0.9708737864077669,0.1438470794893429,312,,18306
אשקלון,0,0.2171812970236291,308,,15640
חיפה,0.3472222222222222,0.10569626040047549,289,,24911
רהט,1.8450184501845017,0.4124512455728739,276,בסגר חלקי,6566
רמת גן,1.893939393939394,0.1829036118363795,269,,17427
ערערה-בנגב,3.557312252964427,1.447114056890362,262,בסגר חלקי,3647
טבריה,0.78125,0.5740987983978639,258,בסגר חלקי,7068
חורה,0.45662100456621,1.241324832139028,220,,2800
אור יהודה,0.9615384615384616,0.6040905560509737,210,,5271
רחובות,1.104972375690608,0.1314220875285466,183,,14511
רעננה,1.183431952662722,0.2274208349403519,171,,9644
לוד,1.212121212121212,0.2189044292099779,167,,6692
הרצליה,0,0.1757109285729686,163,,9455
רמלה,6.944444444444445,0.20335670614955959,154,,7135
דייר אל-אסד,0,1.214864221057647,153,,4961
קרית גת,3.4965034965034967,0.2574360758392764,148,,5298
מודיעין-מכבים-רעות,2.777777777777778,0.1689864239960722,148,,8252
נתיבות,3.90625,0.3456430780425687,133,,3834
צפת,0,0.3447604748797509,124,,3976
אום אל-פחם,0.8547008547008548,0.210001779676099,118,,4503
כפר סבא,0.8620689655172413,0.11940968749362131,117,,10394
באקה אל-גרביה,0.9803921568627451,0.34839669868759304,103,,3399
מגדל העמק,0,0.3919157765311611,102,,2742
חדרה,2.173913043478261,0.09846643760998912,94,,12855
יהוד,0,0.2963881996140061,86,,2915
עפולה,0,0.1571415209054345,84,,4406
שדרות,0,0.2994011976047904,81,,4320
ראש העין,2.7027027027027026,0.1279030629417704,76,,5793
קרית מלאכי,2.816901408450704,0.2991312899524668,73,,1697
יבנה,0,0.1551289509404693,72,,4236
גבעתיים,0,0.12845098961537071,71,,5692
נהריה,6.0606060606060606,0.11706860220088972,70,,7279
קרית אונו,0,0.1813913785744772,68,,3963
הוד השרון,4.6875,0.11178217491407791,67,,5244
רכסים,0,0.5406714009038088,67,,1733
אילת,3.076923076923077,0.11844989746128279,67,,3578
גבעת זאב,1.538461538461539,0.3470761464030291,66,,2366
כוכב יעקב,0,0.7385028533064787,66,,956
אפרת,0,0.5612558098745943,64,,1666
דימונה,1.639344262295082,0.1735625104977325,62,,3335
מעלה אדומים,1.666666666666667,0.162688358447793,61,,5023
אופקים,0,0.1916130045547354,61,,3249
גדרה,0,0.2449405717956955,61,,3918
טייבה,1.785714285714286,0.1296692297192775,57,,3251
גני תקווה,0,0.2758966641585152,55,,2405
כרמיאל,0,0.1161215405457713,54,,4296
כפר קאסם,54.285714285714285,0.2243083824873307,54,,1992
גבעת שמואל,0,0.21134904494157988,53,,2534
רמת השרון,0,0.1102803326054831,50,,4101
ג'סר א-זרקא,0,0.32738691788601587,49,,3141
קרית יערים,0,0.7656723560376456,48,,1159
שוהם,2.173913043478261,0.2346011779974044,47,,2158
ג'ת,0,0.3850565295756185,47,,1663
אזור,0,0.38445465942331797,46,,1380
"כפר חב""ד",0,0.6546406750072737,45,,1168
באר יעקב,2.3809523809523814,0.1663314250348136,43,,2355
זכרון יעקב,0,0.1795573910311083,40,,1605
בענה,0,0.4743270484999407,40,,2136
נס ציונה,8.333333333333332,0.0850952412122799,39,,3452
נוף הגליל,0,0.08598257721461704,38,,3915
עכו,2.7027027027027026,0.07420570602823723,38,,4303
קרית אתא,2.777777777777778,0.06414813016869225,37,,4798
אבן יהודה,0,0.2779864763335838,37,,1449
פרדס חנה-כרכור,0,0.08184685009990131,34,,5519
דבוריה,0,0.3223971173904798,34,,1823
טירה,3.125,0.1242469879518072,33,,2131
גן יבנה,3.225806451612903,0.1421148465603766,32,,1679
בית שאן,3.448275862068966,0.1553599171413775,30,,1285
קרית ים,0,0.0763611372718711,30,,3172
ערד,3.703703703703704,0.103838308918969,28,,1831
כפר קרע,0,0.1409921671018277,27,,1582
מבשרת ציון,3.846153846153846,0.1166457856309673,27,,3084
מג'ד אל-כרום,17.39130434782609,0.1750405186385737,27,,2229
נצרת,0,0.03438220275312305,27,,2694
אריאל,0,0.1420920319160564,26,,1616
קרית מוצקין,0,0.05914736794212658,26,,4667
מזכרת בתיה,0,0.1727689547478238,26,,1915
מצפה רמון,0,0.519065681772809,26,,437
טמרה,0,0.07281836187813119,25,,1964
להבים,0,0.40096230954290296,25,,1571
ג'לג'וליה,33.33333333333333,0.23557126030624262,24,,846
מיתר,0,0.229701388195346,23,,1736
מעלה עירון,0,0.1524289217310624,23,,1117
לקיה,0,0.1498664234052258,23,,1052
קדימה-צורן,0,0.1045279612296289,22,,1416
ערערה,4.761904761904763,0.11002200440088021,22,,1851
טירת כרמל,5,0.09096028067743751,21,,1352
יבנאל,0,0.48169556840077066,20,,390
כסיפה,11.11111111111111,0.1129752019431735,20,,839
עלי,0,0.4873294346978557,20,,375
יקנעם עילית,0,0.08637070305752288,20,,1552
קרית ביאליק,0,0.048278490661923516,19,,2960
עומר,0,0.2394454946439824,19,,1281
קרית שמונה,0,0.08148852369957897,18,,1332
שפרעם,0,0.04361521686455052,18,,2507
חריש,0,0.11810476587466999,17,,1023
כפר כנא,0,0.07460721495655227,17,,1487
סח'נין,0,0.05193059628543499,17,,1977
כפר יונה,0,0.06982325987344534,16,,1514
כוכב יאיר,6.666666666666667,0.1754193619120711,16,,863
קלנסווה,0,0.06930307099233335,16,,1647
בית אריה,0,0.31280547409579673,16,,493
עמנואל,0,0.3808616995953344,16,,265
תל מונד,0,0.1170046801872075,15,,1588
מרכז שפירא,0,0.7201152184349496,15,,271
הר אדר,0,0.3718393653941497,15,,778
פוריידיס,0,0.11283285692793739,15,,931
פקיעין (בוקייעה),0,0.2540220152413209,15,,748
קרית עקרון,0,0.1411100658513641,15,,779
מעלות-תרשיחא,0,0.06638049298579458,15,,1742
עילוט,0,0.02377555872563005, קטן מ-15 ,,294
תל שבע,0,0.058791827935916904, קטן מ-15 ,,767
כסרא-סמיע,0,0.022975301550832862, קטן מ-15 ,,810
כפר אדומים,0,0.2089621546319944, קטן מ-15 ,,532
כפר ברא,50,0.1581861323490641, קטן מ-15 ,,350
כפר האורנים,0,0.18083182640144668, קטן מ-15 ,,197
כפר ורדים,0,0.09064539521392313, קטן מ-15 ,,422
גבע בנימין,0,0.23967551622418878, קטן מ-15 ,,596
כפר יאסיף,0,0.1218711915252648, קטן מ-15 ,,1136
דייר חנא,0,0.1220428088621855, קטן מ-15 ,,745
כפר מצר,0,0.036114120621162885, קטן מ-15 ,,126
שעב,0,0.1093194861984149, קטן מ-15 ,,1433
שמשית,0,0.12987012987012989, קטן מ-15 ,,184
שלומי,0,0.1652644230769231, קטן מ-15 ,,1114
כפר תבור,0,0.1367365542388332, קטן מ-15 ,,316
שילה,0,0.18302447952413642, קטן מ-15 ,,257
מבוא חורון,0,0.03937007874015748, קטן מ-15 ,,173
רבבה,0,0.2553812477198103, קטן מ-15 ,,223
ראמה,166.66666666666669,0.09590026372572524, קטן מ-15 ,,570
קצרין,0,0.1866666666666667, קטן מ-15 ,,472
מג'דל שמס,0,0.035650623885918005, קטן מ-15 ,,621
צור הדסה,8.333333333333332,0.13945505256382748, קטן מ-15 ,,1311
צופים,0,0.1698513800424629, קטן מ-15 ,,173
מסעודין אל-עזאזמה,0,0.01162250116225012, קטן מ-15 ,,161
מעיליא,0,0.06277463904582549, קטן מ-15 ,,301
פסוטה,0,0.02965599051008304, קטן מ-15 ,,456
פדואל,0,0.18867924528301888, קטן מ-15 ,,159
