gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,439647,9.7,7,0.1,33,0.5,123,0.4,3182,3.7
זכר,0-9,חודש אחרון,12092,5.2,0,0,2,0.7,6,0.3,291,4
זכר,0-9,3 חודשים,24055,4.9,0,0,4,0.9,9,0.3,433,3.9
זכר,0-9,6 חודשים,151002,8.9,2,0.1,16,1.1,47,0.7,1282,4.9
זכר,0-9,שנה,367869,10,5,0.1,24,0.9,90,0.6,2273,5
נקבה,0-9,3 חודשים,20443,4.1,0,0,1,0.2,9,0.3,330,3
נקבה,0-9,6 חודשים,117420,6.9,1,0,9,0.6,33,0.5,1034,4
נקבה,0-9,שנה,299496,8.2,2,0,10,0.4,57,0.4,1833,4
נקבה,0-9,מתחילת קורונה,360393,8,5,0,17,0.3,78,0.3,2564,3
נקבה,0-9,חודש אחרון,10036,4.3,0,0,1,0.4,7,0.4,213,2.9
זכר,10-19,3 חודשים,21540,4.4,0,0,0,0,4,0.2,107,1
זכר,10-19,שנה,338107,9.2,5,0.1,15,0.6,45,0.3,602,1.3
זכר,10-19,חודש אחרון,8299,3.6,0,0,0,0,3,0.2,80,1.1
זכר,10-19,6 חודשים,127870,7.5,2,0.1,7,0.5,15,0.2,276,1.1
זכר,10-19,מתחילת קורונה,437707,9.7,7,0.1,24,0.4,81,0.3,1063,1.2
נקבה,10-19,מתחילת קורונה,426572,9.4,8,0.1,23,0.4,81,0.3,1202,1.4
נקבה,10-19,שנה,338300,9.2,4,0.1,15,0.6,36,0.3,678,1.5
נקבה,10-19,חודש אחרון,8320,3.6,0,0,0,0,3,0.2,66,0.9
נקבה,10-19,3 חודשים,22122,4.5,1,0.2,2,0.5,5,0.2,122,1.1
נקבה,10-19,6 חודשים,122967,7.2,2,0.1,7,0.5,14,0.2,297,1.1
זכר,20-29,3 חודשים,21917,4.4,0,0,3,0.7,8,0.3,126,1.1
זכר,20-29,6 חודשים,78964,4.6,2,0.1,12,0.9,31,0.4,333,1.3
זכר,20-29,שנה,193572,5.3,5,0.1,24,0.9,95,0.7,695,1.5
זכר,20-29,מתחילת קורונה,265822,5.9,24,0.2,57,0.9,248,0.8,1640,1.9
זכר,20-29,חודש אחרון,10781,4.7,0,0,2,0.7,4,0.2,83,1.1
נקבה,20-29,שנה,291461,7.9,9,0.2,24,0.9,104,0.7,2862,6.3
נקבה,20-29,מתחילת קורונה,377005,8.3,22,0.2,61,1,279,0.9,5321,6.2
נקבה,20-29,חודש אחרון,14288,6.2,0,0,5,1.8,6,0.3,303,4.2
נקבה,20-29,3 חודשים,30612,6.2,0,0,5,1.1,9,0.3,491,4.4
נקבה,20-29,6 חודשים,120362,7.1,4,0.2,13,0.9,22,0.3,1258,4.9
זכר,30-39,מתחילת קורונה,265373,5.9,53,0.5,106,1.7,640,2.1,2327,2.7
זכר,30-39,3 חודשים,27871,5.6,0,0,5,1.1,13,0.5,173,1.6
זכר,30-39,6 חודשים,99822,5.9,8,0.3,27,1.9,56,0.8,442,1.7
זכר,30-39,שנה,211037,5.8,23,0.5,49,1.9,227,1.6,1015,2.2
זכר,30-39,חודש אחרון,13496,5.8,0,0,2,0.7,9,0.5,115,1.6
נקבה,30-39,מתחילת קורונה,383416,8.5,39,0.3,108,1.7,596,1.9,5382,6.3
נקבה,30-39,חודש אחרון,18094,7.8,0,0,3,1.1,3,0.2,308,4.2
נקבה,30-39,3 חודשים,38371,7.8,1,0.2,6,1.4,8,0.3,493,4.4
נקבה,30-39,6 חודשים,147528,8.7,7,0.3,17,1.2,45,0.6,1329,5.1
נקבה,30-39,שנה,318815,8.7,16,0.3,39,1.5,216,1.5,2993,6.6
זכר,40-49,3 חודשים,27088,5.5,4,0.7,9,2.1,32,1.2,224,2
זכר,40-49,6 חודשים,94378,5.5,17,0.7,38,2.7,119,1.7,554,2.1
זכר,40-49,שנה,194070,5.3,54,1.1,103,3.9,478,3.4,1380,3
זכר,40-49,מתחילת קורונה,239898,5.3,124,1.1,267,4.2,1427,4.6,3681,4.3
זכר,40-49,חודש אחרון,12575,5.4,2,0.5,6,2.2,21,1.2,146,2
נקבה,40-49,מתחילת קורונה,344111,7.6,79,0.7,141,2.2,980,3.1,3661,4.3
נקבה,40-49,שנה,287811,7.8,24,0.5,52,2,342,2.4,1551,3.4
נקבה,40-49,חודש אחרון,17944,7.8,2,0.5,2,0.7,14,0.8,151,2.1
נקבה,40-49,3 חודשים,39819,8.1,4,0.7,6,1.4,21,0.8,237,2.1
נקבה,40-49,6 חודשים,141477,8.3,8,0.3,16,1.1,73,1,628,2.4
זכר,50-59,שנה,133660,3.6,140,2.9,194,7.3,756,5.3,1996,4.4
זכר,50-59,חודש אחרון,11349,4.9,2,0.5,10,3.6,50,2.8,242,3.3
זכר,50-59,3 חודשים,24278,4.9,9,1.5,20,4.6,68,2.6,389,3.5
זכר,50-59,6 חודשים,70195,4.1,53,2.2,89,6.3,267,3.8,1021,3.9
זכר,50-59,מתחילת קורונה,167545,3.7,393,3.5,555,8.7,2282,7.3,5088,6
נקבה,50-59,מתחילת קורונה,240182,5.3,202,1.8,261,4.1,1613,5.2,4047,4.7
נקבה,50-59,שנה,200019,5.5,77,1.6,112,4.2,559,3.9,1628,3.6
נקבה,50-59,חודש אחרון,17690,7.6,3,0.8,6,2.2,34,1.9,182,2.5
נקבה,50-59,3 חודשים,38353,7.8,3,0.5,9,2.1,53,2,287,2.6
נקבה,50-59,6 חודשים,110165,6.5,29,1.2,44,3.1,180,2.5,745,2.9
זכר,60-69,3 חודשים,27442,5.6,33,5.6,61,14,218,8.4,827,7.5
זכר,60-69,6 חודשים,61675,3.6,155,6.4,178,12.6,598,8.5,1926,7.4
זכר,60-69,שנה,104603,2.9,379,7.8,334,12.6,1329,9.4,3264,7.2
זכר,60-69,מתחילת קורונה,128186,2.8,1026,9,971,15.3,3447,11.1,7079,8.3
זכר,60-69,חודש אחרון,13252,5.7,17,4.6,36,12.9,140,7.9,520,7.2
