period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,46159,22562,48.88
3_Month,0-9,154914,45506,29.38
6_Month,0-9,621321,285664,45.98
1_Year,0-9,1477141,650197,44.02
All,0-9,1708535,762335,44.62
1_Month,10-19,41043,16726,40.75
3_Month,10-19,157463,44227,28.09
6_Month,10-19,601079,265137,44.11
1_Year,10-19,1369917,654565,47.78
All,10-19,1626371,803578,49.41
1_Month,20-29,57748,25090,43.45
3_Month,20-29,223890,52972,23.66
6_Month,20-29,649527,207319,31.92
1_Year,20-29,1210113,474497,39.21
All,20-29,1466023,596454,40.69
1_Month,30-39,69365,31563,45.5
3_Month,30-39,233380,66578,28.53
6_Month,30-39,655821,255475,38.95
1_Year,30-39,1154910,516636,44.73
All,30-39,1365936,603451,44.18
1_Month,40-49,67317,30512,45.33
3_Month,40-49,221443,67275,30.38
6_Month,40-49,614851,243816,39.65
1_Year,40-49,1035936,471638,45.53
All,40-49,1213373,546593,45.05
1_Month,50-59,61921,29002,46.84
3_Month,50-59,200641,62976,31.39
6_Month,50-59,508887,185797,36.51
1_Year,50-59,806801,328936,40.77
All,50-59,948264,385802,40.69
1_Month,60-69,67256,31990,47.56
3_Month,60-69,195298,67821,34.73
6_Month,60-69,444005,156281,35.2
1_Year,60-69,670006,249463,37.23
All,60-69,781012,288212,36.9
1_Month,70-79,62346,28028,44.96
3_Month,70-79,153113,59592,38.92
6_Month,70-79,303720,111415,36.68
1_Year,70-79,433994,158903,36.61
All,70-79,504276,179744,35.64
1_Month,80-89,38251,13101,34.25
3_Month,80-89,68896,24910,36.16
6_Month,80-89,117928,44911,38.08
1_Year,80-89,169364,63708,37.62
All,80-89,213499,74754,35.01
1_Month,90+,11918,3337,28
3_Month,90+,18559,5935,31.98
6_Month,90+,28176,10834,38.45
1_Year,90+,40243,15771,39.19
All,90+,55382,19427,35.08
