date,visited_country,israeli_positive,foreigner_positive,israeli_percnet_positive,foreigner_percnet_positive
2021-05-01T00:00:00.000Z,Australia,0,0,0,0
2021-05-01T00:00:00.000Z,Germany,0,0,0,0
2021-05-01T00:00:00.000Z,Bosnia And Herzegovina ,0,0,0,0
2021-05-01T00:00:00.000Z,Maldives,0,0,0,0
2021-05-01T00:00:00.000Z,Sweden  ,0,0,0,0
2021-05-01T00:00:00.000Z,Denmark,0,0,0,0
2021-05-01T00:00:00.000Z,Zimbabwe ,0,0,0,0
2021-05-01T00:00:00.000Z,Cyprus ,0,0,0,0
2021-05-01T00:00:00.000Z,Kazakhstan,0,0,0,0
2021-05-01T00:00:00.000Z,Turkey,0,0,0,0
2021-05-01T00:00:00.000Z,Ireland,0,0,0,0
2021-05-01T00:00:00.000Z,Colombia ,0,0,0,0
2021-05-01T00:00:00.000Z,Finland,0,0,0,0
2021-05-01T00:00:00.000Z,Thailand ,0,0,0,0
2021-05-01T00:00:00.000Z,Moldova,0,0,0,0
2021-05-01T00:00:00.000Z,Guatemala  ,0,0,0,0
2021-05-01T00:00:00.000Z,Egypt ,0,0,0,0
2021-05-01T00:00:00.000Z,Belarus ,0,0,0,0
2021-05-01T00:00:00.000Z,Spain ,0,0,0,0
2021-05-01T00:00:00.000Z,Kenya ,0,0,0,0
2021-05-01T00:00:00.000Z,Romania ,0,0,0,0
2021-05-01T00:00:00.000Z,Lesotho ,0,0,0,0
2021-05-01T00:00:00.000Z,Slovenia ,0,0,0,0
2021-05-01T00:00:00.000Z,Poland,0,0,0,0
2021-05-01T00:00:00.000Z,Greece ,0,0,0,0
2021-05-01T00:00:00.000Z,Lithuania,0,0,0,0
2021-05-01T00:00:00.000Z,Sao Tome And Principe  ,0,0,0,0
2021-05-01T00:00:00.000Z,Armenia ,0,0,0,0
2021-05-01T00:00:00.000Z,Angola ,0,0,0,0
2021-05-01T00:00:00.000Z,Singapore ,0,0,0,0
2021-05-01T00:00:00.000Z,Ecuador,0,0,0,0
2021-05-01T00:00:00.000Z,Dominican R,0,0,0,0
2021-05-01T00:00:00.000Z,Russia,0,0,0,0
2021-05-01T00:00:00.000Z,Italy,0,0,0,0
2021-05-01T00:00:00.000Z,Austria ,0,0,0,0
2021-05-01T00:00:00.000Z,Philippines,0,0,0,0
2021-05-01T00:00:00.000Z,Czech Republic,0,0,0,0
2021-05-01T00:00:00.000Z,Ukraine ,0,0,0,0
2021-05-01T00:00:00.000Z,Republic Of South Sudan,0,0,0,0
2021-05-01T00:00:00.000Z,Guinea ,0,0,0,0
