name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.3670883178711,59
יוספטל,,72.30769348144531,0
שמיר,,74.85971069335938,39
וולפסון,,70.42459869384766,15
זיו צפת,,77.52161407470703,52
הלל יפה,,90.87378692626953,26
נהריה,,78.14661407470703,38
ברזילי,,84.16666412353516,63
פוריה,,64.50704193115234,32
סוראסקי,,115.6276702880859,76
בני ציון,,85.45034790039062,53
רבין ק. בילינסון,,92.5748519897461,54
סורוקה,,67.85404205322266,69
מאיר,,76.4781494140625,48
קפלן,,80.86642456054688,18
"רמב""ם",,98.24742126464844,116
הכרמל,,77.91410827636719,84
השרון ק. גולדה,,78.83817291259766,21
הדסה עין כרם,,110.7142868041992,155
הסקוטי,,108.2706756591797,21
סנט וינסנט,,49.25373077392578,6
המשפחה הקדושה,,,0
סנט ג'וזף,,,6
שערי צדק,,,131
אל מקאסד,,,0
לניאדו,,82.45125579833984,18
אוגוסטה ויקטוריה,,,16
מעייני הישועה,,94.62025451660156,20
אסותא אשדוד,,,14
שניידר,,,0
המרכזי בעמק,,75.51724243164062,72
