actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3797,ירושלים,41,16346,"נדרשים הסברה, בדיקות ואכיפת בידוד",15017,1397
1286,בני ברק,64,9218,"נדרשים הסברה, בדיקות ואכיפת בידוד",3370,556
1090,מודיעין עילית,142,3159,"נדרשים הסברה, בדיקות ואכיפת בידוד",2224,512
258,רהט,39,799,"נדרשים הסברה, בדיקות ואכיפת בידוד",928,137
185,כפר קאסם,77,464,"נדרשים הסברה, בדיקות ואכיפת בידוד",543,118
181,טירה,68,369,"נדרשים הסברה, בדיקות ואכיפת בידוד",683,121
175,עילוט,208,190,"נדרשים הסברה, בדיקות ואכיפת בידוד",289,75
92,מעלה עירון,61,147,"נדרשים הסברה, בדיקות ואכיפת בידוד",371,59
86,ג'דיידה-מכר,41,121,"נדרשים הסברה, בדיקות ואכיפת בידוד",483,62
61,בית ג'ן,51,88,"נדרשים הסברה, בדיקות ואכיפת בידוד",318,41
55,כפר ברא,145,85,"נדרשים הסברה, בדיקות ואכיפת בידוד",123,40
51,חריש,35,117,"נדרשים הסברה, בדיקות ואכיפת בידוד",220,35
32,דאלית אל-כרמל,19,45,"נדרשים הסברה, בדיקות ואכיפת בידוד",156,28
28,עין קנייא,118,29,"נדרשים הסברה, בדיקות ואכיפת בידוד",367,24
21,בענה,25,70,"נדרשים הסברה, בדיקות ואכיפת בידוד",144,15
17,מסעדה,42,21,"נדרשים הסברה, בדיקות ואכיפת בידוד",73,11-14
 קטן מ-15 ,עוזייר,30, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",26,6-10
 קטן מ-15 ,עספיא,11,37,"נדרשים הסברה, בדיקות ואכיפת בידוד",138,11-14
 קטן מ-15 ,שייח' דנון,34, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",81,6-10
 קטן מ-15 ,לפיד,56,18,"נדרשים הסברה, בדיקות ואכיפת בידוד",37,6-10
 קטן מ-15 ,כפר תבור,23,25,"נדרשים הסברה, בדיקות ואכיפת בידוד",58,6-10
993,תל אביב - יפו,22,4531,נדרשת הגדלה של מספר הבדיקות,5613,283
694,אשדוד,31,3258,נדרשת הגדלה של מספר הבדיקות,3118,305
399,בית שמש,31,2633,נדרשת הגדלה של מספר הבדיקות,1177,138
225,אלעד,47,1700,נדרשת הגדלה של מספר הבדיקות,640,105
223,ביתר עילית,36,2178,נדרשת הגדלה של מספר הבדיקות,407,61
209,נתיבות,54,632,נדרשת הגדלה של מספר הבדיקות,547,85
203,אום אל-פחם,36,545,נדרשת הגדלה של מספר הבדיקות,862,120
164,אור יהודה,47,713,נדרשת הגדלה של מספר הבדיקות,829,103
155,סח'נין,47,223,נדרשת הגדלה של מספר הבדיקות,1030,94
80,עין נקובא,229,106,נדרשת הגדלה של מספר הבדיקות,292,27
79,כפר מנדא,39,189,נדרשת הגדלה של מספר הבדיקות,156,24
60,באר יעקב,23,212,נדרשת הגדלה של מספר הבדיקות,355,37
59,מג'ד אל-כרום,38,108,נדרשת הגדלה של מספר הבדיקות,411,37
56,ג'ת,46,195,נדרשת הגדלה של מספר הבדיקות,260,36
48,נחף,36,123,נדרשת הגדלה של מספר הבדיקות,150,21
41,ג'לג'וליה,40,139,נדרשת הגדלה של מספר הבדיקות,163,21
38,אבו גוש,48,64,נדרשת הגדלה של מספר הבדיקות,281,26
30,יאנוח-ג'ת,46,36,נדרשת הגדלה של מספר הבדיקות,424,25
29,שעב,40,46,נדרשת הגדלה של מספר הבדיקות,140,16
28,זכרון יעקב,13,117,נדרשת הגדלה של מספר הבדיקות,225,21
28,תל מונד,22,58,נדרשת הגדלה של מספר הבדיקות,285,21
24,כוכב יעקב,27,152,נדרשת הגדלה של מספר הבדיקות,82,11-14
23,עמנואל,55,77,נדרשת הגדלה של מספר הבדיקות,44,11-14
20,"כפר חב""ד",29,156,נדרשת הגדלה של מספר הבדיקות,105,11-14
 קטן מ-15 ,רבבה,44,31,נדרשת הגדלה של מספר הבדיקות,34,6-10
