gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,529,1.2,0,0,0,0,1,0.2,50,2.2
זכר,0-9,3 חודשים,1532,1.6,0,0,1,0.4,1,0.1,94,2.2
זכר,0-9,6 חודשים,22810,4.1,1,0.1,5,0.8,9,0.2,563,3.6
זכר,0-9,שנה,301630,9,5,0.1,20,1,66,0.6,1970,4.9
זכר,0-9,מתחילת קורונה,442648,9.4,8,0.1,34,0.5,125,0.4,3356,3.7
נקבה,0-9,6 חודשים,20414,3.7,0,0,2,0.3,9,0.2,432,2.7
נקבה,0-9,חודש אחרון,537,1.2,0,0,1,0.8,0,0,33,1.4
נקבה,0-9,שנה,240493,7.2,2,0.1,11,0.6,43,0.4,1582,4
נקבה,0-9,מתחילת קורונה,364702,7.8,4,0,18,0.3,78,0.2,2703,3
נקבה,0-9,3 חודשים,1794,1.9,0,0,1,0.4,0,0,61,1.4
זכר,10-19,מתחילת קורונה,441534,9.4,6,0.1,25,0.4,81,0.2,1094,1.2
זכר,10-19,6 חודשים,21058,3.8,0,0,1,0.2,4,0.1,126,0.8
זכר,10-19,חודש אחרון,1334,3.1,0,0,0,0,0,0,9,0.4
זכר,10-19,3 חודשים,2867,3.1,0,0,0,0,0,0,20,0.5
זכר,10-19,שנה,291867,8.7,3,0.1,11,0.6,28,0.3,470,1.2
נקבה,10-19,3 חודשים,4235,4.5,0,0,0,0,2,0.2,22,0.5
נקבה,10-19,6 חודשים,23420,4.3,0,0,0,0,6,0.2,138,0.9
נקבה,10-19,שנה,293593,8.8,2,0.1,9,0.5,22,0.2,506,1.3
נקבה,10-19,מתחילת קורונה,433573,9.3,7,0.1,23,0.3,83,0.3,1240,1.4
נקבה,10-19,חודש אחרון,1934,4.5,0,0,0,0,1,0.2,13,0.6
זכר,20-29,6 חודשים,23910,4.3,2,0.2,7,1.1,9,0.2,174,1.1
זכר,20-29,חודש אחרון,1783,4.1,1,1,2,1.5,1,0.2,23,1
זכר,20-29,שנה,171568,5.1,4,0.1,17,0.9,49,0.5,543,1.4
