coronaOccupancy,isolatedTeam,name,normalOccupancy
117.5,55,ברזילי,72.5
103.3333333333333,32,שערי צדק,93.7346420288086
100,29,הדסה הר הצופים,86.11111450195312
98.82352941176471,116,הדסה עין כרם,107.827262878418
96.7741935483871,51,שיבא,96.26582336425781
96.42857142857143,63,רבין ק. בילינסון,96.16766357421875
96.29629629629629,18,אסותא אשדוד,
92,4,הסקוטי,101.4184417724609
80,80,לניאדו,80.50139617919922
79.06976744186046,74,המרכזי בעמק,72.75862121582031
79.03225806451613,32,שמיר (אסף הרופא),69.02356719970703
74.19354838709677,121,הכרמל,74.02863311767578
73.21428571428571,41,קפלן,96.02887725830078
71.69811320754717,34,מעייני הישועה,89.13738250732422
71.15384615384616,84,נהריה,77.5933609008789
70.83333333333334,17,המשפחה הקדושה,145.8333282470703
70,50,מאיר,68.76606750488281
67.14285714285714,29,וולפסון,67.7891616821289
66.66666666666666,28,זיו צפת,77.52161407470703
66.07142857142857,31,בני ציון,83.60276794433594
62.65060240963856,62,הלל יפה,79.02912902832031
60,7,השרון ק. גולדה,60.58091354370117
56.52173913043478,0,אל מקאסד,
55.769230769230774,48,פוריה,68.16901397705078
54.054054054054056,0,סנט ג'וזף,
47.14285714285714,124,"רמב""ם",91.03092956542969
42.52873563218391,69,סורוקה,73.76194763183594
41.66666666666667,35,שניידר,88.60759735107422
30.65693430656934,65,סוראסקי,103.5012817382813
0,0,האיטלקי,
0,1,יוספטל,83.07691955566406
0,0,אוגוסטה ויקטוריה,
0,15,סנט וינסנט,56.7164192199707
0,0,אלישע,
