priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,אלגיריה,כתום,2,9,1,11.11,2022-05-06T00:00:00.000Z,0,1
LastMonth,איי קוק,כתום,2,2,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,מרוקו,כתום,2,6210,357,5.75,2022-05-06T00:00:00.000Z,349,8
LastMonth,הרפ הדומיניקנית,כתום,2,101,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,זאיר,כתום,2,27,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,בלגיה,כתום,2,10383,167,1.61,2022-05-06T00:00:00.000Z,150,17
LastMonth,תורכיה,כתום,2,63148,769,1.22,2022-05-06T00:00:00.000Z,737,32
LastMonth,טנזניה,כתום,2,2239,59,2.64,2022-05-06T00:00:00.000Z,59,0
LastMonth,קובה,כתום,2,29,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,ונצואלה,כתום,2,32,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,מלדיבים,כתום,2,1551,39,2.51,2022-05-06T00:00:00.000Z,39,0
LastMonth,קמבודיה,כתום,2,18,1,5.56,2022-05-06T00:00:00.000Z,1,0
LastMonth,פורטו ריקו,כתום,2,17,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,גווטאמלה,כתום,2,172,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,קוסובו,כתום,2,40,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,פרגוואי,כתום,2,51,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,אוקראינה,כתום,2,56,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,טרינידד וטובגו,כתום,2,2,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,שוודיה,כתום,2,2036,26,1.28,2022-05-06T00:00:00.000Z,24,2
LastMonth,מאוריציוס,כתום,2,463,3,0.65,2022-05-06T00:00:00.000Z,3,0
LastMonth,אנדורה,כתום,2,12,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,פיליפינים,כתום,2,1333,12,0.9,2022-05-06T00:00:00.000Z,12,0
LastMonth,מיאנמר (בורמה),כתום,2,11,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,בליז,כתום,2,5,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,אוזבקיסטן,כתום,2,1173,2,0.17,2022-05-06T00:00:00.000Z,2,0
LastMonth,אנגולה,כתום,2,137,2,1.46,2022-05-06T00:00:00.000Z,2,0
LastMonth,קפריסין,כתום,2,26078,408,1.56,2022-05-06T00:00:00.000Z,405,3
LastMonth,"קונגו, רפ. דמוק.",כתום,2,2,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,סווזילנד,כתום,2,3,0,0,2022-05-06T00:00:00.000Z,0,0
LastMonth,קניה,כתום,2,286,5,1.75,2022-05-06T00:00:00.000Z,5,0
LastMonth,גבון,כתום,2,5,1,20,2022-05-06T00:00:00.000Z,1,0
LastMonth,מונטנגרו,כתום,2,1673,60,3.59,2022-05-06T00:00:00.000Z,60,0
LastMonth,צכיה,כתום,2,12778,270,2.11,2022-05-06T00:00:00.000Z,256,14
LastMonth,מאלי,כתום,2,20,0,0,2022-05-06T00:00:00.000Z,0,0
