cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,16,34.42,4.34,ירוק,4649
אבו גוש,קטן מ-15,אין מידע,42,53.42,5.09,צהוב,7862
אבו סנאן,קטן מ-15,אין מידע,24,16.78,3.4,ירוק,14306
אבן יהודה,קטן מ-15,אין מידע,46,32.77,4.51,צהוב,14036
אופקים,17,25.76,66,20.38,5.3,צהוב,32378
אור יהודה,קטן מ-15,אין מידע,58,15.85,4.6,צהוב,36587
אור עקיבא,קטן מ-15,אין מידע,41,21.12,5.02,צהוב,19417
אורנית,קטן מ-15,אין מידע,28,31.08,4.78,צהוב,9010
אזור,קטן מ-15,אין מידע,36,27.21,5.33,צהוב,13228
אילת,38,22.49,169,32.19,6.07,כתום,52507
אלקנה,קטן מ-15,אין מידע,19,47.99,6.73,כתום,3959
אפרת,קטן מ-15,אין מידע,16,14.01,4.91,צהוב,11420
אריאל,קטן מ-15,אין מידע,41,20.01,5.47,צהוב,20488
אשדוד,67,14.73,455,20.10,5.38,צהוב,226329
אשקלון,125,24.18,517,35.30,6.25,כתום,146442
באר יעקב,33,38.82,85,29.50,5.62,צהוב,28818
באר שבע,168,21.00,800,37.98,5.89,צהוב,210624
בית ג'ן,קטן מ-15,אין מידע,19,15.61,5.57,צהוב,12169
בית שאן,קטן מ-15,אין מידע,56,29.50,5.77,צהוב,18980
בית שמש,17,22.37,76,5.75,4.45,ירוק,132210
בני ברק,קטן מ-15,אין מידע,69,3.32,3.1,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,19,27.53,7.04,כתום,6902
בנימינה-גבעת עדה,קטן מ-15,אין מידע,47,29.43,5.85,צהוב,15971
בת ים,39,11.24,347,27.16,5.7,צהוב,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,21,9.84,2.45,ירוק,21331
ג'ולס,קטן מ-15,אין מידע,19,29.03,6.14,כתום,6545
גבעת זאב,קטן מ-15,אין מידע,16,8.33,4.38,ירוק,19205
גבעת שמואל,קטן מ-15,אין מידע,63,23.13,6.05,כתום,27236
גבעתיים,45,26.95,167,27.43,5.56,צהוב,60872
גדרה,43,39.81,108,37.49,6.24,כתום,28805
גן יבנה,15,27.78,54,22.61,6.2,כתום,23887
גני תקווה,קטן מ-15,אין מידע,61,28.36,5.1,צהוב,21508
דימונה,16,21.92,73,20.88,4.6,צהוב,34954
הוד השרון,45,23.94,188,29.03,5.13,צהוב,64755
הרצליה,70,17.99,389,39.21,5.56,צהוב,99208
זכרון יעקב,15,20.83,72,30.63,6.02,כתום,23503
חדרה,39,18.75,208,21.03,5.83,צהוב,98928
חולון,80,17.43,459,23.36,5.47,צהוב,196510
חיפה,136,14.42,943,33.09,5.37,צהוב,284981
חריש,16,32.00,50,25.50,5.87,צהוב,19608
טבריה,29,21.17,137,29.99,4.77,צהוב,45686
טירת כרמל,קטן מ-15,אין מידע,68,28.00,6.46,כתום,24285
טלמון,קטן מ-15,אין מידע,17,35.30,5.89,צהוב,4816
יבנה,34,31.48,108,21.70,5.1,צהוב,49759
יהוד,21,25.93,81,27.00,5.62,צהוב,30003
יקנעם עילית,18,20.69,87,36.16,6.21,כתום,24061
ירוחם,קטן מ-15,אין מידע,22,20.60,5.16,צהוב,10680
ירושלים,245,18.27,1341,14.07,4.39,ירוק,952916
כוכב יאיר,קטן מ-15,אין מידע,28,32.04,6.22,כתום,8738
כפר ורדים,קטן מ-15,אין מידע,16,29.12,5.68,צהוב,5495
כפר יונה,קטן מ-15,אין מידע,55,21.04,5.98,צהוב,26140
כפר סבא,65,19.46,334,32.85,5.81,צהוב,101664
כפר תבור,קטן מ-15,אין מידע,25,56.81,7.08,כתום,4401
כרמיאל,קטן מ-15,אין מידע,114,24.68,5.46,צהוב,46190
להבים,קטן מ-15,אין מידע,36,54.21,5.72,צהוב,6641
לוד,33,24.44,135,16.71,4.82,צהוב,80786
מבשרת ציון,27,24.77,109,44.77,5.77,צהוב,24347
מגאר,קטן מ-15,אין מידע,33,14.18,4.78,צהוב,23271
מגדל העמק,קטן מ-15,אין מידע,62,24.04,4.89,צהוב,25790
מודיעין-מכבים-רעות,67,25.57,262,27.65,5.61,צהוב,94744
מזכרת בתיה,קטן מ-15,אין מידע,42,27.82,6.35,כתום,15095
מיתר,קטן מ-15,אין מידע,30,30.11,6.55,כתום,9963
מעיליא,קטן מ-15,אין מידע,22,67.80,4.86,צהוב,3245
מעלה אדומים,קטן מ-15,אין מידע,54,14.28,4.97,צהוב,37802
מעלות-תרשיחא,קטן מ-15,אין מידע,41,18.50,4.93,צהוב,22158
נהריה,29,20.28,143,24.16,5.75,צהוב,59189
נוף הגליל,קטן מ-15,אין מידע,82,19.55,5.05,צהוב,41950
נס ציונה,40,34.19,117,23.15,4.97,צהוב,50532
נצרת,קטן מ-15,אין מידע,76,9.78,4.66,צהוב,77734
נשר,קטן מ-15,אין מידע,66,27.56,5.45,צהוב,23947
נתיבות,קטן מ-15,אין מידע,48,12.17,4.96,צהוב,39456
נתניה,83,18.40,451,20.17,4.95,צהוב,223562
סביון,קטן מ-15,אין מידע,17,42.03,5.99,צהוב,4045
סח'נין,קטן מ-15,אין מידע,18,5.59,3.71,ירוק,32220
עומר,קטן מ-15,אין מידע,32,42.28,5.2,צהוב,7569
עכו,19,18.27,104,21.00,5.31,צהוב,49517
עפולה,קטן מ-15,אין מידע,130,22.87,4.87,צהוב,56844
ערד,קטן מ-15,אין מידע,56,20.61,4.98,צהוב,27170
עתלית,קטן מ-15,אין מידע,22,22.64,3.88,ירוק,9716
פוריידיס,קטן מ-15,אין מידע,16,11.91,3.89,ירוק,13439
פרדס חנה-כרכור,18,20.22,89,20.39,5.04,צהוב,43646
פרדסיה,קטן מ-15,אין מידע,29,43.63,6.45,כתום,6647
פתח תקווה,138,20.32,679,27.11,5.52,צהוב,250427
צור הדסה,קטן מ-15,אין מידע,32,27.65,5.09,צהוב,11575
צור יצחק,קטן מ-15,אין מידע,16,24.30,6.71,כתום,6585
צפת,קטן מ-15,אין מידע,43,11.81,4.74,צהוב,36423
קדימה-צורן,22,37.93,58,25.54,5.39,צהוב,22711
קצרין,קטן מ-15,אין מידע,21,27.97,7.58,אדום,7507
קרית אונו,35,25.93,135,33.11,6.1,כתום,40778
קרית אתא,21,19.27,109,18.38,4.98,צהוב,59291
קרית ביאליק,28,19.31,145,34.82,5.97,צהוב,41645
קרית גת,22,20.18,109,18.62,4.94,צהוב,58550
קרית טבעון,קטן מ-15,אין מידע,65,35.59,5.09,צהוב,18266
קרית ים,15,15.63,96,24.37,5.54,צהוב,39389
קרית מוצקין,22,17.46,126,27.72,5.9,צהוב,45461
קרית מלאכי,קטן מ-15,אין מידע,47,19.31,6.42,כתום,24346
קרית עקרון,קטן מ-15,אין מידע,30,27.19,5.68,צהוב,11034
קרית שמונה,קטן מ-15,אין מידע,78,34.71,6.72,כתום,22470
ראמה,קטן מ-15,אין מידע,28,36.07,4.76,צהוב,7763
ראש העין,35,22.73,154,22.87,5.28,צהוב,67337
ראשון לציון,134,21.24,631,24.66,5.21,צהוב,255891
רהט,קטן מ-15,אין מידע,23,3.12,1.46,ירוק,73671
רחובות,94,23.44,401,27.43,5.73,צהוב,146213
רמלה,31,19.02,163,21.20,4.99,צהוב,76903
רמת גן,69,14.50,476,28.55,4.98,צהוב,166746
רמת השרון,33,23.08,143,30.12,5.1,צהוב,47482
רמת ישי,קטן מ-15,אין מידע,25,31.66,5.51,צהוב,7896
רעננה,53,20.38,260,33.78,6.27,כתום,76958
שדרות,25,25.00,100,34.60,6.47,כתום,28899
שוהם,קטן מ-15,אין מידע,48,22.83,5.76,צהוב,21029
שפרעם,קטן מ-15,אין מידע,41,9.67,4.3,ירוק,42400
תל אביב - יפו,237,14.95,1585,31.64,5.08,צהוב,501015
תל מונד,קטן מ-15,אין מידע,37,27.49,5.07,צהוב,13461
תל שבע,קטן מ-15,אין מידע,16,7.43,3.12,ירוק,21531
