section,female,male,period
0-9,"{'amount': 217877, 'percentage': 8}","{'amount': 279013, 'percentage': 10.2}",6 חודשים
0-9,"{'amount': 79307, 'percentage': 7.7}","{'amount': 104366, 'percentage': 10.2}",3 חודשים
0-9,"{'amount': 339429, 'percentage': 8.4}","{'amount': 416855, 'percentage': 10.3}",מתחילת קורונה
0-9,"{'amount': 281522, 'percentage': 8.8}","{'amount': 348487, 'percentage': 10.9}",שנה
0-9,"{'amount': 6654, 'percentage': 5}","{'amount': 8947, 'percentage': 6.7}",חודש אחרון
10-19,"{'amount': 5887, 'percentage': 4.4}","{'amount': 6038, 'percentage': 4.5}",חודש אחרון
10-19,"{'amount': 266879, 'percentage': 9.8}","{'amount': 269274, 'percentage': 9.9}",6 חודשים
10-19,"{'amount': 319487, 'percentage': 9.9}","{'amount': 320500, 'percentage': 10}",שנה
10-19,"{'amount': 83039, 'percentage': 8.1}","{'amount': 87809, 'percentage': 8.5}",3 חודשים
10-19,"{'amount': 404400, 'percentage': 10}","{'amount': 416832, 'percentage': 10.3}",מתחילת קורונה
20-29,"{'amount': 225529, 'percentage': 8.3}","{'amount': 144026, 'percentage': 5.3}",6 חודשים
20-29,"{'amount': 75874, 'percentage': 7.4}","{'amount': 48670, 'percentage': 4.7}",3 חודשים
20-29,"{'amount': 347174, 'percentage': 8.6}","{'amount': 243638, 'percentage': 6}",מתחילת קורונה
20-29,"{'amount': 263377, 'percentage': 8.2}","{'amount': 172990, 'percentage': 5.4}",שנה
20-29,"{'amount': 8354, 'percentage': 6.2}","{'amount': 5752, 'percentage': 4.3}",חודש אחרון
30-39,"{'amount': 243567, 'percentage': 8.9}","{'amount': 156177, 'percentage': 5.7}",6 חודשים
30-39,"{'amount': 92958, 'percentage': 9}","{'amount': 61709, 'percentage': 6}",3 חודשים
30-39,"{'amount': 346290, 'percentage': 8.6}","{'amount': 237082, 'percentage': 5.9}",מתחילת קורונה
30-39,"{'amount': 283870, 'percentage': 8.8}","{'amount': 184512, 'percentage': 5.7}",שנה
30-39,"{'amount': 11953, 'percentage': 8.9}","{'amount': 8563, 'percentage': 6.4}",חודש אחרון
40-49,"{'amount': 222064, 'percentage': 8.2}","{'amount': 145271, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 87899, 'percentage': 8.6}","{'amount': 57726, 'percentage': 5.6}",3 חודשים
40-49,"{'amount': 305784, 'percentage': 7.6}","{'amount': 212175, 'percentage': 5.2}",מתחילת קורונה
40-49,"{'amount': 251616, 'percentage': 7.8}","{'amount': 168183, 'percentage': 5.2}",שנה
40-49,"{'amount': 11413, 'percentage': 8.5}","{'amount': 8043, 'percentage': 6}",חודש אחרון
50-59,"{'amount': 10273, 'percentage': 7.7}","{'amount': 6585, 'percentage': 4.9}",חודש אחרון
50-59,"{'amount': 147974, 'percentage': 5.4}","{'amount': 97329, 'percentage': 3.6}",6 חודשים
50-59,"{'amount': 164342, 'percentage': 5.1}","{'amount': 110141, 'percentage': 3.4}",שנה
50-59,"{'amount': 63096, 'percentage': 6.1}","{'amount': 39790, 'percentage': 3.9}",3 חודשים
50-59,"{'amount': 203168, 'percentage': 5}","{'amount': 142807, 'percentage': 3.5}",מתחילת קורונה
60-69,"{'amount': 100134, 'percentage': 3.7}","{'amount': 69856, 'percentage': 2.6}",6 חודשים
60-69,"{'amount': 46180, 'percentage': 4.5}","{'amount': 30329, 'percentage': 3}",3 חודשים
60-69,"{'amount': 133915, 'percentage': 3.3}","{'amount': 100441, 'percentage': 2.5}",מתחילת קורונה
60-69,"{'amount': 110138, 'percentage': 3.4}","{'amount': 78066, 'percentage': 2.4}",שנה
60-69,"{'amount': 10130, 'percentage': 7.5}","{'amount': 6677, 'percentage': 5}",חודש אחרון
70-79,"{'amount': 7052, 'percentage': 5.3}","{'amount': 5513, 'percentage': 4.1}",חודש אחרון
70-79,"{'amount': 51896, 'percentage': 1.9}","{'amount': 41668, 'percentage': 1.5}",6 חודשים
70-79,"{'amount': 57240, 'percentage': 1.8}","{'amount': 46111, 'percentage': 1.4}",שנה
70-79,"{'amount': 26253, 'percentage': 2.6}","{'amount': 20279, 'percentage': 2}",3 חודשים
70-79,"{'amount': 69258, 'percentage': 1.7}","{'amount': 57245, 'percentage': 1.4}",מתחילת קורונה
80-89,"{'amount': 21179, 'percentage': 0.8}","{'amount': 14789, 'percentage': 0.5}",6 חודשים
80-89,"{'amount': 10497, 'percentage': 1}","{'amount': 7349, 'percentage': 0.7}",3 חודשים
80-89,"{'amount': 31107, 'percentage': 0.8}","{'amount': 21812, 'percentage': 0.5}",מתחילת קורונה
80-89,"{'amount': 23880, 'percentage': 0.7}","{'amount': 16798, 'percentage': 0.5}",שנה
80-89,"{'amount': 2956, 'percentage': 2.2}","{'amount': 2124, 'percentage': 1.6}",חודש אחרון
90+,"{'amount': 6085, 'percentage': 0.2}","{'amount': 3121, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 2823, 'percentage': 0.3}","{'amount': 1498, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 9696, 'percentage': 0.2}","{'amount': 4839, 'percentage': 0.1}",מתחילת קורונה
90+,"{'amount': 6906, 'percentage': 0.2}","{'amount': 3558, 'percentage': 0.1}",שנה
90+,"{'amount': 851, 'percentage': 0.6}","{'amount': 439, 'percentage': 0.3}",חודש אחרון
