_id,תאריך,מאושפזים,אחוז נשים מאושפזות,גיל ממוצע מאושפזים,סטיית תקן גיל מאושפזים,מונשמים,אחוז נשים מונשמות,גיל ממוצע מונשמים,סטיית תקן גיל מונשמים,אחוז מונשמים לא מחוסנים,חולים קל,אחוז נשים חולות קל,אחוז חולים קל לא מחוסנים,גיל ממוצע חולים קל,סטיית תקן גיל חולים קל,חולים בינוני,אחוז נשים חולות בינוני,אחוז חולים בינוני לא מחוסנים,גיל ממוצע חולים בינוני,סטיית תקן גיל חולים בינוני,חולים קשה,אחוז נשים חולות קשה,אחוז חולים קשה לא מחוסנים,גיל ממוצע חולים קשה,סטיית תקן גיל חולים קשה,חולים קשה מצטבר
633,2021-12-03T00:00:00,204,44.1,58.7,20.3,63.0,31.7,54.2,15.1,85.7,86,46.5,47.7,60.1,24.5,<15,30.8,61.5,60.3,14.4,105.0,43.8,81.9,57.3,16.9,23002.0
634,2021-12-04T00:00:00,205,44.4,58,20.6,62.0,32.3,53.5,14.6,85.5,89,47.2,44.9,58.1,25,<15,41.7,75.0,60.9,15.3,104.0,42.3,80.8,57.6,16.8,23007.0
635,2021-12-05T00:00:00,213,46.5,57.4,21.2,62.0,33.9,53.9,14.4,85.5,93,49.5,49.5,56.9,25.9,15.0,53.3,73.3,60.7,16.0,105.0,42.9,82.9,57.3,16.9,23012.0
636,2021-12-06T00:00:00,211,47.4,57.3,20.4,60.0,35,53,13,88.3,93,52.7,46.2,57.3,24.7,<15,42.9,71.4,64.4,13.1,104.0,43.3,83.7,56.3,16.6,23013.0
637,2021-12-07T00:00:00,212,47.2,58.4,20.2,55.0,32.7,53,12.8,87.3,99,53.5,43.4,58.6,23.7,<15,38.5,69.2,59.4,16.3,100.0,42,80,58,16.9,23018.0
638,2021-12-08T00:00:00,207,47.8,58.3,19.9,53.0,35.8,52.1,12.2,86.8,102,53.9,46.1,59,23.2,<15,36.4,90.9,63.1,13.5,94.0,42.6,78.7,57.1,16.5,23021.0
639,2021-12-09T00:00:00,208,47.6,59.1,20,54.0,38.9,53.3,13.9,87,109,49.5,42.2,60.4,22.9,<15,33.3,83.3,65.2,14.5,87.0,47.1,79.3,56.6,16.3,23025.0
640,2021-12-10T00:00:00,207,48.3,59.4,20.3,53.0,39.6,52.6,14.5,86.8,104,51.9,37.5,61.4,22.2,<15,22.2,77.8,59.3,18.2,94.0,46.8,80.9,57.2,18.1,23032.0
641,2021-12-11T00:00:00,217,48.4,59.7,20,50.0,40,51.6,14,88,113,53.1,39.8,61.3,22.2,<15,20.0,60.0,59.9,18.8,94.0,45.7,80.9,57.8,17.1,23035.0
642,2021-12-12T00:00:00,224,50.4,59.6,19.8,48.0,37.5,52.1,14,87.5,121,56.2,39.7,60.8,22.2,<15,35.7,64.3,61.2,17.0,89.0,44.9,80.9,57.8,16.6,23037.0
643,2021-12-13T00:00:00,214,50.5,60.4,19.9,47.0,38.3,52.3,14.2,87.2,114,55.3,38.6,62.7,22.1,<15,36.4,81.8,54.4,19.7,89.0,46.1,78.7,58.2,16.3,23043.0
644,2021-12-14T00:00:00,221,49.3,59.7,20.2,46.0,39.1,52.3,14.5,87,122,53.3,37.7,60.8,22.3,<15,28.6,78.6,58.1,20.0,85.0,47.1,80,58.3,16.9,23045.0
645,2021-12-15T00:00:00,221,47.5,59.5,20.8,44.0,36.4,52.8,14.1,84.1,126,52.4,35.7,61,23.1,16.0,25.0,75.0,56.5,20.8,79.0,44.3,79.7,57.7,16.7,23045.0
646,2021-12-16T00:00:00,225,46.2,60.1,21,42.0,35.7,54.1,14.1,85.7,133,51.9,32.3,62.3,22.8,16.0,18.8,81.2,55.9,19.7,76.0,42.1,78.9,57.2,17.4,23049.0
647,2021-12-17T00:00:00,231,48.1,60.4,21,41.0,34.1,54,14.3,85.4,138,52.9,34.1,62.5,22.8,16.0,31.2,87.5,57.1,18.9,77.0,42.9,79.2,57.5,17.6,23054.0
648,2021-12-18T00:00:00,237,50.2,60.9,20.2,38.0,36.8,52.7,14.1,89.5,147,55.1,36.7,62.9,21.8,15.0,20.0,73.3,56.0,18.4,75.0,46.7,81.3,58,16.8,23056.0
649,2021-12-19T00:00:00,250,50.4,60.3,20.5,39.0,38.5,52.4,12.6,89.7,151,55,36.4,62.4,22.7,21.0,23.8,71.4,56.0,17.9,78.0,48.7,78.2,57.3,15.9,23061.0
650,2021-12-20T00:00:00,259,50.2,60,20.9,37.0,37.8,52,13.1,91.9,164,55.5,35.4,61.8,23,21.0,28.6,71.4,53.5,16.0,74.0,44.6,78.4,57.8,16,23067.0
651,2021-12-21T00:00:00,257,50.2,60.9,20.8,35.0,40,52.2,13.4,91.4,162,54.3,32.1,63.2,23,20.0,25.0,65.0,54.6,17.4,75.0,48,82.7,57.6,15.5,23072.0
652,2021-12-22T00:00:00,269,51.3,61.1,20.5,35.0,40,52.2,13.4,91.4,175,56.6,32,63.8,21.9,21.0,33.3,71.4,53.0,21.0,73.0,43.8,83.6,56.9,15.3,23075.0
653,2021-12-23T00:00:00,288,52.8,61.3,21.1,36.0,38.9,51.6,13.6,91.7,191,57.6,30.4,64,22.5,20.0,30.0,85.0,54.4,20.2,77.0,46.8,84.4,56.5,16.1,23081.0
654,2021-12-24T00:00:00,296,51.4,62.1,21.2,35.0,40,51.3,13.7,91.4,198,55.6,29.8,63.9,22.8,17.0,35.3,76.5,60.1,19.0,81.0,44.4,80.2,58.1,16.7,23092.0
655,2021-12-25T00:00:00,306,52.6,61.4,22.1,34.0,41.2,51.7,13.7,91.2,202,56.4,31.7,62.4,24.1,19.0,47.4,73.7,60.8,19.3,85.0,44.7,80,59.3,17.1,23101.0
656,2021-12-26T00:00:00,337,51.3,61.8,21.9,35.0,37.1,51.3,12.4,91.4,229,55,31,62.9,23.7,21.0,47.6,57.1,63.3,19.6,87.0,42.5,83.9,58.6,16.5,23110.0
657,2021-12-27T00:00:00,348,51.4,63,21.6,34.0,41.2,51.2,12.7,91.2,249,54.6,28.1,64.5,22.7,21.0,42.9,52.4,65.2,20.2,78.0,43.6,85.9,57.8,17,23116.0
658,2021-12-28T00:00:00,373,50.4,62.9,21.7,36.0,41.7,52,12.8,91.7,268,52.2,26.5,64.8,22.3,24.0,41.7,54.2,66.8,20.0,81.0,46.9,84,55.8,18.6,23124.0
659,2021-12-29T00:00:00,394,51.3,63.1,21.6,35.0,42.9,52.8,13.6,88.6,287,51.9,26.1,65.1,22,22.0,50.0,63.6,58.0,23.7,85.0,49.4,80,57.6,18.7,23133.0
660,2021-12-30T00:00:00,437,51.7,64.1,21.5,35.0,42.9,52.8,13.6,88.6,332,53,26.5,66.1,21.6,19.0,42.1,63.2,51.6,23.5,86.0,48.8,80.2,58.9,19,23139.0
661,2021-12-31T00:00:00,470,52.1,63.8,21.9,34.0,44.1,53.1,13.7,88.2,352,52.6,27,65.6,22.3,25.0,48.0,60.0,52.6,22.4,93.0,51.6,76.3,60.2,18.9,23147.0
662,2022-01-01T00:00:00,496,51.8,63.7,22.2,34.0,44.1,52.1,13.8,91.2,377,52.3,27.1,65,23.1,20.0,40.0,60.0,55.8,23.6,99.0,52.5,78.8,60.4,17.2,23157.0
663,2022-01-02T00:00:00,548,50.7,63.6,22.1,30.0,40,50.1,12.6,96.7,420,51.4,24.3,64.2,23.1,21.0,47.6,57.1,55.4,25.8,107.0,48.6,75.7,62.6,16.5,23175.0
664,2022-01-03T00:00:00,609,51.2,63.3,22.3,32.0,46.9,50.8,12.3,96.9,480,52.1,25.2,64.1,23.2,23.0,52.2,47.8,59.8,25.0,106.0,47.2,73.6,60.5,16.9,23184.0
665,2022-01-04T00:00:00,702,50.6,63.6,22.6,36.0,41.7,51.8,12.7,88.9,561,50.4,27.1,64.1,23.6,28.0,60.7,46.4,63.2,19.9,113.0,48.7,69.9,61.1,17.6,23201.0
666,2022-01-05T00:00:00,776,51.4,63.2,23.1,35.0,40,52.6,13.1,88.6,618,53.4,26.1,63,24.1,33.0,60.6,42.4,66.9,24.1,125.0,39.2,64.8,63.2,17.1,23228.0
667,2022-01-06T00:00:00,838,51.3,63.5,23.1,37.0,37.8,51.5,13,91.9,675,53.6,26.5,63.2,24,34.0,50.0,52.9,68.0,22.0,129.0,39.5,57.4,63.8,18.2,23252.0
668,2022-01-07T00:00:00,890,50.1,64,23,41.0,36.6,53.7,15,87.8,707,52.1,27.6,63.3,24.2,38.0,50.0,31.6,66.9,21.0,145.0,40.7,57.9,66.5,16.5,23282.0
669,2022-01-08T00:00:00,988,50.9,64.2,23,44.0,36.4,55.7,16.7,86.4,785,53.1,26.6,63.4,24.1,46.0,50.0,34.8,66.2,23.5,157.0,40.1,51.6,67.6,15.9,23309.0
670,2022-01-09T00:00:00,1176,51.7,64.4,23.3,47.0,36.2,54.3,18.6,85.1,914,53.7,26.8,63.2,24.5,75.0,48.0,40.0,68.2,20.4,187.0,43.3,44.9,68.7,17.3,23354.0
671,2022-01-10T00:00:00,1289,51.6,63.7,24,54.0,40.7,57.9,18.6,72.2,1003,53.1,26.4,62.3,25,78.0,53.8,37.2,66.2,23.1,208.0,43.3,42.8,69.8,17.4,23401.0
672,2022-01-11T00:00:00,1366,50.4,63.4,24.2,53.0,37.7,58.8,18.3,66,1052,52.3,26.4,61.5,25.2,75.0,40.0,38.7,69.3,21.3,239.0,45.2,41.4,69.7,18.6,23463.0
673,2022-01-12T00:00:00,1507,50.2,62.9,24.9,60.0,41.7,62,17.2,61.7,1177,52.3,27.3,60.7,26,96.0,40.6,33.3,70.4,21.4,234.0,43.2,41.5,70.8,17.1,23496.0
674,2022-01-13T00:00:00,1626,49.7,62.7,25,63.0,42.9,63.1,17.5,57.1,1249,51.6,27.4,60.2,26.2,100.0,37.0,27.0,74.1,18.8,277.0,45.5,39,70.2,17.5,23576.0
675,2022-01-14T00:00:00,1700,49.4,63.2,24.7,68.0,44.1,63.1,17,54.4,1265,51.2,27.6,60.5,26,123.0,43.1,31.7,70.7,20.1,312.0,44.6,35.6,71,18.3,23658.0
676,2022-01-15T00:00:00,1811,50.1,63.9,24.8,84.0,41.7,63.7,18.6,50,1317,52.6,27.3,60.9,26.3,134.0,41.8,32.8,73.4,19.3,360.0,43.9,35,71.2,17.3,23738.0
677,2022-01-16T00:00:00,2033,50.5,63.3,25.1,82.0,42.7,62.3,19.6,54.9,1472,52.2,27.6,60,26.6,142.0,44.4,29.6,71.8,19.7,419.0,46.5,34.4,72.2,17.1,23858.0
678,2022-01-17T00:00:00,2103,50.2,63.5,24.9,78.0,44.9,62.8,18.6,46.2,1502,52.8,27.6,60,26.4,156.0,42.3,26.3,72.1,20.0,445.0,44,32.4,72.3,17.1,23964.0
679,2022-01-18T00:00:00,2221,50.7,63.5,24.8,101.0,40.6,63.3,19,42.6,1566,54.7,27.8,60,26.4,151.0,41.1,28.5,70.8,20.0,504.0,41.1,31.2,72.1,17.6,24079.0
680,2022-01-19T00:00:00,2247,51.4,63,25.1,98.0,39.8,62.5,18.6,41.8,1533,55.1,30.1,58.8,26.6,191.0,44.5,23.6,69.4,21.6,523.0,43.4,30.8,72.7,17.2,24192.0
681,2022-01-20T00:00:00,2391,51.3,63.3,24.9,105.0,41,62,19.1,41.9,1632,54.8,29.8,59.6,26.4,186.0,45.2,34.4,67.8,21.8,573.0,43.1,30.2,72.3,17.6,24325.0
682,2022-01-21T00:00:00,2398,50.5,63.5,24.8,123.0,39.8,63.8,18.7,40.7,1594,53.3,30.4,59.5,26.6,173.0,42.8,31.2,68.3,22.3,631.0,45.6,30,72.5,16.8,24475.0
683,2022-01-22T00:00:00,2456,49.8,64.3,24.4,142.0,37.3,64.7,18.1,33.8,1547,53.7,31.2,59.9,26.6,207.0,43.5,29.0,69.7,20.8,702.0,43,29.1,72.1,17,24610.0
684,2022-01-23T00:00:00,2723,49.8,64.1,24.6,146.0,35.6,63.6,18.8,34.2,1708,54,32.8,59.3,26.7,243.0,41.2,26.3,71.7,20.0,772.0,43.4,30.2,72.3,17.4,24755.0
685,2022-01-24T00:00:00,2755,50.5,64.1,24.4,159.0,41.5,64.1,18.4,34.6,1707,54.5,31.3,59.1,26.5,261.0,46.0,30.3,71.9,19.8,787.0,43.3,31.8,72.2,17.4,24898.0
686,2022-01-25T00:00:00,2770,50.2,63.9,24.6,172.0,44.8,63.2,19.5,39,1641,54.8,32.9,58.7,26.6,291.0,42.3,28.5,71.1,19.9,838.0,43.9,33.4,71.8,18.4,25065.0
687,2022-01-26T00:00:00,2688,50.4,64,24.8,184.0,42.9,63.8,19,39.7,1500,55.1,34.4,57.8,27.2,308.0,45.1,30.8,71.4,20.6,880.0,44.3,33.1,71.9,18.1,25217.0
688,2022-01-27T00:00:00,2652,50.8,64,24.5,200.0,43.5,63.6,19.4,41,1435,54.4,32.8,58,26.7,295.0,48.1,30.8,70.6,21.4,922.0,46.2,36.3,71.3,18.6,25381.0
